drug_name,drugbank_id,atc_code,atc_level_3,atc_level_4,is_cardiovascular,degree_centrality,weighted_degree,betweenness_centrality,pri_score,contraindicated_count,major_count,moderate_count,minor_count
mmda,DB01442,[],[],[],False,0.04984929283561326,0.07858819438407372,0.00010397219811484208,0.2462921341032833,101,114,0,0
chlorpropamide,DB00672,"['G01AE10', 'A10BB02']",['G0,['G01,False,0.05193600741942963,0.08132661044944797,0.00032414261239708576,0.2462637777978855,101,123,0,0
tolazamide,DB00839,"['A10BB05', 'G01AE10']",['A1,['A10,False,0.05147229306747044,0.08071807354603147,0.00024973630129337856,0.24625506421255736,101,121,0,0
sitagliptin,DB01261,"['A10BH51', 'A10BD24', 'A10BD07', 'A10BD29', 'A10BH01', 'A10BD12']",['A1,['A10,False,0.052399721771388824,0.08193514735286447,0.00023273814286935016,0.24624472139232467,101,125,0,0
tramadol,DB00193,"['N02AJ16', 'N02AJ13', 'N02AJ14', 'N02AX02']",['N0,['N02,False,0.05147229306747044,0.08071807354603147,8.592262152287475e-05,0.24622230147660323,101,121,0,0
tofacitinib,DB08895,['L04AF01'],['L0,['L04,False,0.040343148620449805,0.06546118403894637,0.00037567131594112824,0.24617858697481215,96,78,0,0
solriamfetol,DB14754,['N06BA14'],['N0,['N06,False,0.059819151402735915,0.09141093627749283,8.080292408873341e-05,0.24617329908619143,99,159,0,0
trifluperidol,DB13552,['N05AD02'],['N0,['N05,False,0.0060282865754695105,0.010910197339824394,1.0911043271842089e-06,0.24612650291283397,23,3,0,0
azaperone,DB11376,[],[],[],False,0.0060282865754695105,0.010910197339824394,1.0911043271842089e-06,0.24612650291283397,23,3,0,0
benperidol,DB12867,['N05AD07'],['N0,['N05,False,0.0060282865754695105,0.010910197339824394,1.0911043271842089e-06,0.24612650291283397,23,3,0,0
ecopipam,DB12273,[],[],[],False,0.0060282865754695105,0.010910197339824394,1.0911043271842089e-06,0.24612650291283397,23,3,0,0
clopenthixol,DB13841,['N05AF02'],['N0,['N05,False,0.0060282865754695105,0.010910197339824394,1.0911043271842089e-06,0.24612650291283397,23,3,0,0
raclopride,DB12518,[],[],[],False,0.0060282865754695105,0.010910197339824394,1.0911043271842089e-06,0.24612650291283397,23,3,0,0
vitamin d,DB11094,[],[],[],False,0.011824715974959425,0.02099452316786925,1.1486391631108824e-05,0.24602153910477978,42,9,0,0
vancomycin,DB00512,"['J01XA01', 'A07AA09', 'S01AA28']",['J0,['J01,False,0.03037329005332715,0.050812831435277754,0.00024132918423905577,0.24597704083419805,84,47,0,0
bq-123,DB12054,[],[],[],False,0.049153721307674474,0.07754498826393115,1.5085542593268652e-05,0.24593230240518266,102,109,0,1
fluocortolone pivalate,DB15777,[],[],[],False,0.012520287502898214,0.022168130053029644,1.4854631171317513e-06,0.24589191909536798,44,10,0,0
fluocortolone caproate,DB15821,[],[],[],False,0.012520287502898214,0.022168130053029644,1.4854631171317513e-06,0.24589191909536798,44,10,0,0
ceftolozane,DB09050,[],[],[],False,0.03895200556457222,0.06337477179866122,0.00025227260032748645,0.24576517316509264,94,74,0,0
cefdinir,DB00535,['J01DD15'],['J0,['J01,False,0.040343148620449805,0.06533078327392854,0.00026969169155112953,0.2456872363376702,95,79,0,0
temsirolimus,DB06287,['L01EG01'],['L0,['L01,False,0.05448643635520519,0.08441276188820308,0.0006289874145159163,0.24566697981901647,99,136,0,0
dl-methylephedrine,DB11278,[],[],[],False,0.055877579411082776,0.08623837259845257,4.566465892679319e-05,0.24565916819479722,99,142,0,0
calcium carbonate,DB06724,"['A02AC01', 'A12AA04', 'A11GB01']",['A0,['A02,False,0.01692557384651055,0.029514039815700253,1.3459164059981711e-05,0.24562254381449217,56,17,0,0
protriptyline,DB00344,['N06AA11'],['N0,['N06,False,0.05471829353118479,0.08471703033991133,8.444022991996104e-05,0.24557343493753325,99,137,0,0
neosaxitoxin,DB12989,[],[],[],False,0.011592858798979828,0.02055985395114318,8.611297102040868e-06,0.2455678931445083,41,9,0,0
bambuterol,DB01408,['R03CC12'],['R0,['R03,False,0.050081150011592857,0.07863166130574632,3.297267263555667e-05,0.24549138042914923,99,117,0,0
naloxone,DB01183,"['A06AH04', 'N02AA53', 'N02AD51', 'V03AB15', 'N02AA55', 'N02AX51']",['A0,['A06,False,0.025504289357755623,0.04324958706424411,3.8758951778312726e-07,0.24548738961297933,75,35,0,0
amantadine,DB00915,['N04BB01'],['N0,['N04,False,0.03987943426849061,0.06459184560549422,2.5238530598247e-05,0.24534083204791385,94,78,0,0
desipramine,DB01151,['N06AA01'],['N0,['N06,False,0.06886158126594018,0.10197339824393636,0.0001568928808893378,0.2453135408405913,89,208,0,0
pimecrolimus,DB00337,['D11AH02'],['D1,['D11,False,0.002550428935775562,0.004650960618968965,1.198009009642002e-08,0.2452147159974708,10,1,0,0
mobocertinib,DB16390,['L01EB10'],['L0,['L01,False,0.02364943194991885,0.04029383639050682,1.1391093214690681e-05,0.24520866947621586,71,31,0,0
midomafetamine,DB01454,[],[],[],False,0.0537908648272664,0.0833695557680605,0.00013461702329978527,0.24516654082465333,98,134,0,0
tolbutamide,DB01124,"['V04CA01', 'A10BB03', 'G01AE10']",['V0,['V04,False,0.05263157894736842,0.08184821350951925,0.0002558268858086441,0.24514237879241027,98,129,0,0
cefaclor,DB00833,['J01DC04'],['J0,['J01,False,0.04382100626014375,0.07002521081457011,0.0003129478906170491,0.24512064248276846,96,93,0,0
thioproperazine,DB01622,['N05AB08'],['N0,['N05,False,0.051704150243450035,0.08063113970268626,4.427948201013064e-05,0.24508387662367578,98,125,0,0
detomidine,DB11556,[],[],[],False,0.04637143519591931,0.07350256454837868,1.2344718177276525e-05,0.24502109710712888,97,103,0,0
xylazine,DB11477,[],[],[],False,0.04637143519591931,0.07350256454837868,1.2344718177276525e-05,0.24502109710712888,97,103,0,0
medetomidine,DB11428,[],[],[],False,0.04637143519591931,0.07350256454837868,1.2344718177276525e-05,0.24502109710712888,97,103,0,0
romifidine,DB11543,[],[],[],False,0.04637143519591931,0.07350256454837868,1.2344718177276525e-05,0.24502109710712888,97,103,0,0
pramlintide,DB01278,['A10BX05'],['A1,['A10,False,0.02643171806167401,0.044597061636094934,6.099552730798385e-06,0.24498826791679315,76,38,0,0
barbexaclone,DB09001,['N03AA04'],['N0,['N03,False,0.041038720148388594,0.06611318786403547,1.7510701494026384e-05,0.24492764701118286,94,83,0,0
pirtobrutinib,DB17472,['L01EL05'],['L0,['L01,False,0.03477857639693949,0.05711553507780579,0.00022705498363653577,0.2448747156193039,88,62,0,0
"sodium phosphate, monobasic",DB09449,"['A06AG01', 'V03AG05', 'A06AD17', 'B05XA09']",['A0,['A06,False,0.03756086250869464,0.06115795879335825,1.610841507990628e-05,0.24487045457782675,91,71,0,0
aceprometazine,DB01615,[],[],[],False,0.023881289125898448,0.04059810484221507,9.750291544773576e-06,0.2448507329186617,71,32,0,0
etonogestrel,DB00294,['G03AC08'],['G0,['G03,False,0.04173429167632738,0.06702599321916022,0.0003039529684318435,0.24476882814518294,94,86,0,0
fenoterol,DB01288,"['R03CC04', 'R03AL01', 'G02CA03', 'R03AC04']",['R0,['R03,False,0.04961743565963367,0.07776232287229419,3.275078201490101e-05,0.2447349330358034,97,117,0,0
trimipramine,DB00726,['N06AA06'],['N0,['N06,False,0.06468815209830744,0.09675736764322351,0.00015282037205803373,0.24469217798335335,91,188,0,0
dyphylline,DB00651,"['R03DA20', 'R03DB01', 'R03DA51', 'R03DA01']",['R0,['R03,False,0.03593786227683747,0.05876727810136486,5.7680876799550624e-05,0.244690701304011,89,66,0,0
neocitrullamon,DB13396,['N03AB03'],['N0,['N03,False,0.007651286807326687,0.013692080326871251,7.646063637649701e-07,0.24465696235752946,28,5,0,0
aica ribonucleotide,DB01700,[],[],[],False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
albiglutide,DB09043,['A10BJ04'],['A1,['A10,False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
voglibose,DB04878,['A10BF03'],['A1,['A10,False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
benfluorex,DB09022,['A10BX06'],['A1,['A10,False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
tirzepatide,DB15171,['A10BX16'],['A1,['A10,False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
remogliflozin etabonate,DB12935,[],[],[],False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
mecasermin,DB01277,['H01AC03'],['H0,['H01,False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
"2,4-thiazolidinedione",DB11898,[],[],[],False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
semaglutide,DB13928,['A10BJ06'],['A1,['A10,False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
taspoglutide,DB14027,[],[],[],False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
ipragliflozin,DB11698,['A10BK05'],['A1,['A10,False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
englitazone,DB14035,[],[],[],False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
allicin,DB11780,[],[],[],False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
liraglutide,DB06655,"['A10AE56', 'A10BJ02']",['A1,['A10,False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
tofogliflozin,DB11824,[],[],[],False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
guar gum,DB13446,['A10BX01'],['A1,['A10,False,0.026199860885694412,0.04416239241936886,6.099552730798385e-06,0.24457866391972732,75,38,0,0
grepafloxacin,DB00365,['J01MA11'],['J0,['J01,False,0.032228147461163925,0.05324697904894375,0.0005429124002960831,0.24446345406722755,84,55,0,0
bromperidol,DB12401,['N05AD06'],['N0,['N05,False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
bifeprunox,DB04888,[],[],[],False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
osanetant,DB04872,[],[],[],False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
levosulpiride,DB16021,['N05AL07'],['N0,['N05,False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
mosapramine,DB13676,['N05AX10'],['N0,['N05,False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
fluanisone,DB13665,['N05AD09'],['N0,['N05,False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
clothiapine,DB13256,['N05AH06'],['N0,['N05,False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
thiopropazate,DB13557,['N05AB05'],['N0,['N05,False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
oxypertine,DB13403,['N05AE01'],['N0,['N05,False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
moperone,DB13554,['N05AD04'],['N0,['N05,False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
veralipride,DB13523,['N05AL06'],['N0,['N05,False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
prothipendyl,DB12958,['N05AX07'],['N0,['N05,False,0.005332715047530721,0.00960618968964618,8.686369509405261e-07,0.24443260070051454,20,3,0,0
naphazoline,DB06711,"['R01AB02', 'S01GA01', 'S01GA51', 'R01AA08']",['R0,['R01,False,0.048226292603756084,0.07580631139702686,3.6223189248539395e-05,0.24442109582328142,96,112,0,0
phenylpropanolamine,DB00397,"['R01BA51', 'R01BA01']",['R0,['R01,False,0.04869000695571528,0.07641484830044336,3.2229478871109114e-05,0.24438911641055033,96,114,0,0
benzatropine,DB00245,['N04AC01'],['N0,['N04,False,0.049153721307674474,0.07702338520385986,3.4128547775351604e-05,0.24436453574857506,96,116,0,0
orciprenaline,DB00816,"['R03AB03', 'R03CB03', 'R03CB53']",['R0,['R03,False,0.049153721307674474,0.07702338520385986,3.149058924906758e-05,0.2443640081568698,96,116,0,0
ritodrine,DB00867,['G02CA01'],['G0,['G02,False,0.049153721307674474,0.07702338520385986,3.149058924906758e-05,0.2443640081568698,96,116,0,0
coumermycin a1,DB13912,[],[],[],False,0.002318571759795966,0.004216291402242893,2.224194813381676e-06,0.24434497519958454,9,1,0,0
artesunate,DB09274,"['P01BE03', 'P01BF09', 'P01BF02', 'P01BF03', 'P01BF06', 'P01BF04']",['P0,['P01,False,0.002318571759795966,0.004216291402242893,5.503781790747695e-07,0.24434464043625767,9,1,0,0
suprofen,DB00870,['M01AE07'],['M0,['M01,False,0.002318571759795966,0.004216291402242893,7.715294629511258e-09,0.24434453190368077,9,1,0,0
fibrinolysin,DB05254,"['B01AD05', 'B06AA02']",['B0,['B01,True,0.002318571759795966,0.004216291402242893,0.0,0.24434453036062184,9,1,0,0
ethynodiol diacetate,DB00823,[],[],[],False,0.02086714583816369,0.035729809614883076,0.0002648562980796814,0.24432203393695512,64,26,0,0
tamoxifen,DB00675,['L02BA01'],['L0,['L02,False,0.05471829353118479,0.08419542727984004,0.000904172596195022,0.2443097140520889,95,141,0,0
mitiglinide,DB01252,['A10BX08'],['A1,['A10,False,0.02643171806167401,0.04446666087107711,6.099552730798385e-06,0.24429125295044568,75,39,0,0
deferasirox,DB01609,['V03AC03'],['V0,['V03,False,0.0338511476930211,0.05550725897591933,0.002241806261849331,0.24422770943004476,85,61,0,0
avanafil,DB06237,['G04BE10'],['G0,['G04,False,0.05958729422675632,0.09032426323567765,0.00039657606845080063,0.2442134955620942,95,161,0,1
tazobactam,DB01606,['J01CG02'],['J0,['J01,False,0.01831671690238813,0.0316004520559854,2.7491634720127994e-05,0.24412810430857718,58,21,0,0
diethylpropion,DB00937,['A08AA03'],['A0,['A08,False,0.047530721075817295,0.07476310527688429,8.044847250436959e-05,0.24408379910749609,95,110,0,0
ketamine,DB01221,['N01AX03'],['N0,['N01,False,0.05216786459540923,0.08084847431104929,4.76958714146989e-05,0.2439727142831167,95,130,0,0
diosmin,DB08995,"['C05CA03', 'C05CA53']",['C0,['C05,True,0.10688615812659402,0.14026775623750326,0.00046611530527931216,0.24389508946395533,0,461,0,0
nomegestrol acetate,DB13981,[],[],[],False,0.020635288662184094,0.035295140398157,0.0002554253685779035,0.24388833699915813,63,26,0,0
norethindrone enanthate,DB14678,[],[],[],False,0.020635288662184094,0.035295140398157,0.0002554253685779035,0.24388833699915813,63,26,0,0
norgestrel,DB09389,"['G03FA10', 'G03FB01', 'G03AA06']",['G0,['G03,False,0.020635288662184094,0.035295140398157,0.0002554253685779035,0.24388833699915813,63,26,0,0
demegestone,DB13857,['G03DB05'],['G0,['G03,False,0.020635288662184094,0.035295140398157,0.0002554253685779035,0.24388833699915813,63,26,0,0
norethynodrel,DB09371,['G03FA09'],['G0,['G03,False,0.020635288662184094,0.035295140398157,0.0002554253685779035,0.24388833699915813,63,26,0,0
gestrinone,DB11619,['G03XA02'],['G0,['G03,False,0.020635288662184094,0.035295140398157,0.0002554253685779035,0.24388833699915813,63,26,0,0
quingestanol,DB13685,"['G03AC04', 'G03AA02']",['G0,['G03,False,0.020635288662184094,0.035295140398157,0.0002554253685779035,0.24388833699915813,63,26,0,0
chlormadinone,DB13528,"['G03AA15', 'G03FB03', 'G03AB07', 'G03DB06']",['G0,['G03,False,0.020635288662184094,0.035295140398157,0.0002554253685779035,0.24388833699915813,63,26,0,0
gastric inhibitory polypeptide,DB15217,[],[],[],False,0.026199860885694412,0.04403199165435104,6.099552730798385e-06,0.24387582687606268,74,39,0,0
stavudine,DB00649,"['J05AR28', 'J05AF04', 'J05AR07']",['J0,['J05,False,0.009969858567122653,0.0176475701990785,1.551516394050595e-06,0.24383355763269,35,8,0,0
bufotenine,DB01445,[],[],[],False,0.005100857871551124,0.009171520472920108,3.4855996936690905e-08,0.24379940485369048,19,3,0,0
vinorelbine,DB00361,['L01CA04'],['L0,['L01,False,0.044284720612102944,0.07024254542293315,0.0004092314908476154,0.24374411468540502,93,98,0,0
miglitol,DB00491,['A10BF02'],['A1,['A10,False,0.0268954324136332,0.04507519777449361,6.183677400536664e-06,0.24373903348158132,75,41,0,0
imipramine oxide,DB13782,['N06AA03'],['N0,['N06,False,0.0470670067238581,0.07402416760844997,2.6353641262146075e-05,0.2437083367311608,94,109,0,0
fludrocortisone,DB00687,"['S02CA07', 'S01CA06', 'H02AA02', 'S03CA05']",['S0,['S02,False,0.018548574078367727,0.03190472050769365,3.3398230172026697e-06,0.24358422763650345,58,22,0,0
melengestrol,DB11529,[],[],[],False,0.018548574078367727,0.03190472050769365,3.3398230172026697e-06,0.24358422763650345,58,22,0,0
aldosterone,DB04630,['H02AA01'],['H0,['H02,False,0.018548574078367727,0.03190472050769365,3.3398230172026697e-06,0.24358422763650345,58,22,0,0
fluprednisolone,DB09378,[],[],[],False,0.018548574078367727,0.03190472050769365,3.3398230172026697e-06,0.24358422763650345,58,22,0,0
benziodarone,DB13277,"['C01DX54', 'C01DX04']",['C0,['C01,True,0.003709714815673545,0.0066939059375815,6.998097427713098e-07,0.2435607404471414,14,2,0,0
sumatriptan,DB00669,"['N02CC01', 'G01AE10', 'N02CC51']",['N0,['N02,False,0.06236958033851148,0.09345388159610536,0.00045124506607087774,0.2435329349707257,89,180,0,0
nortriptyline,DB00540,['N06AA10'],['N0,['N06,False,0.06561558080222583,0.0973224376249674,0.00016977657050130422,0.2434261012367759,86,197,0,0
tolterodine,DB01036,['G04BD07'],['G0,['G04,False,0.0542545791792256,0.0833260888463879,4.8950046313508635e-05,0.24337895376567778,93,141,0,0
mepivacaine,DB00961,"['N01BB53', 'N01BB03']",['N0,['N01,False,0.035474147924878276,0.0577675389028949,3.815064766524505e-05,0.24336329152671912,86,67,0,0
mirabegron,DB08893,['G04BD12'],['G0,['G04,False,0.067238581034083,0.0991915152568895,0.00014400825589470126,0.24332003941780103,84,206,0,0
glipizide,DB01067,['A10BB07'],['A1,['A10,False,0.052399721771388824,0.08089194123272189,0.00013580675534378012,0.24325750602213964,93,133,0,0
triazolam,DB00897,['N05CD05'],['N0,['N05,False,0.04080686297240899,0.06528731635225593,5.413783347180604e-05,0.2431510109427461,90,86,0,0
phendimetrazine,DB01579,[],[],[],False,0.04498029214004173,0.07102495001304007,6.030614741585115e-05,0.24313162957768397,92,102,0,0
sodium oxybate,DB09072,"['N01AX11', 'N07XX04']",['N0,['N01,False,0.0048690006955715275,0.008736851256194037,3.4855996936690905e-08,0.2431240268076648,18,3,0,0
calcium phosphate,DB11348,"['A12AA01', 'A11GB01']",['A1,['A12,False,0.013215859030837005,0.023080935408154396,1.8601463537535306e-06,0.2431233542515316,44,13,0,0
rocuronium,DB00728,['M03AC09'],['M0,['M03,False,0.030837004405286344,0.050899765278622965,2.7573747601030858e-05,0.2430974773893159,80,53,0,0
dolasetron,DB00757,['A04AA04'],['A0,['A04,False,0.029445861349408763,0.04881335303833782,2.2527390110196276e-05,0.24307296885285984,78,49,0,0
codeine,DB00318,"['N02AA79', 'R05DA04', 'N02AA59', 'N02AJ08', 'N02AJ06', 'N02AJ07']",['N0,['N02,False,0.03246000463714352,0.053290445970616364,1.9190123872310566e-05,0.24303454440381667,82,58,0,0
benzylpenicilloyl polylysine,DB00895,['J01CR50'],['J0,['J01,False,0.011129144447020635,0.019560114752673215,5.108675142387362e-06,0.2430263422725856,38,10,0,0
olaparib,DB09074,['L01XK01'],['L0,['L01,False,0.03524229074889868,0.057332869686168825,0.0002250365233748464,0.24299623037143447,85,67,0,0
trastuzumab emtansine,DB05773,['L01FD03'],['L0,['L01,False,0.03756086250869464,0.06063635573328697,0.00036545361090426686,0.2429319908471184,87,75,0,0
acepromazine,DB01614,['N05AA04'],['N0,['N05,False,0.051704150243450035,0.07984873511257932,4.427948201013064e-05,0.24283121802691277,92,131,0,0
irinotecan,DB00762,['L01CE02'],['L0,['L01,False,0.03779271968467424,0.06094062418499522,0.000260910593782048,0.2428132241420493,87,76,0,0
acarbose,DB00284,"['A10BD17', 'A10BF01']",['A1,['A10,False,0.0271272895896128,0.04524906546118404,6.597415367205567e-06,0.24279375895472927,74,43,0,0
mirvetuximab soravtansine,DB12489,['L01FX26'],['L0,['L01,False,0.0034778576396939484,0.006259236720855429,2.144898333413263e-05,0.24275152522284693,13,2,0,0
sacituzumab govitecan,DB12893,['L01FX17'],['L0,['L01,False,0.0034778576396939484,0.006259236720855429,2.1411203470784887e-05,0.24275151766687425,13,2,0,0
dichlorvos,DB11397,[],[],[],False,0.022722003246000464,0.03842475875858472,1.4573961555144575e-05,0.24272104731301922,66,32,0,0
everolimus,DB01590,"['L01EG02', 'L04AH02']",['L0,['L01,False,0.05309529329932761,0.08154394505781101,0.0006754616248696036,0.24267559261693078,91,138,0,0
calcium lactate,DB13231,['A12AA05'],['A1,['A12,False,0.012984001854857407,0.022646266191428323,1.2039859864035163e-07,0.2426291901151483,43,13,0,0
calcium lactate gluconate,DB13365,['A12AA06'],['A1,['A12,False,0.012984001854857407,0.022646266191428323,1.2039859864035163e-07,0.2426291901151483,43,13,0,0
calcium citrate,DB11093,"['A12AA13', 'A11GB01']",['A1,['A12,False,0.012984001854857407,0.022646266191428323,1.2039859864035163e-07,0.2426291901151483,43,13,0,0
palbociclib,DB09073,['L01EF01'],['L0,['L01,False,0.037097148156735454,0.059897418064852645,0.0002766127892347354,0.2426113350164866,86,74,0,0
hydrocodone,DB00956,"['R05DA03', 'N02AJ22', 'N02AJ23']",['R0,['R05,False,0.025504289357755623,0.042727984004172825,1.6540642402598145e-05,0.2426068665782622,71,39,0,0
methoxyphenamine,DB13624,['R03CB02'],['R0,['R03,False,0.04590772084396012,0.07211162305485526,6.623347466766406e-05,0.2425933607920771,91,107,0,0
buspirone,DB00490,['N05BE01'],['N0,['N05,False,0.06584743797820543,0.09723550378162218,0.00012628115713332011,0.2425767809449717,83,201,0,0
letibotulinumtoxina,DB16820,[],[],[],False,0.005796429399489914,0.0103451273580805,4.358532584846735e-06,0.24255351726381358,21,4,0,0
caffeine,DB00201,"['D11AX26', 'R03DA20', 'V04CG30', 'N06BC01']",['D1,['D11,False,0.019939717134245305,0.03399113274797879,2.830155582595903e-05,0.24251351081446898,60,26,0,0
sorbitol,DB01638,"['B05CX02', 'V04CC01', 'A06AD18', 'A06AG07']",['B0,['B05,False,0.03246000463714352,0.05316004520559854,4.630078318314384e-06,0.24245679787948624,81,59,0,0
bisoxatin,DB09219,['A06AB09'],['A0,['A06,False,0.03246000463714352,0.05316004520559854,4.630078318314384e-06,0.24245679787948624,81,59,0,0
orm-12741,DB12057,[],[],[],False,0.007651286807326687,0.01356167956185343,0.0,0.24234496193402405,27,6,0,0
amoxapine,DB00543,['N06AA17'],['N0,['N06,False,0.059819151402735915,0.08984612709727897,0.00010947007785761722,0.2422212176698578,87,171,0,0
isometheptene,DB06706,['A03AX10'],['A0,['A03,False,0.04567586366798052,0.07167695383812918,7.010279632966286e-06,0.24218741351522344,90,107,0,0
propylthiouracil,DB00550,['H03BA02'],['H0,['H03,False,0.037097148156735454,0.05976701729983482,0.0005869421254205324,0.24216553065421842,85,75,0,0
lacosamide,DB06218,['N03AX18'],['N0,['N03,False,0.032923718989102714,0.05376858210901504,8.338762242982488e-06,0.24214486227327384,81,61,0,0
cefbuperazone,DB13638,['J01DC13'],['J0,['J01,False,0.030605147229306746,0.050334695296879076,0.00017923317300002684,0.24210572384917226,78,54,0,0
enoximone,DB04880,['C01CE03'],['C0,['C01,True,0.0018548574078367725,0.00334695296879075,0.0,0.2420928002425964,7,1,0,0
nomegestrol,DB11636,"['G03AA14', 'G03FB12', 'G03DB04']",['G0,['G03,False,0.019244145606306516,0.03281752586281839,8.763839121800583e-05,0.24208346039288262,58,25,0,0
etynodiol,DB13866,"['G03DC06', 'G03FA06', 'G03AA01']",['G0,['G03,False,0.019244145606306516,0.03281752586281839,8.763839121800583e-05,0.24208346039288262,58,25,0,0
norelgestromin,DB06713,['G03AA13'],['G0,['G03,False,0.019244145606306516,0.03281752586281839,8.763839121800583e-05,0.24208346039288262,58,25,0,0
ulipristal,DB08867,"['G03AD02', 'G03XB02']",['G0,['G03,False,0.019244145606306516,0.03281752586281839,8.763839121800583e-05,0.24208346039288262,58,25,0,0
glyburide,DB01016,['A10BB01'],['A1,['A10,False,0.04799443542777649,0.07471963835521168,0.0002163699817410913,0.24206647001202974,90,117,0,0
deutetrabenazine,DB12161,['N07XX16'],['N0,['N07,False,0.0472988638998377,0.07380683300008693,3.076802307638097e-05,0.24206115477371842,90,114,0,0
gliclazide,DB01120,"['A10BB09', 'G01AE10']",['A1,['A10,False,0.03987943426849061,0.06367904025036947,0.00021639030320773041,0.24205289521450293,87,85,0,0
sodium sulfate,DB09472,"['A06AD13', 'A12CA02']",['A0,['A06,False,0.032228147461163925,0.05272537598887247,4.604414636872139e-06,0.24204103817077938,80,59,0,0
4-methoxyamphetamine,DB01472,[],[],[],False,0.05031300718757246,0.07776232287229419,3.743138551355718e-05,0.2420204257190942,90,127,0,0
coumaphos,DB11390,[],[],[],False,0.023185717597959656,0.03903329566200122,4.918660247698725e-05,0.24201625541858568,66,34,0,0
picosulfuric acid,DB09268,"['A06AB08', 'A06AB58']",['A0,['A06,False,0.03246000463714352,0.05302964444058072,4.630078318314384e-06,0.24188196336426662,80,60,0,0
lubiprostone,DB01046,['A06AX03'],['A0,['A06,False,0.03246000463714352,0.05302964444058072,4.630078318314384e-06,0.24188196336426662,80,60,0,0
ipecac,DB13293,"['R05CA04', 'V03AB01']",['R0,['R05,False,0.04219800602828658,0.06685212553246979,4.112092132148645e-05,0.24187709961481313,88,94,0,0
butalbital,DB00241,['N05CB01'],['N0,['N05,False,0.04219800602828658,0.06685212553246979,1.790804580284172e-05,0.24187245703970942,88,94,0,0
sunitinib,DB01268,['L01EX01'],['L0,['L01,False,0.04242986320426617,0.06715639398417804,3.206321185126687e-05,0.24182637040918203,88,95,0,0
bosutinib,DB06616,['L01EA04'],['L0,['L01,False,0.035474147924878276,0.05737633660784143,0.0002456417496924817,0.24181684082331442,83,70,0,0
prednisone,DB00635,"['A07EA03', 'H02AB07']",['A0,['A07,False,0.036865290980755853,0.059332348083108756,2.2832636201041438e-05,0.24164323520679576,84,75,0,0
itraconazole,DB01167,['J02AC02'],['J0,['J02,False,0.04984929283561326,0.07702338520385986,4.497399645755854e-05,0.24162484519725974,89,126,0,0
8-azaguanine,DB01667,[],[],[],False,0.01947600278228611,0.033121794314526644,4.107893091705582e-05,0.24159946906182722,58,26,0,0
alimemazine,DB01246,['R06AD01'],['R0,['R06,False,0.024576860653837237,0.04111970790228636,9.729213416632722e-06,0.24159528092399835,68,38,0,0
cephaloglycin,DB00689,[],[],[],False,0.030605147229306746,0.05020429453186125,0.00017923317300002684,0.24149842180148506,77,55,0,0
isosorbide,DB09401,[],[],[],False,0.024113146301878042,0.04038077023385204,2.607363320459663e-06,0.24146034681059692,67,37,0,0
cabazitaxel,DB06772,['L01CD04'],['L0,['L01,False,0.039415719916531415,0.06280970181691732,0.0003225312399830028,0.24126134677220465,85,85,0,0
