drug_id,disease_id,relationship_type,source,match_type,match_value
DB01050,MESH:D013262,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D013276,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D020521,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D013610,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D013921,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D013927,therapeutic,CTD,cas_number,15687-27-1
DB01050,MESH:D014012,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D014456,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D016055,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D014555,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D014581,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D014591,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D018366,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D020301,therapeutic,CTD,cas_number,15687-27-1
DB01050,MESH:D015837,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D020338,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D014786,marker/mechanism,CTD,cas_number,15687-27-1
DB01050,MESH:D015431,marker/mechanism,CTD,cas_number,15687-27-1
DB00308,MESH:D058186,marker/mechanism,CTD,drug_name,ibutilide
DB00308,MESH:D001145,therapeutic,CTD,drug_name,ibutilide
DB00308,MESH:D001281,therapeutic,CTD,drug_name,ibutilide
DB00308,MESH:D001282,therapeutic,CTD,drug_name,ibutilide
DB00308,MESH:D006333,therapeutic,CTD,drug_name,ibutilide
DB00308,MESH:D008133,marker/mechanism,CTD,drug_name,ibutilide
DB00308,MESH:D017180,marker/mechanism,CTD,drug_name,ibutilide
DB00308,MESH:D016171,marker/mechanism,CTD,drug_name,ibutilide
DB06196,MESH:D058186,therapeutic,CTD,cas_number,130308-48-4
DB06196,MESH:D054179,therapeutic,CTD,cas_number,130308-48-4
DB06196,MESH:D056486,therapeutic,CTD,cas_number,130308-48-4
DB06196,MESH:D005119,therapeutic,CTD,cas_number,130308-48-4
DB06196,MESH:D006930,therapeutic,CTD,cas_number,130308-48-4
DB06196,MESH:D006940,therapeutic,CTD,cas_number,130308-48-4
DB06196,MESH:D006941,therapeutic,CTD,cas_number,130308-48-4
DB06196,MESH:D007022,therapeutic,CTD,cas_number,130308-48-4
DB06196,MESH:D008171,therapeutic,CTD,cas_number,130308-48-4
DB06196,MESH:D010146,therapeutic,CTD,cas_number,130308-48-4
DB06196,MESH:D011658,therapeutic,CTD,cas_number,130308-48-4
DB06196,MESH:D013927,marker/mechanism,CTD,cas_number,130308-48-4
DB06196,MESH:D001745,therapeutic,CTD,cas_number,130308-48-4
DB11737,MESH:D002289,therapeutic,CTD,drug_name,icotinib
DB01177,MESH:D000014,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D058186,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D000505,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D000855,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D009202,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D002311,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D066126,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D002637,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D003556,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D003967,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D004487,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D005334,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D006331,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D006333,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D054144,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D006470,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D006504,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D007674,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D007938,therapeutic,CTD,cas_number,58957-92-9
DB01177,MESH:D015470,therapeutic,CTD,cas_number,58957-92-9
DB01177,MESH:D015473,therapeutic,CTD,cas_number,58957-92-9
DB01177,MESH:D007953,therapeutic,CTD,cas_number,58957-92-9
DB01177,MESH:D007970,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D008107,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D008133,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D008223,therapeutic,CTD,cas_number,58957-92-9
DB01177,MESH:D008228,therapeutic,CTD,cas_number,58957-92-9
DB01177,MESH:D016399,therapeutic,CTD,cas_number,58957-92-9
DB01177,MESH:D028361,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D052016,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D009101,therapeutic,CTD,cas_number,58957-92-9
DB01177,MESH:D009190,therapeutic,CTD,cas_number,58957-92-9
DB01177,MESH:D009205,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D009325,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D009336,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D009369,therapeutic,CTD,cas_number,58957-92-9
DB01177,MESH:D016609,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D009503,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D010211,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D011559,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D012008,therapeutic,CTD,cas_number,58957-92-9
DB01177,MESH:D018805,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D012804,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D012851,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D013617,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D013927,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D018487,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D014839,marker/mechanism,CTD,cas_number,58957-92-9
DB01177,MESH:D014847,marker/mechanism,CTD,cas_number,58957-92-9
DB12551,MESH:D001342,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D001919,marker/mechanism,CTD,cas_number,79944-58-4
DB12551,MESH:D001919,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D002375,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D003967,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D006970,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D004409,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D020820,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D005483,marker/mechanism,CTD,cas_number,79944-58-4
DB12551,MESH:D006973,marker/mechanism,CTD,cas_number,79944-58-4
DB12551,MESH:D006973,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D007022,marker/mechanism,CTD,cas_number,79944-58-4
DB12551,MESH:D007022,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D007035,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D015877,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D015878,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D009325,marker/mechanism,CTD,cas_number,79944-58-4
DB12551,MESH:D010302,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D020734,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D012640,marker/mechanism,CTD,cas_number,79944-58-4
DB12551,MESH:D013610,marker/mechanism,CTD,cas_number,79944-58-4
DB12551,MESH:D017180,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D014693,therapeutic,CTD,cas_number,79944-58-4
DB12551,MESH:D014839,marker/mechanism,CTD,cas_number,79944-58-4
DB09081,MESH:D006943,therapeutic,CTD,cas_number,58186-27-9
DB09054,MESH:D007945,therapeutic,CTD,drug_name,idelalisib
DB09054,MESH:D008223,therapeutic,CTD,drug_name,idelalisib
DB06406,MESH:D016769,therapeutic,CTD,drug_name,idraparinux
DB08954,MESH:D001145,therapeutic,CTD,cas_number,23210-56-2
DB08954,MESH:D001919,marker/mechanism,CTD,cas_number,23210-56-2
DB08954,MESH:D002545,therapeutic,CTD,cas_number,23210-56-2
DB08954,MESH:D002375,therapeutic,CTD,cas_number,23210-56-2
DB08954,MESH:D034381,therapeutic,CTD,cas_number,23210-56-2
DB08954,MESH:D008064,marker/mechanism,CTD,cas_number,23210-56-2
DB08954,MESH:D016464,marker/mechanism,CTD,cas_number,23210-56-2
DB08954,MESH:D010146,therapeutic,CTD,cas_number,23210-56-2
DB08954,MESH:D012640,therapeutic,CTD,cas_number,23210-56-2
DB08954,MESH:D013610,marker/mechanism,CTD,cas_number,23210-56-2
DB12321,MESH:D013927,therapeutic,CTD,drug_name,ifetroban
DB01181,MESH:D000138,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D000141,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D058186,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D058186,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D000230,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D000377,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D000380,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D000419,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D000505,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D000707,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D000740,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D000756,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D000855,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001002,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001008,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001037,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001145,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001259,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001424,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D001480,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001714,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001855,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001859,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D001927,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D002545,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001932,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D001943,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D002051,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D002277,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D002283,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D002286,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D018287,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D002289,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D002292,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D018288,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D002294,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D002295,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D002493,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D002526,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D002544,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D056486,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D003110,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D003128,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D003221,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D000013,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D003556,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D003693,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D058405,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D018500,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D004195,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D006970,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D064420,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D064420,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D020820,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D004417,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D004487,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D016889,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D004827,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D005119,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D005198,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D005334,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D005767,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D005833,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D006029,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D006130,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D006212,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D034381,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D006333,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D019337,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D006417,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D006417,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D006470,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D006689,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D017495,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D007008,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D007010,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D017674,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D007022,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D007177,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D007249,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D007674,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D007676,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D007680,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D007890,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D053609,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D007938,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D015470,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D007970,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D008175,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D008223,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D016393,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D008224,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D008228,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:C535700,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D028361,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D019964,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009155,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009190,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009205,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009207,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009325,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009336,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009362,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D009369,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D009374,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D009373,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D016609,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009395,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009410,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009422,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009442,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D009447,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D019965,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D018241,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D020258,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009503,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D010018,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D012516,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D010051,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D010190,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D010292,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D010523,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D010689,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D011471,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D011507,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D011605,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D011654,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D051437,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D012208,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D012279,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D012509,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D012512,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D013584,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D012640,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D018805,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D055752,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D012983,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D013226,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D013262,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D013610,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D013612,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D013736,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D013921,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001745,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001749,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D001749,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D014549,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D014555,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D014570,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D002583,therapeutic,CTD,cas_number,3778-73-2
DB01181,MESH:D014786,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D014839,marker/mechanism,CTD,cas_number,3778-73-2
DB01181,MESH:D009396,therapeutic,CTD,cas_number,3778-73-2
DB11964,MESH:D004942,therapeutic,CTD,drug_name,ilaprazole
DB01088,MESH:D000787,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D001157,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D018827,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D009202,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D004881,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D005383,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D005483,marker/mechanism,CTD,drug_name,Iloprost
DB01088,MESH:D006261,marker/mechanism,CTD,drug_name,Iloprost
DB01088,MESH:D006940,marker/mechanism,CTD,drug_name,Iloprost
DB01088,MESH:D006976,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D007022,marker/mechanism,CTD,drug_name,Iloprost
DB01088,MESH:D007511,marker/mechanism,CTD,drug_name,Iloprost
DB01088,MESH:D007511,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D015877,marker/mechanism,CTD,drug_name,Iloprost
DB01088,MESH:D017202,marker/mechanism,CTD,drug_name,Iloprost
DB01088,MESH:D009336,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D009798,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D016491,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D011225,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D011928,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D013921,therapeutic,CTD,drug_name,Iloprost
DB01088,MESH:D013927,therapeutic,CTD,drug_name,Iloprost
DB14909,MESH:D013923,marker/mechanism,CTD,drug_name,imetelstat
DB14909,MESH:D013964,therapeutic,CTD,drug_name,imetelstat
DB11783,MESH:D000419,therapeutic,CTD,cas_number,89371-37-9
DB11783,MESH:D000799,marker/mechanism,CTD,cas_number,89371-37-9
DB11783,MESH:D003928,therapeutic,CTD,cas_number,89371-37-9
DB11783,MESH:D006333,therapeutic,CTD,cas_number,89371-37-9
DB11783,MESH:D006940,therapeutic,CTD,cas_number,89371-37-9
DB11783,MESH:D006973,therapeutic,CTD,cas_number,89371-37-9
DB11783,MESH:D009203,therapeutic,CTD,cas_number,89371-37-9
DB01598,MESH:D000196,therapeutic,CTD,drug_name,Imipenem
DB01598,MESH:D001259,marker/mechanism,CTD,drug_name,Imipenem
DB01598,MESH:D016863,therapeutic,CTD,drug_name,Imipenem
DB01598,MESH:D001927,marker/mechanism,CTD,drug_name,Imipenem
DB01598,MESH:D003015,therapeutic,CTD,drug_name,Imipenem
DB01598,MESH:D003354,therapeutic,CTD,drug_name,Imipenem
DB01598,MESH:D003967,marker/mechanism,CTD,drug_name,Imipenem
DB01598,MESH:D003875,marker/mechanism,CTD,drug_name,Imipenem
DB01598,MESH:D064420,marker/mechanism,CTD,drug_name,Imipenem
DB01598,MESH:D004756,therapeutic,CTD,drug_name,Imipenem
DB01598,MESH:D007674,marker/mechanism,CTD,drug_name,Imipenem
DB01598,MESH:D007683,marker/mechanism,CTD,drug_name,Imipenem
DB01598,MESH:D016920,therapeutic,CTD,drug_name,Imipenem
DB01598,MESH:D009207,marker/mechanism,CTD,drug_name,Imipenem
DB01598,MESH:D011008,therapeutic,CTD,drug_name,Imipenem
DB01598,MESH:D012640,marker/mechanism,CTD,drug_name,Imipenem
DB01598,MESH:D014202,marker/mechanism,CTD,drug_name,Imipenem
DB01598,MESH:D014581,marker/mechanism,CTD,drug_name,Imipenem
DB01598,MESH:D014839,marker/mechanism,CTD,drug_name,Imipenem
DB00458,MESH:D000379,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D000647,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D000740,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D000855,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D001008,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D001145,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D054537,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D001289,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D001480,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D001480,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D001714,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D001714,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D001763,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D002032,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D002037,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D009202,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D002311,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D002318,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D002375,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D002493,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D056486,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D002653,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D002779,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D003072,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D019955,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D003221,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D003244,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D003248,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D003693,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D003866,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D003866,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D003929,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D007174,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D007174,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D004244,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D062787,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D064420,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D064420,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D004487,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D004775,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D004802,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D004827,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D004830,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D005076,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D005334,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D005687,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D005767,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D015812,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D006212,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D006323,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D006327,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D006331,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D006333,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D006505,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D006529,marker/mechanism,CTD,cas_number,50-49-7
DB00458,MESH:D006930,therapeutic,CTD,cas_number,50-49-7
DB00458,MESH:D006948,marker/mechanism,CTD,cas_number,50-49-7
