drug_id,category_name,source
DB01320,Decreased Central Nervous System Disorganized Electrical Activity,DrugBank
DB01320,Enzyme Inducing Antiepileptic Drugs,DrugBank
DB01320,Hydantoins,DrugBank
DB01320,Imidazoles,DrugBank
DB01320,Imidazolidines,DrugBank
DB01320,Membrane Transport Modulators,DrugBank
DB01320,Narrow Therapeutic Index Drugs,DrugBank
DB01320,Nervous System,DrugBank
DB01320,Phenytoin and Prodrugs,DrugBank
DB01320,Prodrugs,DrugBank
DB01320,Sodium Channel Blockers,DrugBank
DB01320,Thyroxine-binding globulin substrates,DrugBank
DB01320,UGT1A6 Inhibitors,DrugBank
DB01320,UGT1A9 Inhibitors,DrugBank
DB01321,Anti-Bacterial Agents,DrugBank
DB01321,Anti-Infective Agents,DrugBank
DB01321,Antibacterials for Systemic Use,DrugBank
DB01321,Antiinfectives for Systemic Use,DrugBank
DB01321,Lactones,DrugBank
DB01321,Macrolides,DrugBank
DB01321,"Macrolides, Lincosamides and Streptogramins",DrugBank
DB01321,Polyketides,DrugBank
DB01323,Angiosperms,DrugBank
DB01323,Antidepressive Agents,DrugBank
DB01323,Antidepressive Agents Indicated for Depression,DrugBank
DB01323,Biological Products,DrugBank
DB01323,Central Nervous System Depressants,DrugBank
DB01323,Clusiaceae,DrugBank
DB01323,Complex Mixtures,DrugBank
DB01323,Cytochrome P-450 CYP2C19 Inducers,DrugBank
DB01323,Cytochrome P-450 CYP2C19 Inducers (strength unknown),DrugBank
DB01323,Cytochrome P-450 CYP2C19 Substrates,DrugBank
DB01323,Cytochrome P-450 CYP2D6 Inhibitors,DrugBank
DB01323,Cytochrome P-450 CYP2D6 Inhibitors (weak),DrugBank
DB01323,Cytochrome P-450 CYP3A Inducers,DrugBank
DB01323,Cytochrome P-450 CYP3A Inducers (strong),DrugBank
DB01323,Cytochrome P-450 CYP3A Substrates,DrugBank
DB01323,Cytochrome P-450 CYP3A4 Inducers,DrugBank
DB01323,Cytochrome P-450 CYP3A4 Inducers (strong),DrugBank
DB01323,Cytochrome P-450 CYP3A4 Substrates,DrugBank
DB01323,Cytochrome P-450 CYP3A4 Substrates (strength unknown),DrugBank
DB01323,Cytochrome P-450 Enzyme Inducers,DrugBank
DB01323,Cytochrome P-450 Enzyme Inhibitors,DrugBank
DB01323,Cytochrome P-450 Substrates,DrugBank
DB01323,Embryophyta,DrugBank
DB01323,Eukaryota,DrugBank
DB01323,Herbs and Natural Products,DrugBank
DB01323,Hyperglycemia-Associated Agents,DrugBank
DB01323,Nervous System,DrugBank
DB01323,P-glycoprotein inducers,DrugBank
DB01323,Pharmaceutical Preparations,DrugBank
DB01323,Plant Preparations,DrugBank
DB01323,Psychoanaleptics,DrugBank
DB01323,Rosanae,DrugBank
DB01323,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,DrugBank
DB01323,Streptophyta,DrugBank
DB01323,Tracheophyta,DrugBank
DB01323,Viridiplantae,DrugBank
DB01324,Amides,DrugBank
DB01324,Antihypertensive Agents,DrugBank
DB01324,Antihypertensive Agents Indicated for Hypertension,DrugBank
DB01324,Benzothiadiazines,DrugBank
DB01324,Cardiovascular Agents,DrugBank
DB01324,Diuretics,DrugBank
DB01324,Drugs causing inadvertant photosensitivity,DrugBank
DB01324,Genito Urinary System and Sex Hormones,DrugBank
DB01324,Gynecological Antiinfectives and Antiseptics,DrugBank
DB01324,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01324,Hyperglycemia-Associated Agents,DrugBank
DB01324,Increased Diuresis,DrugBank
DB01324,Membrane Transport Modulators,DrugBank
DB01324,Natriuretic Agents,DrugBank
DB01324,OAT3/SLC22A8 Substrates,DrugBank
DB01324,Photosensitizing Agents,DrugBank
DB01324,Sodium Chloride Symporter Inhibitors,DrugBank
DB01324,Sulfonamides,DrugBank
DB01324,Sulfones,DrugBank
DB01324,Sulfur Compounds,DrugBank
DB01324,Thiazides,DrugBank
DB01325,Amides,DrugBank
DB01325,Cardiovascular Agents,DrugBank
DB01325,Diuretics,DrugBank
DB01325,Genito Urinary System and Sex Hormones,DrugBank
DB01325,Gynecological Antiinfectives and Antiseptics,DrugBank
DB01325,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01325,"Low-Ceiling Diuretics, Excl. Thiazides",DrugBank
DB01325,Membrane Transport Modulators,DrugBank
DB01325,Natriuretic Agents,DrugBank
DB01325,Sodium Chloride Symporter Inhibitors,DrugBank
DB01325,Sulfonamides,DrugBank
DB01325,Sulfones,DrugBank
DB01325,Sulfur Compounds,DrugBank
DB01326,Amides,DrugBank
DB01326,Anti-Bacterial Agents,DrugBank
DB01326,Anti-Infective Agents,DrugBank
DB01326,Antibacterials for Systemic Use,DrugBank
DB01326,Antiinfectives for Systemic Use,DrugBank
DB01326,beta-Lactams,DrugBank
DB01326,Cephalosporins,DrugBank
DB01326,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01326,Lactams,DrugBank
DB01326,Nephrotoxic agents,DrugBank
DB01326,OAT1/SLC22A6 inhibitors,DrugBank
DB01326,OAT3/SLC22A8 Inhibitors,DrugBank
DB01326,Second-Generation Cephalosporins,DrugBank
DB01326,Sulfur Compounds,DrugBank
DB01326,Thiazines,DrugBank
DB01327,Amides,DrugBank
DB01327,Anti-Bacterial Agents,DrugBank
DB01327,Anti-Infective Agents,DrugBank
DB01327,Antibacterials for Systemic Use,DrugBank
DB01327,Antiinfectives for Systemic Use,DrugBank
DB01327,beta-Lactams,DrugBank
DB01327,Cephalosporins,DrugBank
DB01327,First-Generation Cephalosporins,DrugBank
DB01327,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01327,Lactams,DrugBank
DB01327,Nephrotoxic agents,DrugBank
DB01327,OAT1/SLC22A6 inhibitors,DrugBank
DB01327,OAT1/SLC22A6 Substrates,DrugBank
DB01327,OAT3/SLC22A8 Inhibitors,DrugBank
DB01327,OAT3/SLC22A8 Substrates,DrugBank
DB01327,Sulfur Compounds,DrugBank
DB01327,Thiazines,DrugBank
DB01328,Amides,DrugBank
DB01328,Anti-Bacterial Agents,DrugBank
DB01328,Anti-Infective Agents,DrugBank
DB01328,Antibacterials for Systemic Use,DrugBank
DB01328,Antiinfectives for Systemic Use,DrugBank
DB01328,beta-Lactams,DrugBank
DB01328,Cephalosporins,DrugBank
DB01328,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01328,Lactams,DrugBank
DB01328,Nephrotoxic agents,DrugBank
DB01328,Second-Generation Cephalosporins,DrugBank
DB01328,Sulfur Compounds,DrugBank
DB01328,Thiazines,DrugBank
DB01329,Amides,DrugBank
DB01329,Anti-Bacterial Agents,DrugBank
DB01329,Anti-Infective Agents,DrugBank
DB01329,Antibacterials for Systemic Use,DrugBank
DB01329,Antiinfectives for Systemic Use,DrugBank
DB01329,beta-Lactams,DrugBank
DB01329,Cephalosporins,DrugBank
DB01329,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01329,Lactams,DrugBank
DB01329,Nephrotoxic agents,DrugBank
DB01329,OAT1/SLC22A6 inhibitors,DrugBank
DB01329,OAT3/SLC22A8 Inhibitors,DrugBank
DB01329,Sulfur Compounds,DrugBank
DB01329,Thiazines,DrugBank
DB01329,Third-Generation Cephalosporins,DrugBank
DB01330,Amides,DrugBank
DB01330,Anti-Bacterial Agents,DrugBank
DB01330,Anti-Infective Agents,DrugBank
DB01330,Antibacterials for Systemic Use,DrugBank
DB01330,Antiinfectives for Systemic Use,DrugBank
DB01330,beta-Lactams,DrugBank
DB01330,Cephalosporins,DrugBank
DB01330,Cephamycins,DrugBank
DB01330,Drugs that are Mainly Renally Excreted,DrugBank
DB01330,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01330,Lactams,DrugBank
DB01330,Nephrotoxic agents,DrugBank
DB01330,Second-Generation Cephalosporins,DrugBank
DB01330,Sulfur Compounds,DrugBank
DB01330,Tetrazoles,DrugBank
DB01330,Thiazines,DrugBank
DB01331,Amides,DrugBank
DB01331,Anti-Bacterial Agents,DrugBank
DB01331,Anti-Infective Agents,DrugBank
DB01331,Antibacterials for Systemic Use,DrugBank
DB01331,Antiinfectives for Systemic Use,DrugBank
DB01331,beta-Lactams,DrugBank
DB01331,Cephalosporins,DrugBank
DB01331,Cephamycins,DrugBank
DB01331,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01331,Lactams,DrugBank
DB01331,Nephrotoxic agents,DrugBank
DB01331,Second-Generation Cephalosporins,DrugBank
DB01331,Sulfur Compounds,DrugBank
DB01331,Thiazines,DrugBank
DB01332,Amides,DrugBank
DB01332,Anti-Bacterial Agents,DrugBank
DB01332,Anti-Infective Agents,DrugBank
DB01332,Antibacterials for Systemic Use,DrugBank
DB01332,Antiinfectives for Systemic Use,DrugBank
DB01332,beta-Lactams,DrugBank
DB01332,Cephalosporins,DrugBank
DB01332,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01332,Lactams,DrugBank
DB01332,Nephrotoxic agents,DrugBank
DB01332,OAT1/SLC22A6 inhibitors,DrugBank
DB01332,OAT1/SLC22A6 Substrates,DrugBank
DB01332,OAT3/SLC22A8 Inhibitors,DrugBank
DB01332,OAT3/SLC22A8 Substrates,DrugBank
DB01332,Sulfur Compounds,DrugBank
DB01332,Thiazines,DrugBank
DB01332,Third-Generation Cephalosporins,DrugBank
DB01333,Amides,DrugBank
DB01333,Anti-Bacterial Agents,DrugBank
DB01333,Anti-Infective Agents,DrugBank
DB01333,Antibacterials for Systemic Use,DrugBank
DB01333,Antiinfectives for Systemic Use,DrugBank
DB01333,beta-Lactams,DrugBank
DB01333,Cephalosporins,DrugBank
DB01333,Cytochrome P-450 CYP3A Inducers,DrugBank
DB01333,Cytochrome P-450 CYP3A4 Inducers,DrugBank
DB01333,Cytochrome P-450 CYP3A4 Inducers (strength unknown),DrugBank
DB01333,Cytochrome P-450 Enzyme Inducers,DrugBank
DB01333,Drugs that are Mainly Renally Excreted,DrugBank
DB01333,First-Generation Cephalosporins,DrugBank
DB01333,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01333,Lactams,DrugBank
DB01333,MATE 1 Substrates,DrugBank
DB01333,MATE substrates,DrugBank
DB01333,Nephrotoxic agents,DrugBank
DB01333,OAT1/SLC22A6 inhibitors,DrugBank
DB01333,Sulfur Compounds,DrugBank
DB01333,Thiazines,DrugBank
DB01336,Agents producing tachycardia,DrugBank
DB01336,Alkaloids,DrugBank
DB01336,Amines,DrugBank
DB01336,Anticholinergic Agents,DrugBank
DB01336,Benzylisoquinolines,DrugBank
DB01336,Central Nervous System Depressants,DrugBank
DB01336,Curare Alkaloids,DrugBank
DB01336,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01336,Isoquinolines,DrugBank
DB01336,Muscarinic Antagonists,DrugBank
DB01336,Muscle Relaxants,DrugBank
DB01336,"Muscle Relaxants, Peripherally Acting Agents",DrugBank
DB01336,Musculo-Skeletal System,DrugBank
DB01336,Neuromuscular Agents,DrugBank
DB01336,Neuromuscular Blocking Agents,DrugBank
DB01336,Neuromuscular-Blocking Agents (Nondepolarizing),DrugBank
DB01336,Nicotinic Antagonists,DrugBank
DB01336,Onium Compounds,DrugBank
DB01336,Peripheral Nervous System Agents,DrugBank
DB01336,Quaternary Ammonium Compounds,DrugBank
DB01336,Tetrahydroisoquinolines,DrugBank
DB01337,Agents producing tachycardia,DrugBank
DB01337,Androstanes,DrugBank
DB01337,Androstanols,DrugBank
DB01337,Anticholinergic Agents,DrugBank
DB01337,Central Nervous System Depressants,DrugBank
DB01337,Cholinergic Agents,DrugBank
DB01337,Cholinesterase Inhibitors,DrugBank
DB01337,Fused-Ring Compounds,DrugBank
DB01337,Muscarinic Antagonists,DrugBank
DB01337,Muscle Relaxants,DrugBank
DB01337,"Muscle Relaxants, Peripherally Acting Agents",DrugBank
DB01337,Musculo-Skeletal System,DrugBank
DB01337,Neuromuscular Agents,DrugBank
DB01337,Neuromuscular Blocking Agents,DrugBank
DB01337,Neuromuscular Nondepolarizing Blockade,DrugBank
DB01337,Neuromuscular-Blocking Agents (Nondepolarizing),DrugBank
DB01337,Neurotransmitter Agents,DrugBank
DB01337,Nicotinic Antagonists,DrugBank
DB01337,OCT1 inhibitors,DrugBank
DB01337,OCT1 substrates,DrugBank
DB01337,Peripheral Nervous System Agents,DrugBank
DB01337,Steroids,DrugBank
DB01338,Agents producing tachycardia,DrugBank
DB01338,Anticholinergic Agents,DrugBank
DB01338,Central Nervous System Depressants,DrugBank
DB01338,Cholinergic Agents,DrugBank
DB01338,Cholinesterase Inhibitors,DrugBank
DB01338,Muscarinic Antagonists,DrugBank
DB01338,Muscle Relaxants,DrugBank
DB01338,"Muscle Relaxants, Peripherally Acting Agents",DrugBank
DB01338,Musculo-Skeletal System,DrugBank
DB01338,Neuromuscular Agents,DrugBank
DB01338,Neuromuscular Blocking Agents,DrugBank
DB01338,Neuromuscular-Blocking Agents (Nondepolarizing),DrugBank
DB01338,Neurotransmitter Agents,DrugBank
DB01338,Nicotinic Antagonists,DrugBank
DB01338,Peripheral Nervous System Agents,DrugBank
DB01338,Piperazines,DrugBank
DB01339,Androstanes,DrugBank
DB01339,Androstanols,DrugBank
DB01339,Anticholinergic Agents,DrugBank
DB01339,Central Nervous System Depressants,DrugBank
DB01339,Cholinergic Agents,DrugBank
DB01339,Fused-Ring Compounds,DrugBank
DB01339,Muscle Relaxants,DrugBank
DB01339,"Muscle Relaxants, Peripherally Acting Agents",DrugBank
DB01339,Musculo-Skeletal System,DrugBank
DB01339,Neuromuscular Agents,DrugBank
DB01339,Neuromuscular Blocking Agents,DrugBank
DB01339,Neuromuscular Nondepolarizing Blockade,DrugBank
DB01339,Neuromuscular-Blocking Agents (Nondepolarizing),DrugBank
DB01339,Neurotransmitter Agents,DrugBank
DB01339,Nicotinic Antagonists,DrugBank
DB01339,P-glycoprotein substrates,DrugBank
DB01339,Peripheral Nervous System Agents,DrugBank
DB01339,Steroids,DrugBank
DB01340,ACE Inhibitors and Diuretics,DrugBank
DB01340,Agents Acting on the Renin-Angiotensin System,DrugBank
DB01340,Agents causing angioedema,DrugBank
DB01340,Agents causing hyperkalemia,DrugBank
DB01340,Angiotensin-Converting Enzyme Inhibitors,DrugBank
DB01340,Antihypertensive Agents,DrugBank
DB01340,Antihypertensive Agents Indicated for Hypertension,DrugBank
DB01340,Cardiovascular Agents,DrugBank
DB01340,Enzyme Inhibitors,DrugBank
DB01340,Hypotensive Agents,DrugBank
DB01340,P-glycoprotein inhibitors,DrugBank
DB01340,Protease Inhibitors,DrugBank
DB01340,Pyridazines,DrugBank
DB01342,Agents Acting on the Renin-Angiotensin System,DrugBank
DB01342,Agents causing angioedema,DrugBank
DB01342,Agents causing hyperkalemia,DrugBank
DB01342,Angiotensin II receptor antagonists,DrugBank
DB01342,Angiotensin II Type 1 Receptor Blockers,DrugBank
DB01342,Angiotensin Receptor Antagonists,DrugBank
DB01344,Acids,DrugBank
DB01344,"Acids, Noncarboxylic",DrugBank
DB01344,Benzene Derivatives,DrugBank
DB01344,Benzylidene Compounds,DrugBank
DB01344,Cation Exchange Resins,DrugBank
DB01344,Chelating Agents,DrugBank
DB01344,"Compounds used in a research, industrial, or household setting",DrugBank
DB01344,Drugs for Treatment of Hyperkalemia and Hyperphosphatemia,DrugBank
DB01344,Ion Exchange Resins,DrugBank
DB01344,Laboratory Chemicals,DrugBank
DB01344,Macromolecular Substances,DrugBank
DB01344,Plastics,DrugBank
DB01344,Polymers,DrugBank
DB01344,Polystyrene Sulfonates,DrugBank
DB01344,Potassium Binder,DrugBank
DB01344,Potassium Ion Exchange Activity,DrugBank
DB01344,Potassium-removing Agents,DrugBank
DB01344,Sequestering Agents,DrugBank
DB01344,Styrene,DrugBank
DB01344,Styrenes,DrugBank
DB01344,Sulfur Acids,DrugBank
DB01344,Sulfur Compounds,DrugBank
DB01345,Agents causing hyperkalemia,DrugBank
DB01345,Diuretics,DrugBank
DB01345,Drugs that are Mainly Renally Excreted,DrugBank
DB01345,Increased Large Intestinal Motility,DrugBank
DB01345,Inhibition Large Intestine Fluid/Electrolyte Absorption,DrugBank
DB01345,Minerals,DrugBank
DB01345,Osmotic Activity,DrugBank
DB01345,Potassium Salt,DrugBank
DB01345,Replacement Preparations,DrugBank
DB01347,Agents Acting on the Renin-Angiotensin System,DrugBank
DB01347,Agents causing angioedema,DrugBank
DB01347,Agents causing hyperkalemia,DrugBank
DB01347,Angiotensin II receptor antagonists,DrugBank
DB01347,Angiotensin II Type 1 Receptor Blockers,DrugBank
DB01347,Angiotensin Receptor Antagonists,DrugBank
DB01347,Antihypertensive Agents,DrugBank
DB01347,Cardiovascular Agents,DrugBank
DB01347,"Heterocyclic Compounds, Fused-Ring",DrugBank
DB01348,Agents Acting on the Renin-Angiotensin System,DrugBank
DB01348,Agents causing angioedema,DrugBank
DB01348,Agents causing hyperkalemia,DrugBank
DB01348,"Amino Acids, Peptides, and Proteins",DrugBank
DB01348,Angiotensin-Converting Enzyme Inhibitors,DrugBank
DB01348,Antihypertensive Agents,DrugBank
DB01348,Cardiovascular Agents,DrugBank
DB01348,Dipeptides,DrugBank
DB01348,Enzyme Inhibitors,DrugBank
DB01348,Oligopeptides,DrugBank
DB01348,Peptides,DrugBank
DB01348,Protease Inhibitors,DrugBank
DB01349,Agents Acting on the Renin-Angiotensin System,DrugBank
DB01349,Agents causing hyperkalemia,DrugBank
DB01349,"Angiotensin II receptor blockers (ARBs), plain",DrugBank
DB01349,Angiotensin Receptor Antagonists,DrugBank
DB01349,Cytochrome P-450 CYP3A Substrates,DrugBank
DB01349,Cytochrome P-450 CYP3A4 Substrates,DrugBank
DB01349,Cytochrome P-450 Substrates,DrugBank
DB01351,Anticholinergic Agents,DrugBank
DB01351,Anticonvulsants,DrugBank
DB01351,Barbiturates,DrugBank
DB01351,"Barbiturates, Plain",DrugBank
DB01351,Central Nervous System Agents,DrugBank
DB01351,Central Nervous System Depressants,DrugBank
DB01351,Cytochrome P-450 CYP3A Inducers,DrugBank
DB01351,Cytochrome P-450 CYP3A4 Inducers,DrugBank
DB01351,Cytochrome P-450 CYP3A4 Inducers (strength unknown),DrugBank
DB01351,Cytochrome P-450 Enzyme Inducers,DrugBank
DB01351,GABA Agents,DrugBank
DB01351,GABA Modulators,DrugBank
DB01351,Hypnotics and Sedatives,DrugBank
DB01351,Nervous System,DrugBank
DB01351,Neurotransmitter Agents,DrugBank
DB01351,Nicotinic Antagonists,DrugBank
DB01351,Psycholeptics,DrugBank
DB01351,Pyrimidines,DrugBank
DB01351,Pyrimidinones,DrugBank
DB01352,Anticholinergic Agents,DrugBank
DB01352,"Barbiturates, Plain",DrugBank
DB01352,Central Nervous System Depressants,DrugBank
DB01352,Cytochrome P-450 CYP3A Inducers,DrugBank
DB01352,Cytochrome P-450 CYP3A4 Inducers,DrugBank
DB01352,Cytochrome P-450 CYP3A4 Inducers (strength unknown),DrugBank
DB01352,Cytochrome P-450 Enzyme Inducers,DrugBank
DB01352,Hypnotics and Sedatives,DrugBank
DB01352,Nervous System,DrugBank
DB01352,Nicotinic Antagonists,DrugBank
DB01352,Psycholeptics,DrugBank
DB01352,Pyrimidines,DrugBank
DB01352,Pyrimidinones,DrugBank
DB01353,Anticholinergic Agents,DrugBank
DB01353,"Barbiturates, Plain",DrugBank
DB01353,Central Nervous System Agents,DrugBank
DB01353,Central Nervous System Depressants,DrugBank
DB01353,Hypnotics and Sedatives,DrugBank
DB01353,Nervous System,DrugBank
DB01353,Nicotinic Antagonists,DrugBank
DB01353,Psycholeptics,DrugBank
DB01353,Pyrimidines,DrugBank
DB01353,Pyrimidinones,DrugBank
DB01354,Anticholinergic Agents,DrugBank
DB01354,"Barbiturates, Plain",DrugBank
DB01354,Central Nervous System Depressants,DrugBank
DB01354,Hypnotics and Sedatives,DrugBank
DB01354,Nervous System,DrugBank
DB01354,Nicotinic Antagonists,DrugBank
DB01354,Psycholeptics,DrugBank
DB01354,Pyrimidines,DrugBank
DB01354,Pyrimidinones,DrugBank
DB01355,Adjuvants,DrugBank
DB01355,Anesthetics,DrugBank
DB01355,"Anesthetics, General",DrugBank
DB01355,Anticholinergic Agents,DrugBank
DB01355,Anticonvulsants,DrugBank
DB01355,Barbiturates,DrugBank
DB01355,"Barbiturates, Plain",DrugBank
DB01355,Central Nervous System Agents,DrugBank
DB01355,Central Nervous System Depressants,DrugBank
DB01355,Cytochrome P-450 CYP2C19 Substrates,DrugBank
DB01355,Cytochrome P-450 CYP2C9 Substrates,DrugBank
DB01355,Cytochrome P-450 Substrates,DrugBank
DB01355,GABA Agents,DrugBank
DB01355,GABA Modulators,DrugBank
DB01355,Hypnotics and Sedatives,DrugBank
DB01355,Nervous System,DrugBank
DB01355,Neurotransmitter Agents,DrugBank
DB01355,Nicotinic Antagonists,DrugBank
DB01355,Psycholeptics,DrugBank
DB01355,Pyrimidines,DrugBank
DB01355,Pyrimidinones,DrugBank
DB01356,Antidepressive Agents,DrugBank
DB01356,Antimanic Agents,DrugBank
DB01356,Antipsychotic Agents,DrugBank
DB01356,Central Nervous System Depressants,DrugBank
DB01356,Highest Risk QTc-Prolonging Agents,DrugBank
DB01356,Lithium Compounds,DrugBank
DB01356,Mood Stabilizer,DrugBank
DB01356,Nephrotoxic agents,DrugBank
DB01356,Neurotoxic agents,DrugBank
DB01356,Psychotropic Drugs,DrugBank
DB01356,QTc Prolonging Agents,DrugBank
DB01356,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,DrugBank
DB01356,Serotonin Agents,DrugBank
DB01356,Serotonin Modulators,DrugBank
DB01357,Adrenal Cortex Hormones,DrugBank
DB01357,"Contraceptive Agents, Female",DrugBank
DB01357,"Contraceptive Agents, Hormonal",DrugBank
DB01357,"Contraceptives, Oral",DrugBank
DB01357,"Contraceptives, Oral, Hormonal",DrugBank
DB01357,Cytochrome P-450 CYP2C8 Substrates,DrugBank
DB01357,Cytochrome P-450 CYP2C9 Substrates,DrugBank
DB01357,Cytochrome P-450 CYP3A Substrates,DrugBank
DB01357,Cytochrome P-450 CYP3A4 Substrates,DrugBank
DB01357,Cytochrome P-450 Substrates,DrugBank
DB01357,Estradiol Congeners,DrugBank
DB01357,Estrogen Contraceptives,DrugBank
DB01357,"Estrogenic Steroids, Alkylated",DrugBank
DB01357,Estrogens,DrugBank
DB01357,Ethinyl Estradiol,DrugBank
DB01357,Fused-Ring Compounds,DrugBank
DB01357,Gonadal Hormones,DrugBank
DB01357,Gonadal Steroid Hormones,DrugBank
DB01357,Hormonal Contraceptives for Systemic Use,DrugBank
DB01357,Hormones,DrugBank
DB01357,"Hormones, Hormone Substitutes, and Hormone Antagonists",DrugBank
DB01357,Hyperglycemia-Associated Agents,DrugBank
DB01357,Norpregnanes,DrugBank
DB01357,Norpregnatrienes,DrugBank
DB01357,Norsteroids,DrugBank
DB01357,Reproductive Control Agents,DrugBank
DB01357,Steroids,DrugBank
DB01357,Thyroxine-binding globulin inducers,DrugBank
DB01359,Adrenergic Agents,DrugBank
DB01359,Adrenergic Antagonists,DrugBank
DB01359,Adrenergic beta-Antagonists,DrugBank
DB01359,Agents causing hyperkalemia,DrugBank
DB01359,Alcohols,DrugBank
DB01359,Amines,DrugBank
DB01359,Amino Alcohols,DrugBank
DB01359,Antidepressive Agents,DrugBank
DB01359,Antihypertensive Agents,DrugBank
DB01359,"Beta Blocking Agents, Non-Selective",DrugBank
DB01359,Bradycardia-Causing Agents,DrugBank
DB01359,Cardiovascular Agents,DrugBank
DB01359,Central Nervous System Depressants,DrugBank
DB01359,Cytochrome P-450 CYP2D6 Substrates,DrugBank
DB01359,Cytochrome P-450 Substrates,DrugBank
DB01359,Drugs that are Mainly Renally Excreted,DrugBank
DB01359,Hypotensive Agents,DrugBank
DB01359,Negative Inotrope,DrugBank
DB01359,Neurotransmitter Agents,DrugBank
DB01359,Phenoxypropanolamines,DrugBank
DB01359,Propanolamines,DrugBank
DB01359,Propanols,DrugBank
DB01359,Serotonin 5-HT1 Receptor Antagonists,DrugBank
DB01359,Serotonin 5-HT1A Receptor Antagonists,DrugBank
DB01359,Serotonin Agents,DrugBank
DB01359,Serotonin Receptor Antagonists,DrugBank
DB01362,"Acids, Carbocyclic",DrugBank
DB01362,Agents that reduce seizure threshold,DrugBank
DB01362,Benzene Derivatives,DrugBank
DB01362,Benzoates,DrugBank
DB01362,"Compounds used in a research, industrial, or household setting",DrugBank
DB01362,Contrast Media,DrugBank
DB01362,Diagnostic Uses of Chemicals,DrugBank
DB01362,Iodinated Contrast Agents,DrugBank
DB01362,Iodobenzoates,DrugBank
DB01362,Radiographic Contrast Agent,DrugBank
DB01362,Roentgenography,DrugBank
DB01362,Triiodobenzoic Acids,DrugBank
DB01362,"Watersoluble, Nephrotropic, Low Osmolar X-Ray Contrast Media",DrugBank
DB01362,X-Ray Contrast Activity,DrugBank
DB01362,"X-Ray Contrast Media, Iodinated",DrugBank
DB01363,Adrenergic Agonists,DrugBank
DB01363,Adrenergic alpha-2 Receptor Agonists,DrugBank
DB01363,Adrenergic alpha-Agonists,DrugBank
DB01363,Adrenergic beta-2 Receptor Agonists,DrugBank
DB01363,Adrenergic beta-Agonists,DrugBank
DB01363,Agents producing tachycardia,DrugBank
DB01363,Agents that produce hypertension,DrugBank
DB01363,Alpha-and Beta-adrenergic Agonists,DrugBank
DB01363,Biological Products,DrugBank
DB01363,Complex Mixtures,DrugBank
DB01363,Cycadopsida,DrugBank
DB01363,"Drugs, Chinese Herbal",DrugBank
DB01363,Embryophyta,DrugBank
DB01363,Ephedra,DrugBank
DB01363,Eukaryota,DrugBank
DB01363,Gnetophyta,DrugBank
DB01363,Herbs and Natural Products,DrugBank
DB01363,Hyperglycemia-Associated Agents,DrugBank
DB01363,Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates,DrugBank
DB01363,Pharmaceutical Preparations,DrugBank
DB01363,Plant Extracts,DrugBank
DB01363,Plant Preparations,DrugBank
DB01363,Streptophyta,DrugBank
DB01363,Sympathomimetic (Adrenergic) Agents,DrugBank
DB01363,Viridiplantae,DrugBank
DB01364,Adrenergic Agents,DrugBank
DB01364,Adrenergic Agonists,DrugBank
DB01364,Adrenergic alpha-Agonists,DrugBank
DB01364,Adrenergic and Dopaminergic Agents,DrugBank
DB01364,Adrenergic beta-Agonists,DrugBank
DB01364,Adrenergics for Systemic Use,DrugBank
DB01364,Agents producing tachycardia,DrugBank
DB01364,Agents that produce hypertension,DrugBank
DB01364,Alcohols,DrugBank
DB01364,Alimentary Tract and Metabolism,DrugBank
DB01364,Alpha-and Beta-adrenergic Agonists,DrugBank
DB01364,Amines,DrugBank
DB01364,Amino Alcohols,DrugBank
DB01364,"Antiobesity Preparations, Excl. Diet Products",DrugBank
DB01364,Autonomic Agents,DrugBank
DB01364,Cardiac Stimulants Excl. Cardiac Glycosides,DrugBank
DB01364,Cardiac Therapy,DrugBank
DB01364,Cardiovascular Agents,DrugBank
DB01364,Central Nervous System Agents,DrugBank
DB01364,Central Nervous System Stimulants,DrugBank
DB01364,Centrally Acting Antiobesity Products,DrugBank
DB01364,Cholinesterase substrates,DrugBank
DB01364,Drugs for Obstructive Airway Diseases,DrugBank
DB01364,Epinephrine and similars,DrugBank
DB01364,Ethylamines,DrugBank
DB01364,Herbs and Natural Products,DrugBank
DB01364,Increased Norepinephrine Activity,DrugBank
DB01364,Mydriatics and Cycloplegics,DrugBank
DB01364,Nasal Preparations,DrugBank
DB01364,Neurotransmitter Agents,DrugBank
DB01364,Norepinephrine Releasing Agents,DrugBank
DB01364,Ophthalmologicals,DrugBank
DB01364,Peripheral Nervous System Agents,DrugBank
DB01364,Phenethylamines,DrugBank
DB01364,Propanolamines,DrugBank
DB01364,Propanols,DrugBank
