mesh_id,name,source
MESH:D007020,Hypoprothrombinemias,CTD
MESH:D007238,Infarction,CTD
MESH:D007405,Intervertebral Disc Displacement,CTD
MESH:D020198,"Intracranial Hemorrhage, Traumatic",CTD
MESH:D007592,Joint Diseases,CTD
MESH:D007619,Kartagener Syndrome,CTD
MESH:D007662,Ketosis,CTD
MESH:D014854,Lateral Medullary Syndrome,CTD
MESH:D007890,Leiomyosarcoma,CTD
MESH:D008231,Lymphopenia,CTD
MESH:D034721,"Mastocytosis, Systemic",CTD
MESH:D008551,Melena,CTD
MESH:D008654,Mesothelioma,CTD
MESH:D020325,Migraine with Aura,CTD
MESH:D009072,Moyamoya Disease,CTD
MESH:D009123,Muscle Hypotonia,CTD
MESH:D009668,Nose Diseases,CTD
MESH:D016104,Oligohydramnios,CTD
MESH:D010438,Peptic Ulcer Hemorrhage,CTD
MESH:D010612,Pharyngitis,CTD
MESH:D006473,Postpartum Hemorrhage,CTD
MESH:C536421,Prinzmetal's variant angina,CTD
MESH:D012202,Reye Syndrome,CTD
MESH:D012213,Rheumatic Fever,CTD
MESH:D012220,Rhinitis,CTD
MESH:D012851,"Sinus Thrombosis, Intracranial",CTD
MESH:D016706,"Still's Disease, Adult-Onset",CTD
MESH:D013683,"Telangiectasia, Hereditary Hemorrhagic",CTD
MESH:D013736,Testicular Neoplasms,CTD
MESH:D014339,"Truncus Arteriosus, Persistent",CTD
MESH:D020338,Vestibular Neuronitis,CTD
MESH:D014883,Water-Electrolyte Imbalance,CTD
MESH:D021182,Wheat Hypersensitivity,CTD
MESH:D005499,Folliculitis,CTD
MESH:D017513,Lichen Nitidus,CTD
MESH:D012221,"Rhinitis, Allergic, Perennial",CTD
MESH:D006255,"Rhinitis, Allergic, Seasonal",CTD
MESH:D052456,Hypoalphalipoproteinemias,CTD
MESH:D008382,Marfan Syndrome,CTD
MESH:D009402,"Nephrosis, Lipoid",CTD
MESH:D017515,Pityriasis Rosea,CTD
MESH:D012078,Renal Artery Obstruction,CTD
MESH:D020760,Spinal Cord Ischemia,CTD
MESH:D018382,Thyroid Hormone Resistance Syndrome,CTD
MESH:D020257,Ventricular Remodeling,CTD
MESH:D017544,"Aortic Aneurysm, Abdominal",CTD
MESH:D002769,Cholelithiasis,CTD
MESH:D049310,Distal Myopathies,CTD
MESH:D005271,Femur Head Necrosis,CTD
MESH:D019693,"Hepatitis, Autoimmune",CTD
MESH:D006951,Hyperlipoproteinemias,CTD
MESH:D007009,Hypolipoproteinemias,CTD
MESH:D017240,Mitochondrial Myopathies,CTD
MESH:D000068079,Motor Disorders,CTD
MESH:D020078,Neurogenic Inflammation,CTD
MESH:D013119,Spinal Cord Injuries,CTD
MESH:D016720,Pneumocystis Infections,CTD
MESH:D011020,"Pneumonia, Pneumocystis",CTD
MESH:D020511,Neuromuscular Junction Diseases,CTD
MESH:D012133,Respiratory Paralysis,CTD
MESH:D005922,"Glomerulonephritis, IGA",CTD
MESH:D006335,Heart Injuries,CTD
MESH:D009303,Nasopharyngeal Neoplasms,CTD
MESH:D020236,"Amnesia, Transient Global",CTD
MESH:D001146,"Arrhythmia, Sinus",CTD
MESH:C563984,Atrial Standstill,CTD
MESH:D001982,Bronchial Diseases,CTD
MESH:D003457,Cryptosporidiosis,CTD
MESH:D007040,Hypoventilation,CTD
MESH:D009140,Musculoskeletal Diseases,CTD
MESH:D009216,Myopia,CTD
MESH:D010167,Pallor,CTD
MESH:D014607,Uveomeningoencephalitic Syndrome,CTD
MESH:D020421,Vagus Nerve Diseases,CTD
MESH:D003231,Conjunctivitis,CTD
MESH:D007079,Ileitis,CTD
MESH:D000419,Albuminuria,CTD
MESH:D006963,Hyperphagia,CTD
MESH:D000757,Anencephaly,CTD
MESH:D001984,Bronchial Neoplasms,CTD
MESH:D007943,"Leukemia, Hairy Cell",CTD
MESH:D054429,"Leukemia, Myelomonocytic, Juvenile",CTD
MESH:D009006,Monosomy,CTD
MESH:D012513,"Sarcoma, Experimental",CTD
MESH:D012983,Soft Tissue Neoplasms,CTD
MESH:D000193,Actinomycetales Infections,CTD
MESH:D000231,"Adenocarcinoma, Papillary",CTD
MESH:D000753,"Anemia, Refractory",CTD
MESH:D001528,Behcet Syndrome,CTD
MESH:D001650,Bile Duct Neoplasms,CTD
MESH:D019046,Bone Marrow Neoplasms,CTD
MESH:D002446,Celiac Disease,CTD
MESH:C538045,Chromosome 17 deletion,CTD
MESH:C535323,Chromosome 5q Deletion Syndrome,CTD
MESH:C537814,"Chromosome 7, monosomy",CTD
MESH:D003480,Cushing Syndrome,CTD
MESH:D017726,Cytomegalovirus Retinitis,CTD
MESH:D015140,"Dementia, Vascular",CTD
MESH:D004198,Disease Susceptibility,CTD
MESH:D004428,Ear Neoplasms,CTD
MESH:D010505,Familial Mediterranean Fever,CTD
MESH:D030342,"Genetic Diseases, Inborn",CTD
MESH:D013700,Giant Cell Arteritis,CTD
MESH:D006086,Graft vs Host Disease,CTD
MESH:D014890,Granulomatosis with Polyangiitis,CTD
MESH:D006391,Hemangioma,CTD
MESH:D019698,"Hepatitis C, Chronic",CTD
MESH:D056829,Hereditary Angioedema Types I and II,CTD
MESH:D007239,Infections,CTD
MESH:D020386,Isaacs Syndrome,CTD
MESH:D018285,Klatskin Tumor,CTD
MESH:D008179,"Lupus Erythematosus, Discoid",CTD
MESH:D008181,Lupus Nephritis,CTD
MESH:D008223,Lymphoma,CTD
MESH:D008230,Lymphomatoid Granulomatosis,CTD
MESH:D008286,Malabsorption Syndromes,CTD
MESH:D055953,Microscopic Polyangiitis,CTD
MESH:D016609,"Neoplasms, Second Primary",CTD
MESH:C535761,"Nephrosis, congenital",CTD
MESH:D009443,Neuritis,CTD
MESH:D015435,"Panniculitis, Lupus Erythematosus",CTD
MESH:D010382,Peliosis Hepatis,CTD
MESH:D010391,"Pemphigoid, Bullous",CTD
MESH:D010392,Pemphigus,CTD
MESH:D016506,"Pemphigus, Benign Familial",CTD
MESH:D012004,Rectal Neoplasms,CTD
MESH:D012166,Retinal Hemorrhage,CTD
MESH:D045743,"Scleroderma, Diffuse",CTD
MESH:D012598,Sclerosis,CTD
MESH:D000152,Acne Vulgaris,CTD
MESH:D003876,"Dermatitis, Atopic",CTD
MESH:D019557,"Dermatitis, Perioral",CTD
MESH:D018327,Hutchinson's Melanotic Freckle,CTD
MESH:D017495,Hyperpigmentation,CTD
MESH:D002690,Chlamydia Infections,CTD
MESH:D015787,Erythema Chronicum Migrans,CTD
MESH:D058447,Eye Pain,CTD
MESH:D005929,"Glossitis, Benign Migratory",CTD
MESH:D006069,Gonorrhea,CTD
MESH:D007169,Impetigo,CTD
MESH:D045828,Moraxellaceae Infections,CTD
MESH:D009164,Mycobacterium Infections,CTD
MESH:D011539,Pruritus Vulvae,CTD
MESH:D014437,"Typhus, Endemic Flea-Borne",CTD
MESH:D004828,"Epilepsies, Partial",CTD
MESH:D016868,Serratia Infections,CTD
MESH:D002481,Cellulitis,CTD
MESH:D005667,Furunculosis,CTD
MESH:D052880,Pyomyositis,CTD
MESH:D002056,Burns,CTD
MESH:D056912,Binge-Eating Disorder,CTD
MESH:D002422,Causalgia,CTD
MESH:D002547,Cerebral Palsy,CTD
MESH:D003655,Decerebrate State,CTD
MESH:D005534,Foot Diseases,CTD
MESH:D006429,Hemiplegia,CTD
MESH:D002534,"Hypoxia, Brain",CTD
MESH:D016472,Motor Neuron Disease,CTD
MESH:D009128,Muscle Spasticity,CTD
MESH:D012600,Scoliosis,CTD
MESH:D016750,Stiff-Person Syndrome,CTD
MESH:D013742,Tetanus,CTD
MESH:D014277,Trigeminal Neuralgia,CTD
MESH:D001750,"Urinary Bladder, Neurogenic",CTD
MESH:D018248,"Adenoma, Liver Cell",CTD
MESH:D010911,Pituitary Neoplasms,CTD
MESH:D016411,"Lymphoma, T-Cell, Peripheral",CTD
MESH:D010534,Peritoneal Neoplasms,CTD
MESH:D024821,Metabolic Syndrome,CTD
MESH:D009389,"Neovascularization, Pathologic",CTD
MESH:D009400,Nephrosclerosis,CTD
MESH:D001022,Aortic Valve Insufficiency,CTD
MESH:D006349,Heart Valve Diseases,CTD
MESH:D008944,Mitral Valve Insufficiency,CTD
MESH:D000550,Amblyopia,CTD
MESH:D054039,Onycholysis,CTD
MESH:D007634,Keratitis,CTD
MESH:D058625,End Stage Liver Disease,CTD
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,CTD
MESH:D017453,"Dermatitis, Irritant",CTD
MESH:D055154,Dysphonia,CTD
MESH:D020821,Dystonic Disorders,CTD
MESH:D015154,Esophageal Motility Disorders,CTD
MESH:D004948,Esotropia,CTD
MESH:D018883,Heat Stroke,CTD
MESH:D007818,Laryngeal Diseases,CTD
MESH:D010608,Pharyngeal Diseases,CTD
MESH:D013478,Superior Mesenteric Artery Syndrome,CTD
MESH:D010264,Paraplegia,CTD
MESH:D007418,Intestinal Pseudo-Obstruction,CTD
MESH:D007383,Intermittent Claudication,CTD
MESH:D008575,Meniere Disease,CTD
MESH:D005235,"Fatty Liver, Alcoholic",CTD
MESH:D048550,Hepatic Insufficiency,CTD
MESH:D052439,Lipid Metabolism Disorders,CTD
MESH:D008108,"Liver Diseases, Alcoholic",CTD
MESH:D008661,"Metabolism, Inborn Errors",CTD
MESH:D001997,Bronchopulmonary Dysplasia,CTD
MESH:D003872,Dermatitis,CTD
MESH:D005142,Eyelid Neoplasms,CTD
MESH:D005621,Friedreich Ataxia,CTD
MESH:D007969,"Leukomalacia, Periventricular",CTD
MESH:D012127,"Respiratory Distress Syndrome, Newborn",CTD
MESH:D013991,Tietze's Syndrome,CTD
MESH:D021081,Chronobiology Disorders,CTD
MESH:D007569,Jaw Abnormalities,CTD
MESH:D008141,Lordosis,CTD
MESH:D010241,Parakeratosis,CTD
MESH:D065306,Corneal Injuries,CTD
MESH:D005401,Fissure in Ano,CTD
MESH:D016883,Diabetic Ketoacidosis,CTD
MESH:D054220,Malformations of Cortical Development,CTD
MESH:D015674,"Mammary Neoplasms, Animal",CTD
MESH:D002100,Cachexia,CTD
MESH:D015209,"Cholangitis, Sclerosing",CTD
MESH:D003923,"Diabetes Mellitus, Lipoatrophic",CTD
MESH:D039682,HIV-Associated Lipodystrophy Syndrome,CTD
MESH:D006950,"Hyperlipidemia, Familial Combined",CTD
MESH:D006954,Hyperlipoproteinemia Type V,CTD
MESH:D028361,Mitochondrial Diseases,CTD
MESH:D012817,"Signs and Symptoms, Digestive",CTD
MESH:D016111,Sjogren-Larsson Syndrome,CTD
MESH:C536353,VLCAD deficiency,CTD
MESH:D006177,Gynecomastia,CTD
MESH:D014605,Uveitis,CTD
MESH:D008538,Meige Syndrome,CTD
MESH:D054972,Postural Orthostatic Tachycardia Syndrome,CTD
MESH:D020212,Carotid Artery Injuries,CTD
MESH:D018236,"Carcinoma, Embryonal",CTD
MESH:D004407,Dysgerminoma,CTD
MESH:D006314,"Hearing Loss, Conductive",CTD
MESH:D006689,Hodgkin Disease,CTD
MESH:D007822,Laryngeal Neoplasms,CTD
MESH:D009373,"Neoplasms, Germ Cell and Embryonal",CTD
MESH:C537844,Nonseminomatous germ cell tumor,CTD
MESH:D011697,"Purpura, Thrombotic Thrombocytopenic",CTD
MESH:D012514,"Sarcoma, Kaposi",CTD
MESH:D012829,Silicosis,CTD
MESH:D000077195,Squamous Cell Carcinoma of Head and Neck,CTD
MESH:D001037,Aphasia,CTD
MESH:D002817,Chordoma,CTD
MESH:D019115,"Fasciitis, Necrotizing",CTD
MESH:D007952,"Leukemia, Plasma Cell",CTD
MESH:D015461,"Leukemia, Prolymphocytic, T-Cell",CTD
MESH:D008218,Lymphocytosis,CTD
MESH:D054685,"Lymphoma, Primary Effusion",CTD
MESH:D010954,Plasmacytoma,CTD
MESH:D018357,Respiratory Syncytial Virus Infections,CTD
MESH:D012208,Rhabdomyosarcoma,CTD
MESH:D018232,"Rhabdomyosarcoma, Alveolar",CTD
MESH:D018233,"Rhabdomyosarcoma, Embryonal",CTD
MESH:D020426,Sciatic Neuropathy,CTD
MESH:D012678,Sensation Disorders,CTD
MESH:D008258,Waldenstrom Macroglobulinemia,CTD
MESH:D003384,Coxsackievirus Infections,CTD
MESH:D000172,Acromegaly,CTD
MESH:D000307,Adrenal Gland Diseases,CTD
MESH:D002539,Cerebral Arterial Diseases,CTD
MESH:D002558,Cerebrospinal Fluid Otorrhea,CTD
MESH:D002559,Cerebrospinal Fluid Rhinorrhea,CTD
MESH:D004652,Empty Sella Syndrome,CTD
MESH:D005831,"Genital Diseases, Female",CTD
MESH:D049912,Growth Hormone-Secreting Pituitary Adenoma,CTD
MESH:D006423,Hemianopsia,CTD
MESH:D006547,Hernia,CTD
MESH:D007006,Hypogonadism,CTD
MESH:D007018,Hypopituitarism,CTD
MESH:D007775,Lactation Disorders,CTD
MESH:C537072,Nonpuerperal galactorrhea,CTD
MESH:D009839,Oligomenorrhea,CTD
MESH:D010494,"Pericarditis, Constrictive",CTD
MESH:D010899,Pituitary Apoplexy,CTD
MESH:D010900,Pituitary Diseases,CTD
MESH:D010998,Pleurisy,CTD
MESH:D011007,Pneumocephalus,CTD
MESH:D015175,Prolactinoma,CTD
MESH:D011644,Puerperal Disorders,CTD
MESH:D012170,Retinal Vein Occlusion,CTD
MESH:D012594,"Scleroderma, Localized",CTD
MESH:D020186,Sleep Bruxism,CTD
MESH:D019462,"Syncope, Vasovagal",CTD
MESH:D016135,Spinal Dysraphism,CTD
MESH:D019967,Schizophrenia Spectrum and Other Psychotic Disorders,CTD
MESH:D015508,Nasal Obstruction,CTD
MESH:D020516,Brachial Plexus Neuropathies,CTD
MESH:D020526,Brain Stem Infarctions,CTD
MESH:D036981,"Fasciitis, Plantar",CTD
MESH:D010148,Intractable Pain,CTD
MESH:D048949,Labor Pain,CTD
MESH:D008580,Meningism,CTD
MESH:D009209,Myofascial Pain Syndromes,CTD
MESH:D000081030,Myotoxicity,CTD
MESH:D051474,"Neuralgia, Postherpetic",CTD
MESH:D009471,Neuromyelitis Optica,CTD
MESH:D011128,Polyradiculopathy,CTD
MESH:D011681,Pupil Disorders,CTD
MESH:D012019,Reflex Sympathetic Dystrophy,CTD
MESH:D012892,Sleep Deprivation,CTD
MESH:D013285,Strabismus,CTD
MESH:D020433,Trigeminal Nerve Diseases,CTD
MESH:D001745,Urinary Bladder Diseases,CTD
MESH:D011602,Psychophysiologic Disorders,CTD
MESH:D001237,Asphyxia,CTD
MESH:D009357,Neonatal Abstinence Syndrome,CTD
MESH:D000648,"Amnesia, Retrograde",CTD
MESH:D012148,Restless Legs Syndrome,CTD
MESH:D012713,Serum Sickness,CTD
MESH:D016103,Spinal Fractures,CTD
OMIM:188890,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",CTD
MESH:D019588,"Aging, Premature",CTD
MESH:D000080983,Bone Marrow Failure Disorders,CTD
MESH:D002283,"Carcinoma, Bronchogenic",CTD
MESH:D018856,"Cystitis, Interstitial",CTD
MESH:D020518,Focal Nodular Hyperplasia,CTD
MESH:D019337,Hematologic Neoplasms,CTD
MESH:D006474,Hemorrhagic Disorders,CTD
MESH:D054438,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",CTD
MESH:D008831,Microcephaly,CTD
MESH:D008850,Microphthalmos,CTD
MESH:D014178,"Translocation, Genetic",CTD
MESH:D001100,Arachnoiditis,CTD
MESH:D015434,Panniculitis,CTD
MESH:D051302,Paroxysmal Hemicrania,CTD
MESH:D000303,Adrenal Cortex Diseases,CTD
MESH:D018488,"Bone Demineralization, Pathologic",CTD
MESH:D001848,"Bone Diseases, Developmental",CTD
MESH:D002105,Cadmium Poisoning,CTD
MESH:D004065,Digestive System Abnormalities,CTD
MESH:D004715,Endometriosis,CTD
MESH:D005348,Fibrocystic Breast Disease,CTD
MESH:D005832,"Genital Diseases, Male",CTD
MESH:D006620,Hip Fractures,CTD
MESH:D020343,Hypertensive Encephalopathy,CTD
MESH:D019957,Motor Skills Disorders,CTD
MESH:D020267,MPTP Poisoning,CTD
MESH:D051299,Post-Dural Puncture Headache,CTD
MESH:D013614,"Tachycardia, Paroxysmal",CTD
MESH:D064793,Teratogenesis,CTD
MESH:C572845,"Thyroid cancer, follicular",CTD
MESH:D000082882,Bicuspid Aortic Valve Disease,CTD
MESH:D001849,"Bone Diseases, Endocrine",CTD
MESH:D002128,Calcium Metabolism Disorders,CTD
MESH:D002286,"Carcinoma, Ehrlich Tumor",CTD
MESH:D003922,"Diabetes Mellitus, Type 1",CTD
MESH:D006961,Hyperparathyroidism,CTD
MESH:D010279,Parathyroid Diseases,CTD
MESH:D010760,Phosphorus Metabolism Disorders,CTD
MESH:D011547,Pseudohypoparathyroidism,CTD
MESH:D014808,Vitamin D Deficiency,CTD
MESH:C536797,"Chromosome 22, microdeletion 22 q11",CTD
MESH:D008305,Malignant Hyperthermia,CTD
MESH:D020262,"Mercury Poisoning, Nervous System",CTD
MESH:D011671,Pulpitis,CTD
MESH:D012608,Scrapie,CTD
MESH:D002137,Calculi,CTD
MESH:D010319,Parturient Paresis,CTD
MESH:D012772,"Shock, Septic",CTD
MESH:D045169,Severe Acute Respiratory Syndrome,CTD
MESH:D043171,Chromosomal Instability,CTD
MESH:D007968,"Leukoencephalopathy, Progressive Multifocal",CTD
MESH:D015576,Hyperostosis,CTD
MESH:D007984,Leydig Cell Tumor,CTD
MESH:D010673,Pheochromocytoma,CTD
MESH:D000370,Ageusia,CTD
MESH:D002054,Burning Mouth Syndrome,CTD
MESH:D004374,"Ductus Arteriosus, Patent",CTD
MESH:D009187,Myelitis,CTD
MESH:D020388,"Muscular Dystrophy, Duchenne",CTD
MESH:D058225,"Plaque, Amyloid",CTD
MESH:D000071057,Tardive Dyskinesia,CTD
MESH:D020434,Abducens Nerve Diseases,CTD
MESH:D002288,"Adenocarcinoma, Mucinous",CTD
MESH:D001063,Appendiceal Neoplasms,CTD
MESH:D017086,beta-Thalassemia,CTD
MESH:D001661,Biliary Tract Neoplasms,CTD
MESH:D005198,Fanconi Syndrome,CTD
MESH:D005533,Foot Dermatoses,CTD
MESH:D018409,Foot Injuries,CTD
MESH:D006229,Hand Dermatoses,CTD
MESH:D060831,Hand-Foot Syndrome,CTD
MESH:D006230,Hand Injuries,CTD
MESH:D009382,"Neoplasms, Unknown Primary",CTD
MESH:D010304,Paronychia,CTD
MESH:D055948,Sarcopenia,CTD
MESH:C537153,Hypomagnesemia primary,CTD
MESH:D014397,"Tuberculosis, Pulmonary",CTD
MESH:D003320,Corneal Ulcer,CTD
MESH:D004833,"Epilepsy, Temporal Lobe",CTD
MESH:D007819,Laryngeal Edema,CTD
MESH:D008413,Mastitis,CTD
MESH:C564945,"Neuropathy, Painful",CTD
MESH:D053158,Nocturia,CTD
MESH:D053591,Referred Pain,CTD
MESH:D013705,Temporomandibular Joint Disorders,CTD
MESH:D000208,Acute Disease,CTD
MESH:D056150,Acute Generalized Exanthematous Pustulosis,CTD
MESH:D000071056,Anorectal Malformations,CTD
MESH:D001072,Apraxias,CTD
MESH:D001184,Articulation Disorders,CTD
MESH:D001308,Auditory Perceptual Disorders,CTD
MESH:D005117,"Cardiac Complexes, Premature",CTD
MESH:D002305,Cardiac Tamponade,CTD
MESH:D002971,Cleft Lip,CTD
MESH:D002972,Cleft Palate,CTD
MESH:D003240,Connective Tissue Diseases,CTD
MESH:D020790,"Diabetes Insipidus, Neurogenic",CTD
MESH:D063926,Drug Hypersensitivity Syndrome,CTD
MESH:D004832,"Epilepsy, Absence",CTD
MESH:D017029,"Epilepsy, Complex Partial",CTD
MESH:D004829,"Epilepsy, Generalized",CTD
MESH:D019305,"Epilepsy, Rolandic",CTD
MESH:D005156,Facial Neuralgia,CTD
MESH:D020234,Gait Ataxia,CTD
MESH:D006344,"Heart Septal Defects, Atrial",CTD
MESH:D019569,Hemifacial Spasm,CTD
MESH:D020138,Hyperhomocysteinemia,CTD
MESH:D006972,Hypertelorism,CTD
MESH:D007415,Intestinal Obstruction,CTD
MESH:D002538,Intracranial Arteriovenous Malformations,CTD
MESH:D007806,Language Disorders,CTD
MESH:D007955,Leukemoid Reaction,CTD
MESH:D008844,Micrognathism,CTD
MESH:D009056,Mouth Abnormalities,CTD
MESH:D021782,Multicystic Dysplastic Kidney,CTD
MESH:D009223,Myotonic Dystrophy,CTD
MESH:D010267,Parapsoriasis,CTD
MESH:C563475,Paroxysmal Extreme Pain Disorder,CTD
MESH:D019310,Pseudolymphoma,CTD
MESH:D011696,"Purpura, Thrombocytopenic",CTD
MESH:D020187,REM Sleep Behavior Disorder,CTD
MESH:D003294,"Seizures, Febrile",CTD
MESH:D014869,Water Intoxication,CTD
MESH:D009396,Wilms Tumor,CTD
MESH:D000382,Agricultural Workers' Diseases,CTD
MESH:D002057,"Burns, Chemical",CTD
MESH:D010032,Otitis Externa,CTD
MESH:D011776,Pyuria,CTD
MESH:D012002,Rectal Diseases,CTD
MESH:D013530,Surgical Wound Infection,CTD
MESH:D018457,"Placenta, Retained",CTD
MESH:C538250,Amyopathic dermatomyositis,CTD
MESH:D019867,Anti-Glomerular Basement Membrane Disease,CTD
MESH:D002754,Choanal Atresia,CTD
MESH:D005067,Euthyroid Sick Syndromes,CTD
MESH:D010309,Parotitis,CTD
MESH:D019955,Conduct Disorder,CTD
MESH:C538268,Auditory neuropathy,CTD
MESH:D018269,"Carcinoma, Endometrioid",CTD
MESH:D015266,"Carcinoma, Merkel Cell",CTD
MESH:D000077216,"Carcinoma, Ovarian Epithelial",CTD
MESH:C535944,"Desmoid disease, hereditary",CTD
MESH:D004238,Diverticulitis,CTD
MESH:D004844,Epistaxis,CTD
MESH:D004940,Esophageal Stenosis,CTD
MESH:D020766,Intracranial Embolism,CTD
MESH:D017599,Neuroectodermal Tumors,CTD
MESH:D018358,Neuroendocrine Tumors,CTD
MESH:D012163,Retinal Detachment,CTD
MESH:D055752,Small Cell Lung Carcinoma,CTD
MESH:D015173,Supratentorial Neoplasms,CTD
MESH:D014571,Urologic Neoplasms,CTD
MESH:C536330,Polycystic liver disease,CTD
MESH:C537296,Granulosa cell tumor of the ovary,CTD
MESH:D019965,Neurocognitive Disorders,CTD
MESH:D001254,Astrocytoma,CTD
MESH:D018270,"Carcinoma, Ductal, Breast",CTD
MESH:D016543,Central Nervous System Neoplasms,CTD
MESH:D018281,Cholangiocarcinoma,CTD
MESH:D003560,Cysts,CTD
MESH:D004806,Ependymoma,CTD
MESH:D007939,Leukemia L1210,CTD
MESH:D016403,"Lymphoma, Large B-Cell, Diffuse",CTD
MESH:D018302,"Neoplasms, Neuroepithelial",CTD
MESH:D009442,Neurilemmoma,CTD
MESH:D009837,Oligodendroglioma,CTD
MESH:D011668,Pulmonary Veno-Occlusive Disease,CTD
MESH:D031300,Retinal Vasculitis,CTD
MESH:D012173,Retinitis,CTD
MESH:C535682,Right ventricle hypoplasia,CTD
MESH:D005891,Gingivitis,CTD
MESH:D002310,"Cardiomyopathy, Alcoholic",CTD
MESH:D017380,"Hypertrophy, Right Ventricular",CTD
MESH:D054318,No-Reflow Phenomenon,CTD
MESH:D055744,Invasive Pulmonary Aspergillosis,CTD
MESH:D003668,Pressure Ulcer,CTD
MESH:D011855,Radiodermatitis,CTD
MESH:D011001,Pleuropneumonia,CTD
MESH:D012874,"Skin Diseases, Infectious",CTD
MESH:D012488,Salpingitis,CTD
MESH:D016585,"Vaginosis, Bacterial",CTD
MESH:D001442,Bacteroides Infections,CTD
MESH:D010019,Osteomyelitis,CTD
MESH:D001885,Bordetella Infections,CTD
MESH:D014069,Tonsillitis,CTD
MESH:D014917,Whooping Cough,CTD
MESH:D003428,Cross Infection,CTD
MESH:D042883,Choledocholithiasis,CTD
MESH:D008586,"Meningitis, Pneumococcal",CTD
MESH:D054079,Vascular Malformations,CTD
MESH:D001264,Athetosis,CTD
MESH:D001899,Borrelia Infections,CTD
MESH:D020806,Central Nervous System Bacterial Infections,CTD
MESH:D058565,Cerebral Ventriculitis,CTD
MESH:D041761,Cholecystolithiasis,CTD
MESH:D003137,Common Bile Duct Diseases,CTD
MESH:D005705,Gallbladder Diseases,CTD
MESH:D008100,Liver Abscess,CTD
MESH:D008193,Lyme Disease,CTD
MESH:D020852,Lyme Neuroborreliosis,CTD
MESH:D008585,"Meningitis, Meningococcal",CTD
MESH:D051346,Mobility Limitation,CTD
MESH:D009617,Nocardia Infections,CTD
MESH:D010031,Otitis,CTD
MESH:D015163,Superinfection,CTD
MESH:D011125,Adenomatous Polyposis Coli,CTD
MESH:D003123,"Colorectal Neoplasms, Hereditary Nonpolyposis",CTD
MESH:D005356,Fibromyalgia,CTD
MESH:D044483,Intestinal Polyposis,CTD
MESH:D007972,"Leukoplakia, Oral",CTD
MESH:D052256,Tendinopathy,CTD
MESH:D014594,Uterine Neoplasms,CTD
MESH:C563387,"Rhabdomyolysis, Cerivastatin-Induced",CTD
MESH:D020181,"Sleep Apnea, Obstructive",CTD
MESH:D008303,Malignant Carcinoid Syndrome,CTD
MESH:D000782,Aneuploidy,CTD
MESH:D014806,Vitamin B 12 Deficiency,CTD
MESH:D006457,"Hemoglobinuria, Paroxysmal",CTD
MESH:D015479,"Leukemia, Myelomonocytic, Acute",CTD
MESH:D014435,Typhoid Fever,CTD
MESH:D000430,Alcohol Withdrawal Delirium,CTD
MESH:D020270,Alcohol Withdrawal Seizures,CTD
MESH:C564424,Genitourinary Tract Anomalies,CTD
MESH:D018242,"Neuroectodermal Tumors, Primitive",CTD
MESH:D009784,Occupational Diseases,CTD
MESH:D010246,"Paralysis, Obstetric",CTD
MESH:D002313,"Cardiomyopathy, Restrictive",CTD
MESH:D065632,Chikungunya Fever,CTD
MESH:D018352,Coronavirus Infections,CTD
MESH:D016766,Feline Infectious Peritonitis,CTD
MESH:D006232,"Hand, Foot and Mouth Disease",CTD
MESH:C563476,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia,CTD
MESH:D005585,Influenza in Birds,CTD
MESH:D007918,Leprosy,CTD
MESH:D008101,"Liver Abscess, Amebic",CTD
MESH:D008178,"Lupus Erythematosus, Cutaneous",CTD
MESH:D008269,Macular Edema,CTD
MESH:D017520,Mucinoses,CTD
MESH:D012507,Sarcoidosis,CTD
MESH:D012607,Scotoma,CTD
MESH:D014522,Urethral Diseases,CTD
MESH:C536522,Vacuolar myopathy,CTD
MESH:D000071243,Zika Virus Infection,CTD
MESH:D019283,"Pancreatitis, Acute Necrotizing",CTD
MESH:D000308,Adrenocortical Hyperfunction,CTD
MESH:D001764,Blepharospasm,CTD
MESH:D007299,Insect Bites and Stings,CTD
MESH:D000257,Adenoviridae Infections,CTD
MESH:D009155,Mutism,CTD
MESH:D009175,Mycoplasma Infections,CTD
MESH:D012560,"Schizophrenia, Catatonic",CTD
MESH:D013342,Stuttering,CTD
MESH:D003926,Diabetic Coma,CTD
MESH:D004761,"Enterocolitis, Pseudomembranous",CTD
MESH:D006983,Hypertrichosis,CTD
MESH:D015362,Child Nutrition Disorders,CTD
MESH:D020347,Lithiasis,CTD
MESH:D059352,Musculoskeletal Pain,CTD
MESH:D011236,Prediabetic State,CTD
MESH:D013471,Sunburn,CTD
MESH:D002537,Intracranial Arteriosclerosis,CTD
MESH:D052556,"Niemann-Pick Disease, Type C",CTD
MESH:D011778,Q Fever,CTD
MESH:D006520,"Hepatitis, Animal",CTD
MESH:D016137,Spina Bifida Cystica,CTD
MESH:D019282,Wasting Syndrome,CTD
MESH:D059366,"Asthma, Occupational",CTD
MESH:D050177,Overweight,CTD
MESH:D014424,Turner Syndrome,CTD
MESH:D003218,Condylomata Acuminata,CTD
MESH:D027601,Polyomavirus Infections,CTD
MESH:D014777,Virus Diseases,CTD
MESH:D007826,Laryngismus,CTD
