drug_id,protein_id,relationship_type,actions,known_action,inhibition_strength,induction_strength,source,match_type,match_value
DB01426,BE0000925,carrier,binder,no,,,DrugBank,drugbank_id,DB01426
DB01427,BE0009963,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01427
DB01427,BE0000436,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01427
DB01427,BE0001223,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01427
DB01427,BE0000704,target,inhibitor|antibody,yes,,,DrugBank,drugbank_id,DB01427
DB01428,BE0014016,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01428
DB01428,BE0000557,target,agonist,yes,,,DrugBank,drugbank_id,DB01428
DB01428,BE0000132,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01428
DB01428,BE0000123,target,agonist,yes,,,DrugBank,drugbank_id,DB01428
DB01428,BE0000792,target,agonist,yes,,,DrugBank,drugbank_id,DB01428
DB01429,BE0000197,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01429
DB01429,BE0008706,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01429
DB01429,BE0008705,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01429
DB01429,BE0012563,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01429
DB01429,BE0027477,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01429
DB01429,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01429
DB01429,BE0000925,carrier,binder,no,,,DrugBank,drugbank_id,DB01429
DB01431,BE0000557,target,agonist,yes,,,DrugBank,drugbank_id,DB01431
DB01431,BE0000940,target,substrate,unknown,,,DrugBank,drugbank_id,DB01431
DB01431,BE0000123,target,agonist,yes,,,DrugBank,drugbank_id,DB01431
DB01432,BE0004809,target,binder,yes,,,DrugBank,drugbank_id,DB01432
DB01433,BE0000770,target,agonist,yes,,,DrugBank,drugbank_id,DB01433
DB01435,BE0000017,target,inducer,unknown,,,DrugBank,drugbank_id,DB01435
DB01435,BE0000262,target,inducer,unknown,,,DrugBank,drugbank_id,DB01435
DB01435,BE0003336,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01435
DB01435,BE0003549,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01435
DB01435,BE0003611,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB01435
DB01435,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01435
DB01435,BE0003533,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01435
DB01435,BE0002887,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01435
DB01435,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB01435
DB01435,BE0002433,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01435
DB01435,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01435
DB01435,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01435
DB01435,BE0001066,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB01435
DB01436,BE0000779,target,agonist,yes,,,DrugBank,drugbank_id,DB01436
DB01436,BE0000443,target,substrate,unknown,,,DrugBank,drugbank_id,DB01436
DB01436,BE0000412,target,agonist,yes,,,DrugBank,drugbank_id,DB01436
DB01436,BE0001141,carrier,binder,no,,,DrugBank,drugbank_id,DB01436
DB01436,BE0010059,carrier,binder,no,,,DrugBank,drugbank_id,DB01436
DB01437,BE0000795,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01437
DB01437,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB01437
DB01437,BE0002363,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01437
DB01437,BE0003537,enzyme,substrate,no,,,DrugBank,drugbank_id,DB01437
DB01438,BE0000141,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01438
DB01438,BE0009708,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01438
DB01440,BE0002340,target,agonist,yes,,,DrugBank,drugbank_id,DB01440
DB01440,BE0000217,target,agonist,yes,,,DrugBank,drugbank_id,DB01440
DB01440,BE0010194,target,agonist,unknown,,,DrugBank,drugbank_id,DB01440
DB01440,BE0004841,target,agonist,unknown,,,DrugBank,drugbank_id,DB01440
DB01440,BE0000440,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB01440
DB01440,BE0000669,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB01440
DB01440,BE0000449,transporter,,unknown,,,DrugBank,drugbank_id,DB01440
DB01442,BE0000451,target,antagonist,yes,,,DrugBank,drugbank_id,DB01442
DB01442,BE0000647,target,negative modulator,yes,,,DrugBank,drugbank_id,DB01442
DB01442,BE0000749,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01442
DB01442,BE0000486,target,agonist|substrate,unknown,,,DrugBank,drugbank_id,DB01442
DB01442,BE0000118,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01442
DB01442,BE0004674,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01442
DB01442,BE0002198,target,cofactor,unknown,,,DrugBank,drugbank_id,DB01442
DB01442,BE0002196,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01442
DB01445,BE0004688,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01445
DB01445,BE0000650,target,modulator,unknown,,,DrugBank,drugbank_id,DB01445
DB01445,BE0000945,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01445
DB01445,BE0000451,target,antagonist,yes,,,DrugBank,drugbank_id,DB01445
DB01445,BE0000659,target,agonist,yes,,,DrugBank,drugbank_id,DB01445
DB01445,BE0002198,enzyme,cofactor,unknown,,,DrugBank,drugbank_id,DB01445
DB01452,BE0000770,target,agonist,yes,,,DrugBank,drugbank_id,DB01452
DB01452,BE0000632,target,agonist,yes,,,DrugBank,drugbank_id,DB01452
DB01452,BE0000420,target,agonist,yes,,,DrugBank,drugbank_id,DB01452
DB01452,BE0002705,target,substrate,yes,,,DrugBank,drugbank_id,DB01452
DB01452,BE0000537,carrier,inhibitor,no,,,DrugBank,drugbank_id,DB01452
DB01454,BE0000118,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01454
DB01454,BE0000486,target,agonist|substrate,unknown,,,DrugBank,drugbank_id,DB01454
DB01454,BE0000749,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01454
DB01454,BE0000533,target,antagonist,yes,,,DrugBank,drugbank_id,DB01454
DB01454,BE0000451,target,antagonist,yes,,,DrugBank,drugbank_id,DB01454
DB01454,BE0000393,target,modulator,unknown,,,DrugBank,drugbank_id,DB01454
DB01454,BE0000647,target,negative modulator,yes,,,DrugBank,drugbank_id,DB01454
DB01454,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01454
DB01454,BE0000486,transporter,agonist|substrate,unknown,,,DrugBank,drugbank_id,DB01454
DB01454,BE0000647,transporter,negative modulator,yes,,,DrugBank,drugbank_id,DB01454
DB01454,BE0000749,transporter,inhibitor,yes,,,DrugBank,drugbank_id,DB01454
DB01456,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01456
DB01463,BE0000647,target,negative modulator,yes,,,DrugBank,drugbank_id,DB01463
DB01463,BE0000756,target,binder,unknown,,,DrugBank,drugbank_id,DB01463
DB01466,BE0000770,target,agonist,yes,,,DrugBank,drugbank_id,DB01466
DB01466,BE0003549,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01466
DB01466,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01466
DB01466,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01466
DB01466,BE0002364,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01466
DB01467,BE0000451,target,antagonist,yes,,,DrugBank,drugbank_id,DB01467
DB01472,BE0000647,target,negative modulator,yes,,,DrugBank,drugbank_id,DB01472
DB01472,BE0000749,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01472
DB01472,BE0000118,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01472
DB01472,BE0002198,target,cofactor,unknown,,,DrugBank,drugbank_id,DB01472
DB01472,BE0000501,target,agonist,yes,,,DrugBank,drugbank_id,DB01472
DB01472,BE0000715,target,agonist,unknown,,,DrugBank,drugbank_id,DB01472
DB01472,BE0000289,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01472
DB01472,BE0002196,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01472
DB01472,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01472
DB01481,BE0000132,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01481
DB01482,BE0002433,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01482
DB01483,BE0000795,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01483
DB01483,BE0000381,target,potentiator,yes,,,DrugBank,drugbank_id,DB01483
DB01483,BE0000523,target,potentiator,yes,,,DrugBank,drugbank_id,DB01483
DB01483,BE0000478,target,potentiator,yes,,,DrugBank,drugbank_id,DB01483
DB01483,BE0000471,target,potentiator,yes,,,DrugBank,drugbank_id,DB01483
DB01483,BE0000764,target,potentiator,yes,,,DrugBank,drugbank_id,DB01483
DB01483,BE0000849,target,agonist,yes,,,DrugBank,drugbank_id,DB01483
DB01483,BE0002341,target,agonist,unknown,,,DrugBank,drugbank_id,DB01483
DB01483,BE0000829,target,,unknown,,,DrugBank,drugbank_id,DB01483
DB01483,BE0000826,target,,unknown,,,DrugBank,drugbank_id,DB01483
DB01483,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01483
DB01483,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01483
DB01484,BE0000291,target,partial agonist,unknown,,,DrugBank,drugbank_id,DB01484
DB01484,BE0000451,target,antagonist,yes,,,DrugBank,drugbank_id,DB01484
DB01484,BE0000659,target,agonist,yes,,,DrugBank,drugbank_id,DB01484
DB01488,BE0000945,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01488
DB01488,BE0000156,target,agonist,unknown,,,DrugBank,drugbank_id,DB01488
DB01488,BE0000451,target,antagonist,yes,,,DrugBank,drugbank_id,DB01488
DB01489,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB01489
DB01489,BE0008668,target,ligand,yes,,,DrugBank,drugbank_id,DB01489
DB01496,BE0000795,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01496
DB01496,BE0000381,target,potentiator,yes,,,DrugBank,drugbank_id,DB01496
DB01496,BE0000523,target,potentiator,yes,,,DrugBank,drugbank_id,DB01496
DB01496,BE0000478,target,potentiator,yes,,,DrugBank,drugbank_id,DB01496
DB01496,BE0000471,target,potentiator,yes,,,DrugBank,drugbank_id,DB01496
DB01496,BE0000764,target,potentiator,yes,,,DrugBank,drugbank_id,DB01496
DB01496,BE0002341,target,agonist,unknown,,,DrugBank,drugbank_id,DB01496
DB01496,BE0000849,target,agonist,yes,,,DrugBank,drugbank_id,DB01496
DB01496,BE0000829,target,,unknown,,,DrugBank,drugbank_id,DB01496
DB01496,BE0000826,target,,unknown,,,DrugBank,drugbank_id,DB01496
DB01497,BE0000770,target,agonist,yes,,,DrugBank,drugbank_id,DB01497
DB01497,BE0000420,target,agonist,yes,,,DrugBank,drugbank_id,DB01497
DB01497,BE0000632,target,agonist,yes,,,DrugBank,drugbank_id,DB01497
DB01497,BE0002378,target,agonist,unknown,,,DrugBank,drugbank_id,DB01497
DB01497,BE0001063,target,agonist,unknown,,,DrugBank,drugbank_id,DB01497
DB01497,BE0000947,target,modulator,unknown,,,DrugBank,drugbank_id,DB01497
DB01501,BE0000770,target,agonist,yes,,,DrugBank,drugbank_id,DB01501
DB01509,BE0000647,target,negative modulator,yes,,,DrugBank,drugbank_id,DB01509
DB01509,BE0000749,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01509
DB01509,BE0000486,target,agonist|substrate,unknown,,,DrugBank,drugbank_id,DB01509
DB01511,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB01511
DB01511,BE0008668,target,ligand,yes,,,DrugBank,drugbank_id,DB01511
DB01524,BE0000792,target,agonist,yes,,,DrugBank,drugbank_id,DB01524
DB01524,BE0000123,target,agonist,yes,,,DrugBank,drugbank_id,DB01524
DB01535,BE0000770,target,agonist,yes,,,DrugBank,drugbank_id,DB01535
DB01535,BE0000420,target,agonist,yes,,,DrugBank,drugbank_id,DB01535
DB01535,BE0000632,target,agonist,yes,,,DrugBank,drugbank_id,DB01535
DB01536,BE0000194,target,inducer,yes,,,DrugBank,drugbank_id,DB01536
DB01536,BE0000051,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01536
DB01536,BE0000592,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01536
DB01536,BE0002090,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01536
DB01536,BE0001638,target,inducer,unknown,,,DrugBank,drugbank_id,DB01536
DB01536,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01536
DB01536,BE0000592,enzyme,inhibitor,unknown,,,DrugBank,drugbank_id,DB01536
DB01537,BE0000533,target,antagonist,yes,,,DrugBank,drugbank_id,DB01537
DB01537,BE0000451,target,antagonist,yes,,,DrugBank,drugbank_id,DB01537
DB01541,BE0000132,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01541
DB01544,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB01544
DB01544,BE0008668,target,ligand,yes,,,DrugBank,drugbank_id,DB01544
DB01544,BE0000736,target,modulator,unknown,,,DrugBank,drugbank_id,DB01544
DB01544,BE0003336,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01544
DB01544,BE0003679,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB01544
DB01544,BE0003549,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01544
DB01544,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB01544
DB01544,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01544
DB01544,BE0003533,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01544
DB01544,BE0003541,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01544
DB01544,BE0003677,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB01544
DB01544,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01544
DB01545,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB01545
DB01545,BE0008668,target,ligand,yes,,,DrugBank,drugbank_id,DB01545
DB01551,BE0000770,target,agonist,yes,,,DrugBank,drugbank_id,DB01551
DB01551,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01551
DB01551,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01551
DB01553,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB01553
DB01553,BE0008668,target,ligand,yes,,,DrugBank,drugbank_id,DB01553
DB01556,BE0000749,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01556
DB01558,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB01558
DB01558,BE0008668,target,ligand,yes,,,DrugBank,drugbank_id,DB01558
DB01558,BE0002433,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01558
DB01558,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01558
DB01558,BE0003533,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01558
DB01559,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB01559
DB01559,BE0008668,target,ligand,yes,,,DrugBank,drugbank_id,DB01559
DB01559,BE0000736,target,modulator,unknown,,,DrugBank,drugbank_id,DB01559
DB01559,BE0003549,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01559
DB01559,BE0003611,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB01559
DB01559,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01559
DB01559,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01559
DB01562,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01562
DB01564,BE0000132,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01564
DB01565,BE0000770,target,agonist,yes,,,DrugBank,drugbank_id,DB01565
DB01565,BE0000632,target,agonist,yes,,,DrugBank,drugbank_id,DB01565
DB01565,BE0000420,target,agonist,yes,,,DrugBank,drugbank_id,DB01565
DB01565,BE0001063,target,agonist,unknown,,,DrugBank,drugbank_id,DB01565
DB01565,BE0000947,target,modulator,unknown,,,DrugBank,drugbank_id,DB01565
DB01567,BE0000795,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01567
DB01567,BE0000381,target,potentiator,yes,,,DrugBank,drugbank_id,DB01567
DB01567,BE0000523,target,potentiator,yes,,,DrugBank,drugbank_id,DB01567
DB01567,BE0000471,target,potentiator,yes,,,DrugBank,drugbank_id,DB01567
DB01567,BE0003593,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01567
DB01567,BE0003592,target,modulator,yes,,,DrugBank,drugbank_id,DB01567
DB01567,BE0003594,target,modulator,unknown,,,DrugBank,drugbank_id,DB01567
DB01567,BE0002344,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01567
DB01567,BE0002346,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01567
DB01567,BE0002345,target,agonist,yes,,,DrugBank,drugbank_id,DB01567
DB01567,BE0003599,target,,unknown,,,DrugBank,drugbank_id,DB01567
DB01567,BE0003595,target,,unknown,,,DrugBank,drugbank_id,DB01567
DB01567,BE0003596,target,,unknown,,,DrugBank,drugbank_id,DB01567
DB01567,BE0000129,target,potentiator,yes,,,DrugBank,drugbank_id,DB01567
DB01567,BE0003598,target,potentiator,yes,,,DrugBank,drugbank_id,DB01567
DB01567,BE0003619,target,potentiator,yes,,,DrugBank,drugbank_id,DB01567
DB01567,BE0000736,target,modulator,unknown,,,DrugBank,drugbank_id,DB01567
DB01569,BE0000131,target,substrate,unknown,,,DrugBank,drugbank_id,DB01569
DB01576,BE0000118,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01576
DB01576,BE0000486,target,agonist|substrate,unknown,,,DrugBank,drugbank_id,DB01576
DB01576,BE0000647,target,negative modulator,yes,,,DrugBank,drugbank_id,DB01576
DB01576,BE0001044,target,agonist,yes,,,DrugBank,drugbank_id,DB01576
DB01576,BE0000575,target,agonist,yes,,,DrugBank,drugbank_id,DB01576
DB01576,BE0004888,target,agonist,unknown,,,DrugBank,drugbank_id,DB01576
DB01576,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01576
DB01576,BE0001222,enzyme,substrate,no,,,DrugBank,drugbank_id,DB01576
DB01576,BE0000647,transporter,negative modulator,yes,,,DrugBank,drugbank_id,DB01576
DB01577,BE0000647,target,negative modulator,yes,,,DrugBank,drugbank_id,DB01577
DB01577,BE0000749,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01577
DB01577,BE0000486,target,agonist|substrate,unknown,,,DrugBank,drugbank_id,DB01577
DB01577,BE0000118,target,inhibitor,yes,,,DrugBank,drugbank_id,DB01577
DB01577,BE0004674,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01577
DB01577,BE0001044,target,agonist,yes,,,DrugBank,drugbank_id,DB01577
DB01577,BE0000289,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01577
DB01577,BE0000572,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01577
DB01577,BE0000342,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01577
DB01577,BE0002198,target,cofactor,unknown,,,DrugBank,drugbank_id,DB01577
DB01577,BE0002196,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB01577
DB01577,BE0000575,target,agonist,yes,,,DrugBank,drugbank_id,DB01577
DB01577,BE0000756,target,binder,unknown,,,DrugBank,drugbank_id,DB01577
DB01577,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01577
DB01577,BE0003650,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB01577
DB01577,BE0000106,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB01577
DB01579,BE0000501,target,agonist,yes,,,DrugBank,drugbank_id,DB01579
DB01579,BE0000486,target,agonist|substrate,unknown,,,DrugBank,drugbank_id,DB01579
DB01579,BE0000575,target,agonist,yes,,,DrugBank,drugbank_id,DB01579
DB01580,BE0000172,target,,unknown,,,DrugBank,drugbank_id,DB01580
DB01580,BE0001012,target,agonist,unknown,,,DrugBank,drugbank_id,DB01580
DB01580,BE0000694,target,,unknown,,,DrugBank,drugbank_id,DB01580
DB01580,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01580
DB01580,BE0003647,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB01580
DB01581,BE0000803,target,binder,unknown,,,DrugBank,drugbank_id,DB01581
DB01581,BE0000530,carrier,inhibitor,unknown,,,DrugBank,drugbank_id,DB01581
DB01582,BE0000803,target,binder,unknown,,,DrugBank,drugbank_id,DB01582
DB01582,BE0004429,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01582
DB01582,BE0000530,carrier,inhibitor,unknown,,,DrugBank,drugbank_id,DB01582
DB01583,BE0000687,target,agonist,yes,,,DrugBank,drugbank_id,DB01583
DB01583,BE0000315,target,agonist,yes,,,DrugBank,drugbank_id,DB01583
DB01583,BE0002887,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01583
DB01583,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01583
DB01583,BE0000337,carrier,,unknown,,,DrugBank,drugbank_id,DB01583
DB01583,BE0000537,carrier,inhibitor,no,,,DrugBank,drugbank_id,DB01583
DB01583,BE0000530,carrier,inhibitor,unknown,,,DrugBank,drugbank_id,DB01583
DB01583,BE0003642,transporter,substrate,no,,,DrugBank,drugbank_id,DB01583
DB01583,BE0001004,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB01583
DB01583,BE0003659,transporter,inhibitor,no,,,DrugBank,drugbank_id,DB01583
DB01583,BE0003653,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB01583
DB01583,BE0003644,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB01583
DB01583,BE0003660,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB01583
DB01583,BE0003656,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB01583
DB01583,BE0003645,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB01583
DB01583,BE0000178,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB01583
DB01583,BE0003654,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB01583
DB01583,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB01583
DB01586,BE0000622,target,substrate,unknown,,,DrugBank,drugbank_id,DB01586
DB01586,BE0000741,target,activator,unknown,,,DrugBank,drugbank_id,DB01586
DB01586,BE0009869,target,modulator,unknown,,,DrugBank,drugbank_id,DB01586
DB01586,BE0001777,target,partial agonist,unknown,,,DrugBank,drugbank_id,DB01586
DB01586,BE0004866,enzyme,inhibitor,unknown,moderate,,DrugBank,drugbank_id,DB01586
DB01586,BE0000703,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB01586
DB01586,BE0003642,transporter,substrate,no,,,DrugBank,drugbank_id,DB01586
DB01586,BE0001069,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB01586
DB01586,BE0001188,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB01586
DB01586,BE0003643,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB01586
DB01586,BE0003644,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB01586
DB01586,BE0010211,transporter,upregulator,unknown,,,DrugBank,drugbank_id,DB01586
DB01587,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB01587
DB01587,BE0008668,target,ligand,yes,,,DrugBank,drugbank_id,DB01587
DB01587,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01587
DB01587,BE0000530,carrier,inhibitor,unknown,,,DrugBank,drugbank_id,DB01587
DB01587,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB01587
DB01588,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB01588
DB01588,BE0008668,target,ligand,yes,,,DrugBank,drugbank_id,DB01588
DB01588,BE0000736,target,modulator,unknown,,,DrugBank,drugbank_id,DB01588
DB01588,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01588
DB01589,BE0004797,target,positive allosteric modulator,yes,,,DrugBank,drugbank_id,DB01589
DB01589,BE0008668,target,ligand,yes,,,DrugBank,drugbank_id,DB01589
DB01589,BE0000736,target,modulator,unknown,,,DrugBank,drugbank_id,DB01589
DB01589,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01589
DB01589,BE0003536,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01589
DB01589,BE0002793,enzyme,inducer,unknown,,weak,DrugBank,drugbank_id,DB01589
DB01590,BE0002386,target,potentiator,yes,,,DrugBank,drugbank_id,DB01590
DB01590,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01590
DB01590,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01590
DB01590,BE0001004,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB01590
DB01590,BE0003659,transporter,inhibitor,no,,,DrugBank,drugbank_id,DB01590
DB01590,BE0003642,transporter,substrate,no,,,DrugBank,drugbank_id,DB01590
DB01590,BE0001032,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB01590
DB01591,BE0000045,target,agonist,yes,,,DrugBank,drugbank_id,DB01591
DB01591,BE0000560,target,agonist,unknown,,,DrugBank,drugbank_id,DB01591
DB01591,BE0000405,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01591
DB01591,BE0000247,target,antagonist,unknown,,,DrugBank,drugbank_id,DB01591
DB01591,BE0000092,target,agonist,yes,,,DrugBank,drugbank_id,DB01591
DB01591,BE0003543,enzyme,inhibitor,no,unknown,,DrugBank,drugbank_id,DB01591
DB01591,BE0002363,enzyme,inhibitor,unknown,weak,,DrugBank,drugbank_id,DB01591
DB01591,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB01591
DB01591,BE0004879,carrier,binder,unknown,,,DrugBank,drugbank_id,DB01591
DB01592,BE0000130,target,activator,yes,,,DrugBank,drugbank_id,DB01592
DB01592,BE0008725,target,,unknown,,,DrugBank,drugbank_id,DB01592
DB01592,BE0002217,target,cofactor,unknown,,,DrugBank,drugbank_id,DB01592
DB01592,BE0001608,target,cofactor,unknown,,,DrugBank,drugbank_id,DB01592
DB01592,BE0008990,target,,unknown,,,DrugBank,drugbank_id,DB01592
DB01592,BE0008991,target,,unknown,,,DrugBank,drugbank_id,DB01592
DB01592,BE0000399,target,other,yes,,,DrugBank,drugbank_id,DB01592
DB01592,BE0009013,target,,unknown,,,DrugBank,drugbank_id,DB01592
