name,mesh_id,source
Organophosphorus Compounds,D009943,DrugBank
Aminoalkyl Ethers,,DrugBank
Antihistamines for Systemic Use,,DrugBank
Antihistamines for Topical Use,,DrugBank
Antipruritics,D000982,DrugBank
Histamine Agents,D018494,DrugBank
Pyrrolidines,D011759,DrugBank
Glycoside Hydrolase Inhibitors,D065089,DrugBank
Trisaccharides,D014312,DrugBank
BCRP/ABCG2 Inducers,,DrugBank
Hexanols,D000441,DrugBank
Norepinephrine Uptake Inhibitors,,DrugBank
Serotonin and Noradrenaline Reuptake Inhibitors,D000068760,DrugBank
Estradiol Congeners,D045166,DrugBank
"Estrogens, Conjugated (USP)",D004966,DrugBank
Gonadal Hormones,D042341,DrugBank
Gonadal Steroid Hormones,D012739,DrugBank
Inflammation Mediators,D018836,DrugBank
Ophthalmics,,DrugBank
Prostaglandin analogs reducing intraocular pressure (IOP),,DrugBank
Prostaglandins,D011453,DrugBank
"Prostaglandins F, Synthetic",D011461,DrugBank
"Prostaglandins, Synthetic",D011465,DrugBank
Miscellaneous Central Nervous System Agents,,DrugBank
Norepinephrine Reuptake Inhibitor,,DrugBank
"Antibiotics, Antineoplastic",D000903,DrugBank
Cytoprotective Agent,,DrugBank
Cytotoxic Antibiotics and Related Substances,,DrugBank
Glycopeptides,D006020,DrugBank
"Hydrocarbons, Halogenated",D006846,DrugBank
Mustard Compounds,D009150,DrugBank
Nitrogen Mustard Analogues,,DrugBank
Nitrogen Mustard Compounds,D009588,DrugBank
"Anesthetics, Intravenous",D018686,DrugBank
Folic Acid Analogues,,DrugBank
"Thymidylate Synthase, antagonists & inhibitors",,DrugBank
Combination Contraceptives (with Estrogen and derivatives),,DrugBank
"Contraceptive Agents, Hormonal",D000080066,DrugBank
Intravaginal Contraceptives,C516519,DrugBank
Norpregnanes,D009650,DrugBank
Norpregnenes,D009652,DrugBank
Norsteroids,D009654,DrugBank
Progesterone Congeners,D045167,DrugBank
Progestins,D011372,DrugBank
High-risk opioids,,DrugBank
Natural Opium Alkaloids,,DrugBank
Opiate Alkaloids,D053610,DrugBank
Phenanthrenes,D010616,DrugBank
Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor,,DrugBank
Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors,,DrugBank
Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor,,DrugBank
Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,,DrugBank
Nucleoside and Nucleotide Reverse Transcriptase Inhibitors,,DrugBank
Tenofovir and prodrugs,,DrugBank
Beta-Lactam Antibacterials,,DrugBank
Beta-Lactamase Resistant Penicillins,,DrugBank
Penicillins,D010406,DrugBank
Cyclohexanecarboxylic Acids,D003509,DrugBank
Decreased Fibrinolysis,,DrugBank
Carbapenems,D015780,DrugBank
Penem Antibacterial,,DrugBank
"Contraceptives, Oral",D003276,DrugBank
"Contraceptives, Oral, Hormonal",D003278,DrugBank
"Contraceptives, Oral, Synthetic",D003280,DrugBank
Progestin Contraceptives,,DrugBank
"Progestogens and Estrogens, Sequential Preparations",,DrugBank
Azirines,D001389,DrugBank
Cross-Linking Reagents,D003432,DrugBank
Indolequinones,D045563,DrugBank
Mitomycins,D008937,DrugBank
"Barbiturates, Plain",,DrugBank
Cytochrome P-450 CYP3A4 Inducers (moderate),,DrugBank
Retinoids,D012176,DrugBank
Retinoids for cancer treatment,,DrugBank
Tetrahydronaphthalenes,D013764,DrugBank
Antimitotic Agents,D050256,DrugBank
"Antineoplastic Agents, Phytogenic",D000972,DrugBank
Mitosis Modulators,D050258,DrugBank
Tubulin Modulators,D050257,DrugBank
Vinca Alkaloids,D014748,DrugBank
Benzophenones,D001577,DrugBank
Imides,D007094,DrugBank
Isoindoles,D054833,DrugBank
Ketones,D007659,DrugBank
Low-Ceiling Diuretics and Potassium-Sparing Agents,,DrugBank
"Low-Ceiling Diuretics, Excl. Thiazides",,DrugBank
Phthalimides,D010797,DrugBank
Thiazide-like Diuretic,,DrugBank
Benzothiazoles,D052160,DrugBank
Carbonic Anhydrase Inhibitors,D002257,DrugBank
"Adjuvants, Anesthesia",D000759,DrugBank
Cytochrome P-450 CYP2A6 Inducers (strong),,DrugBank
Antimanic Agents,D018692,DrugBank
Fatty Acid Derivatives,,DrugBank
Histone Deacetylase Inhibitors,D056572,DrugBank
Mood Stabilizer,,DrugBank
OAT3/SLC22A8 Substrates with a Narrow Therapeutic Index,,DrugBank
Pentanoic Acids,D010421,DrugBank
UGT1A3 Substrates with a Narrow Therapeutic Index,,DrugBank
UGT2B7 Substrates with a Narrow Therapeutic Index,,DrugBank
Valerates,D014631,DrugBank
Aminoglycoside Antibacterials,D000617,DrugBank
Drugs that are Mainly Renally Excreted with a Narrow Therapeutic Index,,DrugBank
Acetaminophen and Prodrugs,,DrugBank
Antipyretics,D058633,DrugBank
Miscellaneous Analgesics and Antipyretics,,DrugBank
Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,,DrugBank
Kinase Inhibitor,,DrugBank
Protein Kinase Inhibitors,D047428,DrugBank
Quinazolines,D011799,DrugBank
Tyrosine Kinase Inhibitors,D000092004,DrugBank
Antitussive Agents,D000996,DrugBank
Cough and Cold Preparations,,DrugBank
Morphinans,D009019,DrugBank
Morphine Derivatives,D009022,DrugBank
Opium Alkaloids and Derivatives,,DrugBank
Extended-spectrum Penicillins,,DrugBank
Penicillin G,D010400,DrugBank
Penicillins With Extended Spectrum,,DrugBank
Ergotamine Derivative,,DrugBank
Ergotamines,D004879,DrugBank
Sympatholytic (Adrenergic Blocking) Agents,,DrugBank
"Antidepressive Agents, Tricyclic",D000929,DrugBank
Non-Selective Monoamine Reuptake Inhibitors,,DrugBank
Tertiary amine tricyclic antidepressants,,DrugBank
Tricyclics and Other Norepinephrine-reuptake Inhibitors,,DrugBank
Deoxyuridine,D003857,DrugBank
Pyrimidine Analogues,,DrugBank
Pyrimidine Nucleosides,D011741,DrugBank
COMT Inhibitors,D065098,DrugBank
Nitro Compounds,D009574,DrugBank
Nitrophenols,D009596,DrugBank
Pregnadienediols,D011244,DrugBank
Anions,D000838,DrugBank
"Arteriolar Smooth Muscle, Agents Acting On",,DrugBank
Cyanides,D003486,DrugBank
Direct Vasodilators,,DrugBank
Electrolytes,D004573,DrugBank
Ferric Compounds,D005290,DrugBank
Ferricyanides,D005292,DrugBank
Ions,D007477,DrugBank
Iron Compounds,D058085,DrugBank
Nitrates and Nitrites,,DrugBank
Nitric Oxide Donors,D020030,DrugBank
Nitroferricyanide Derivatives,,DrugBank
Vasodilation,D014664,DrugBank
Mineral Supplements,,DrugBank
Semi-synthetic Opioids,,DrugBank
Acetic Acid Derivatives and Related Substances,,DrugBank
Antiinflammatory and Antirheumatic Products,,DrugBank
"Antiinflammatory and Antirheumatic Products, Non-Steroids",,DrugBank
"Antiinflammatory Preparations, Non-Steroids for Topical Use",,DrugBank
Other Nonsteroidal Anti-inflammatory Agents,,DrugBank
Tocolytic Agents,D015149,DrugBank
Topical Products for Joint and Muscular Pain,,DrugBank
UGT2B7 Inhibitors,,DrugBank
Diamines,D003959,DrugBank
Ethylenediamines,D005029,DrugBank
Biguanides,D001645,DrugBank
MATE 1 Substrates,,DrugBank
MATE 2 Substrates,,DrugBank
MATE substrates,,DrugBank
Antimuscarinics Antispasmodics,,DrugBank
Atropine Derivatives,D001286,DrugBank
Belladonna Alkaloids,D001533,DrugBank
Diphenylpropylamine Derivatives,,DrugBank
Drugs Used in Opioid Dependence,,DrugBank
"Diazepines, Oxazepines, Thiazepines and Oxepines",,DrugBank
Histamine H2 Antagonists,D006635,DrugBank
QTc shortening agents,,DrugBank
"Agents for Dermatitis, Excluding Corticosteroids",,DrugBank
mTOR Inhibitors,D000091203,DrugBank
"Peptidylprolyl Isomerase, antagonists & inhibitors",,DrugBank
Tertiary Amines,,DrugBank
Xanthenes,D014966,DrugBank
Decongestants and Antiallergics,,DrugBank
"Histamine H1 Antagonists, Non-Sedating",D039563,DrugBank
Piperazine Derivatives,,DrugBank
Benzhydryl Compounds,D001559,DrugBank
Benzothiazepine Derivatives,,DrugBank
Calcium Channel Blockers (Nondihydropyridine),,DrugBank
Miscellaneous Calcium-channel Blocking Agents,,DrugBank
Selective Calcium Channel Blockers With Direct Cardiac Effects,,DrugBank
Benzocycloheptenes,D001567,DrugBank
Dibenzocycloheptenes,D003986,DrugBank
Aminohippuric Acids,D000618,DrugBank
Benzamides and benzamide derivatives,D001549,DrugBank
Hippurates,D006626,DrugBank
Keto Acids,D007651,DrugBank
Tests for Renal Function and Ureteral Injuries,,DrugBank
Drugs Used in Benign Prostatic Hypertrophy,,DrugBank
Peripheral alpha-1 blockers,,DrugBank
Prostatic Hyperplasia,D011470,DrugBank
Selective Alfa-1-adrenergic Blocking Agents,,DrugBank
Oxazolidine Derivatives,,DrugBank
GABA-A Receptor Agonists,D058785,DrugBank
UGT1A4 Inhibitors,,DrugBank
Arteriolar Vasodilation,,DrugBank
Arteriolar Vasodilator,,DrugBank
Potassium Channel Opener,,DrugBank
Pyrimidine Derivatives,,DrugBank
Appetite Stimulants,D019167,DrugBank
Megestrol,D008535,DrugBank
Pregnadien Derivatives,,DrugBank
Thiopurine Analogs,,DrugBank
Ergonovine,D004874,DrugBank
Monobactam Antibacterial,,DrugBank
Monobactams,D008997,DrugBank
Benzoxazoles and derivatives,D001583,DrugBank
Centrally-mediated Muscle Relaxation,,DrugBank
"Oxazol, Thiazine, and Triazine Derivatives",,DrugBank
Aromatase Inhibitors,D047072,DrugBank
Estrogen Antagonists,D004965,DrugBank
Hormone Antagonists and Related Agents,,DrugBank
Piperidones,D010881,DrugBank
Aminoquinolines,D000634,DrugBank
Antimalarial methanolquinolines,,DrugBank
Coccidiostats,D003049,DrugBank
Intermediate-Acting Antibacterial Sulfonamides,,DrugBank
Nitric Oxide Synthase,D019001,DrugBank
Phenylalanine Hydroxylase Activator,,DrugBank
Phenylalanine Hydroxylase Activators,,DrugBank
Echinocandin Antifungal,,DrugBank
Echinocandins,D054714,DrugBank
Dibenzazepines,D003984,DrugBank
GABA Antagonists,D018756,DrugBank
Serotonin 5-HT1A Receptor Antagonists,D058829,DrugBank
Aluminium Compounds,D017607,DrugBank
Aluminum Complex,,DrugBank
Gastric Cytoprotectants,,DrugBank
Metal cations,D002412,DrugBank
Metal divalent cations,,DrugBank
Protectants,,DrugBank
Thioglycosides,D013865,DrugBank
Ethanolamine Derivatives,,DrugBank
Inhibit Ovum Fertilization,,DrugBank
Progestin-containing Intrauterine Device,,DrugBank
Adrenergic beta-1 Receptor Agonists,D058665,DrugBank
Adrenergic beta-3 Receptor Agonists,D058667,DrugBank
Alpha-and Beta-adrenergic Agonists,,DrugBank
Epinephrine and similars,D004837,DrugBank
"Norepinephrine, antagonists & inhibitors",,DrugBank
Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor,,DrugBank
Cytosine,D003596,DrugBank
Nucleosides and Nucleotides,,DrugBank
Adrenergic alpha-2 Receptor Antagonists,D058669,DrugBank
"Antidepressive Agents, Tetracyclic",,DrugBank
Serotonin 5-HT3 Receptor Antagonists,D058831,DrugBank
Carbamates,D002219,DrugBank
Phenothiazine Derivatives,,DrugBank
Phenothiazines,D010640,DrugBank
"Beta Blocking Agents, Non-Selective",,DrugBank
"Beta Blocking Agents, Non-Selective, and Thiazides",,DrugBank
"EENT Drugs, Miscellaneous",,DrugBank
Thiadiazoles,D013830,DrugBank
Prostacyclin Analogues,,DrugBank
Prostacycline Vasodilator,,DrugBank
Prostaglandins I,D044062,DrugBank
Anion Exchange Resins,D000837,DrugBank
Bile Acid Sequestrants,,DrugBank
Bile-acid Binding Activity,,DrugBank
Non-statin Hypolipidemic Agents Indicated for Hyperlipidemia,,DrugBank
Antiemetic Serotonin 5-HT3 Receptor Antagonists,,DrugBank
Antiemetics and Antinauseants,,DrugBank
Quinuclidines,D011812,DrugBank
Serotonin 3 Receptor Antagonists,,DrugBank
Phenyl Ethers,D010647,DrugBank
Diketopiperazines,D054659,DrugBank
Calcium Channel Blockers and Diuretics,,DrugBank
Anti-Dementia Drugs,,DrugBank
"Synthetic Anticholinergics, Esters With Tertiary Amino Group",,DrugBank
Decreased Renal K+ Excretion,,DrugBank
Epithelial Sodium Channel Blockers,D062686,DrugBank
Potassium-Sparing Diuretics,D062865,DrugBank
Anthracycline Topoisomerase Inhibitor,,DrugBank
Anthracyclines,D018943,DrugBank
Anthracyclines and Related Substances,,DrugBank
Mydriatics and Cycloplegics,,DrugBank
Nasal Decongestants,D014663,DrugBank
Nasal Decongestants for Systemic Use,,DrugBank
Sympathomimetic (Adrenergic) Agents,,DrugBank
Sympathomimetics Excl. Antiglaucoma Preparations,,DrugBank
Sympathomimetics Used as Decongestants,,DrugBank
"Sympathomimetics, Plain",,DrugBank
Antithyroid agents,D013956,DrugBank
Sulfur-Containing Imidazole Derivatives,,DrugBank
Cardanolides,D002297,DrugBank
Cardenolides,D002298,DrugBank
Cardiac Glycosides,D002301,DrugBank
Digitalis Glycosides,D004071,DrugBank
Digoxin and derivatives,D004077,DrugBank
"Digoxin, antagonists & inhibitors",,DrugBank
"Digoxin, immunology",,DrugBank
Nicotinic Acids,D009539,DrugBank
"Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents",,DrugBank
Corticosteroids Acting Locally,,DrugBank
"Steroids, Chlorinated",D013258,DrugBank
Carbamic Acid Esters,,DrugBank
Corpus Luteum Hormones,D003339,DrugBank
Pregnenediones,D011282,DrugBank
Progesterone and Derivatives,D011374,DrugBank
"Progesterone, antagonists & inhibitors",,DrugBank
Phenylurea Compounds,D010671,DrugBank
Antifungals for Systemic Use,,DrugBank
Decreased Mitosis,,DrugBank
Microtubule Inhibition,,DrugBank
Tubulin Inhibiting Agent,,DrugBank
Decreased Blood Pressure,,DrugBank
Hypnotics (Nonbenzodiazepine),,DrugBank
Miscellaneous Anxiolytics Sedatives and Hypnotics,,DrugBank
Zopiclone and prodrugs,,DrugBank
Triazolobenzodiazepines,,DrugBank
Substituted Alkylamines,,DrugBank
Glycosaminoglycans,D006025,DrugBank
Heparin (Low Molecular Weight),D006495,DrugBank
Heparin and similars,D006493,DrugBank
Antipsychotic Agents (First Generation [Typical]),,DrugBank
Dibenzoxazepines,D003989,DrugBank
Miscellaneous Antipsychotics,,DrugBank
Bromobenzoates,D001970,DrugBank
Antibiotics for Topical Use,,DrugBank
Epoxy Compounds,D004852,DrugBank
"Ethers, Cyclic",D004988,DrugBank
RNA Synthetase Inhibitor Antibacterial,,DrugBank
RNA Synthetase Inhibitors,,DrugBank
Choline Esters,,DrugBank
Miotics,D008916,DrugBank
Parasympathomemetic (Cholinergic) Agents,,DrugBank
Peroxisome Proliferator Receptor gamma Agonist,,DrugBank
Peroxisome Proliferator-activated Receptor Activity,,DrugBank
Restless Legs Syndrome,D012148,DrugBank
Aminopenicillins,,DrugBank
Benzylisoquinolines,D044182,DrugBank
Neuromuscular-Blocking Agents (Nondepolarizing),D003473,DrugBank
Tetrahydroisoquinolines,D044005,DrugBank
Beta-Lactamase Sensitive Penicillins,,DrugBank
Natural Penicillins,,DrugBank
Adjuvants,,DrugBank
"Amino Acids, Branched-Chain",D000597,DrugBank
Phenothiazines With Aliphatic Side-Chain,,DrugBank
Mineralocorticoid (Aldosterone) Receptor Antagonists,,DrugBank
Mineralocorticoid Receptor Antagonists,D000451,DrugBank
Methylphenidate and isomer,,DrugBank
Phenylcarbamates,D048448,DrugBank
"Belladonna Alkaloids, Tertiary Amines",,DrugBank
"Belladonna and Derivatives, Plain",,DrugBank
Central Nervous System Depression,,DrugBank
gamma-Aminobutyric Acid A Receptor Positive Modulator,,DrugBank
"Sleep Aids, Pharmaceutical",D000068776,DrugBank
Nucleoside Analog Antiviral,,DrugBank
Nucleoside Metabolic Inhibitor,,DrugBank
Phenothiazines With Piperazine Structure,,DrugBank
Schizophrenia,D012559,DrugBank
Miscellaneous Derivatives,,DrugBank
Endothelium-Dependent Relaxing Factors,D045462,DrugBank
Free Radical Scavengers,D016166,DrugBank
Free Radicals,D005609,DrugBank
Gases,D005740,DrugBank
Gasotransmitters,D064426,DrugBank
Nitrogen Oxides,D009589,DrugBank
Oxides,D010087,DrugBank
Oxygen Compounds,D017601,DrugBank
Reactive Nitrogen Species,D026361,DrugBank
Preparations Inhibiting Uric Acid Production,,DrugBank
Uricosuric Agents,D014528,DrugBank
Xanthine Oxidase Inhibitors,,DrugBank
beta Lactam Antibiotics,D000097902,DrugBank
Renal Agents,D012076,DrugBank
Trimethoprim and Derivatives,,DrugBank
Cytidine Deaminase Substrates,,DrugBank
Deoxycytidine,D003841,DrugBank
"Ribonucleotide Reductases, antagonists & inhibitors",,DrugBank
Hepatitis B virus,D006515,DrugBank
Nucleoside Reverse Transcriptase Inhibitors,,DrugBank
"Corticosteroids for Systemic Use, Plain",,DrugBank
Cytochrome P-450 CYP2C8 Inducers (strength unknown),,DrugBank
Cytochrome P-450 CYP3A5 Inducers (weak),,DrugBank
Ophthalmological and Otological Preparations,,DrugBank
Glucosides,D005960,DrugBank
Podophyllotoxin Derivatives,,DrugBank
Amphenicols,D002701,DrugBank
Nitrobenzenes,D009578,DrugBank
Propylene Glycols,D011409,DrugBank
Inhibition Gastric Acid Secretion,,DrugBank
Sympathomimetics in Glaucoma Therapy,,DrugBank
Butyrophenone Derivatives,,DrugBank
Butyrophenones,D002090,DrugBank
Medicated Dressings,,DrugBank
Medicated Dressings With Antiinfectives,,DrugBank
Isonipecotic Acids,D007540,DrugBank
Phenylpiperidine opioids,,DrugBank
Loratadine and derivatives,,DrugBank
First-Generation Cephalosporins,D000097904,DrugBank
Alpha-Adrenoreceptor Antagonists and Diuretics,,DrugBank
Photoabsorption,,DrugBank
Photoenhancer,,DrugBank
Photosensitizing Activity,,DrugBank
Porphyrins,D011166,DrugBank
Butanones,D002074,DrugBank
COX-2 Inhibitors,D052246,DrugBank
Selective Cyclooxygenase 2 Inhibitors (NSAIDs),,DrugBank
Scopolamine Derivatives,D012602,DrugBank
Barbiturates and Derivatives,,DrugBank
Cinchona Alkaloids,D002930,DrugBank
Herbs (Hypotensive Properties),,DrugBank
Oxicams,,DrugBank
Cannabinoid Receptor Agonists,D063386,DrugBank
Cannabinoids and similars,D063385,DrugBank
Hallucinogens,D006213,DrugBank
Miscellaneous Antiemetics,,DrugBank
Hydrogen Sulfide,D006862,DrugBank
Leukotriene Antagonists,D020024,DrugBank
Leukotriene Modifiers,,DrugBank
Cytochrome P-450 CYP2D6 Inhibitors (strong),,DrugBank
Cytosine Nucleotides,D003597,DrugBank
Nucleotides,D009711,DrugBank
Pyrimidine Nucleotides,D011742,DrugBank
Ribonucleotides,D012265,DrugBank
Phthalic Acids,D010795,DrugBank
Thalidomide Analog,,DrugBank
Estrogen Agonist-antagonists,,DrugBank
Estrogen Agonist/Antagonist,,DrugBank
Estrogen Receptor Modulators,D020847,DrugBank
Selective Estrogen Receptor Modulators,D020845,DrugBank
Cyclooxygenase-2 (COX-2) Inhibitors,,DrugBank
Pyrazoles,D011720,DrugBank
Quinoxalines,D011810,DrugBank
Triazines,D014227,DrugBank
Cardiac Rhythm Alteration,,DrugBank
Azaspirodecanedione Derivatives,,DrugBank
Spiro Compounds,D013141,DrugBank
Imines,D007097,DrugBank
Imino Pyranoses,D050112,DrugBank
Imino Sugars,D050111,DrugBank
Imino Acids,D007098,DrugBank
Phosphinic Acids,D010721,DrugBank
Dideoxynucleosides,D015224,DrugBank
Indans,D007189,DrugBank
Indenes,D007192,DrugBank
Androgen Receptor Antagonists,D059002,DrugBank
Androgen Receptor Inhibitors,,DrugBank
Antiandrogens,D000726,DrugBank
"Antiandrogens, non-steroidal",,DrugBank
Chemically-Induced Disorders,D064419,DrugBank
Antivirals for treatment of HCV infections,,DrugBank
Cytochrome P-450 CYP2B6 Inducers (weak),,DrugBank
UDP Glucuronosyltransferases Inducers,,DrugBank
Glycopeptide Antibacterials,,DrugBank
Intestinal Antiinfectives,,DrugBank
Aminocaproates,D000614,DrugBank
Caproates,D002208,DrugBank
Excitatory Amino Acid Agents,D018683,DrugBank
Excitatory Amino Acid Antagonists,D018691,DrugBank
Sigma-1 Agonist,,DrugBank
Sigma-1 Receptor Agonists,,DrugBank
UGT2B17 substrates,,DrugBank
Uncompetitive N-methyl-D-aspartate Receptor Antagonist,,DrugBank
Uncompetitive NMDA Receptor Antagonists,,DrugBank
Chlorine Compounds,D017606,DrugBank
Platinum Compounds,D017671,DrugBank
Anthelmintics,D000871,DrugBank
Anticestodal Agents,D000923,DrugBank
Antihelminthic,,DrugBank
Antinematodal Agents,D000969,DrugBank
Antiplatyhelmintic Agents,D000980,DrugBank
Benzimidazole Derivatives,,DrugBank
Cytochrome P-450 CYP1A2 Inducers (strong),,DrugBank
Alkenes,D000475,DrugBank
Carotenoids,D002338,DrugBank
Cyclohexenes,D053138,DrugBank
"Hydrocarbons, Acyclic",D006839,DrugBank
Polyenes,D011090,DrugBank
Vitamin A,D014801,DrugBank
Quinazolinones,D052999,DrugBank
Cell-mediated Immunity,D007111,DrugBank
Increased Histamine Release,,DrugBank
Standardized Chemical Allergen,,DrugBank
Chelating Activity,,DrugBank
Phosphonic Acid Derivatives,,DrugBank
Pyrophosphate Analog DNA Polymerase Inhibitor,,DrugBank
Mutagens,D009153,DrugBank
Myeloablative Agonists,D019653,DrugBank
Phosphoramide Mustards,D010752,DrugBank
Phosphoramides,D063088,DrugBank
Acetylcholine Releasing Agent,,DrugBank
Increased Acetylcholine Activity,,DrugBank
Anti-Estrogens,,DrugBank
Fluoropyrimidines,,DrugBank
Fluorouracil and prodrugs,D005472,DrugBank
Pyridinium Compounds,D011726,DrugBank
Decreased Protein Synthesis,,DrugBank
Decreased Sebaceous Gland Activity,,DrugBank
Thiouracil,D013889,DrugBank
Thiouracils,,DrugBank
Thyroid Hormone Synthesis Inhibitor,,DrugBank
Thyroid Hormone Synthesis Inhibitors,,DrugBank
Adenosine Deaminase Inhibitors,D058892,DrugBank
Coformycin,D003070,DrugBank
Formycins,D005573,DrugBank
Antipsoriatics for Systemic Use,,DrugBank
Coloring Agents,D004396,DrugBank
Furocoumarins,D011564,DrugBank
Photoactivated Radical Generator,,DrugBank
Photosensitizing Agents for Phototherapy,,DrugBank
Psoralens for Systemic Use,,DrugBank
Psoralens for Topical Use,,DrugBank
"Hydrocarbons, Fluorinated",D006845,DrugBank
Microspheres,D008863,DrugBank
Ultrasound Contrast Activity,,DrugBank
Ultrasound Contrast Media,,DrugBank
Diphenylmethane Derivatives,,DrugBank
Neuraminic Acids,D009438,DrugBank
Sialic Acids,D012794,DrugBank
Antihypertensives for Pulmonary Arterial Hypertension,,DrugBank
Cytochrome P-450 CYP2C9 Inducers (moderate),,DrugBank
Endothelin Receptor Antagonists,D065128,DrugBank
Glycylcyclines,,DrugBank
Increased Medullary Respiratory Drive,,DrugBank
Pyrrolidinones,D011760,DrugBank
Stimulants,,DrugBank
Abortifacient Agents,D000019,DrugBank
"Abortifacient Agents, Nonsteroidal",D000020,DrugBank
Carboxamide Derivatives,,DrugBank
Cytochrome P-450 CYP3A5 Inducers (strong),,DrugBank
UGT1A6 inducer,,DrugBank
Neuromuscular Nondepolarizing Blockade,,DrugBank
Antivertigo Preparations,,DrugBank
Factor Xa Inhibitors,D065427,DrugBank
Indirect factor Xa inhibitors,,DrugBank
Miscellaneous Anticoagulants,,DrugBank
Arylpropionic acid NSAIDS,,DrugBank
Phenylpropionates,D010666,DrugBank
Propionates,D011422,DrugBank
Central alpha-2 Adrenergic Agonist,,DrugBank
Central Alpha-agonists,,DrugBank
Imidazoline Receptor Agonists,,DrugBank
Imidazolines,D048288,DrugBank
Sulfathiazoles,D013432,DrugBank
Acyclovir and prodrug,,DrugBank
Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor,,DrugBank
Herpes Zoster Virus Nucleoside Analog DNA Polymerase Inhibitor,,DrugBank
Prodrugs,D011355,DrugBank
"Anorexigenic Agents & Respiratory and Cerebral Stimulants, Miscellaneous",,DrugBank
Acidifying Activity,,DrugBank
Ammonia Detoxicants,,DrugBank
Drugs for Constipation,,DrugBank
Laxatives,D054368,DrugBank
Osmotic Activity,,DrugBank
Osmotic Laxatives,,DrugBank
Stimulation Large Intestine Fluid/Electrolyte Secretion,,DrugBank
Caloric Agents,,DrugBank
Carnitine Analog,,DrugBank
"Antimigraine Agents, Miscellaneous",,DrugBank
Decreased Prostaglandin Production,,DrugBank
UDP Glucuronosyltransferases Inhibitors,,DrugBank
UGT2B17 Inhibitors,,DrugBank
Androstadienes,D000730,DrugBank
Androstanes,D000731,DrugBank
Androstenes,D000736,DrugBank
Piperazine and Derivatives,,DrugBank
Succinimide Derivatives,,DrugBank
Succinimides,D013388,DrugBank
Acid Sensing Ion Channel Blockers,D062646,DrugBank
Elements,D004602,DrugBank
Lanthanoid Series Elements,D028581,DrugBank
Metals,D008670,DrugBank
"Metals, Rare Earth",D008674,DrugBank
Alpha and Beta Blocking Agents,,DrugBank
Alpha and Beta Blocking Agents and Thiazides,,DrugBank
Salicylamides,D012457,DrugBank
Thiobarbiturates,D013858,DrugBank
Monoamine Oxidase Inhibitors,D008996,DrugBank
Oxazolidinone Antibacterial,,DrugBank
Agrochemicals,D016573,DrugBank
Avermectines,,DrugBank
Insecticides,D007306,DrugBank
Pediculicides,,DrugBank
Pesticides,D010575,DrugBank
Scabicides and Pediculicides,,DrugBank
Hydroxyprogesterones,D006908,DrugBank
Pregnen (4) Derivatives,,DrugBank
Chlorobenzoates,D002723,DrugBank
Propulsives,,DrugBank
"Receptors, AMPA",D018091,DrugBank
"alpha-Galactosidase, antagonists & inhibitors",,DrugBank
Amebicides,D000563,DrugBank
Filaricides,D005369,DrugBank
Fatty Acid Synthesis Inhibitors,D054872,DrugBank
Isonicotinic Acids,D007539,DrugBank
Thiocarbamide Derivatives,,DrugBank
Mixed Agonist / Antagonist Opioids,,DrugBank
Morphinan Derivatives,,DrugBank
Opiate Partial Agonists,,DrugBank
Opioid Agonist/Antagonist,,DrugBank
Opioid Antagonists,D009292,DrugBank
Antitrichomonal Agents,D000994,DrugBank
Furans,D005663,DrugBank
Nitrofurans,D009581,DrugBank
Nitroimidazole Derivatives,,DrugBank
Cytochrome P-450 CYP2C8 Inducers (weak),,DrugBank
"Lactams, Macrocyclic",D047029,DrugBank
Rifamycin Antimycobacterial,,DrugBank
Rifamycins,D012294,DrugBank
"Neprilysin, antagonists & inhibitors",,DrugBank
Bcr-Abl Tyrosine Kinase Inhibitors,,DrugBank
Corticosteroids for Local Oral Treatment,,DrugBank
Cytochrome P-450 CYP3A7 Inducers (strength unknown),,DrugBank
"Protein-Lysine 6-Oxidase, antagonists & inhibitors",,DrugBank
Anabolic Agents,D045930,DrugBank
Anabolic Agents for Systemic Use,,DrugBank
Anabolic Steroids,D000094343,DrugBank
Androgens,D000728,DrugBank
Androstan Derivatives,,DrugBank
Androstanols,D000732,DrugBank
3-Oxoandrosten (4) Derivatives,,DrugBank
Androgens and Estrogens,,DrugBank
Androstenols,D000737,DrugBank
OAT3/SLC22A8 Inducers,,DrugBank
Testosterone and derivatives,,DrugBank
Testosterone Congeners,D045165,DrugBank
Cytochrome P-450 CYP3A5 Inducers (moderate),,DrugBank
Cytochrome P-450 CYP3A7 Inducers (moderate),,DrugBank
Bacitracins,,DrugBank
Decreased Cell Wall Synthesis & Repair,,DrugBank
Miscellaneous Antilipemic Agents,,DrugBank
Nicotinic Acid and Derivatives,,DrugBank
Peripheral Vasodilators,,DrugBank
Adenine Nucleotides,D000227,DrugBank
Arabinonucleosides,D001087,DrugBank
Purine Nucleotides,D011685,DrugBank
Prednisolone and Prodrugs,,DrugBank
