drug_id,pathway_id,source
DB04160,SMP0048359,DrugBank
DB04160,SMP0048360,DrugBank
DB04160,SMP0048361,DrugBank
DB04160,SMP0048362,DrugBank
DB04160,SMP0048363,DrugBank
DB04160,SMP0048364,DrugBank
DB04160,SMP0048365,DrugBank
DB04160,SMP0048366,DrugBank
DB04160,SMP0048367,DrugBank
DB04160,SMP0048368,DrugBank
DB04160,SMP0048369,DrugBank
DB04160,SMP0048370,DrugBank
DB04160,SMP0048371,DrugBank
DB04160,SMP0048372,DrugBank
DB04160,SMP0048373,DrugBank
DB04160,SMP0048374,DrugBank
DB04160,SMP0048375,DrugBank
DB04160,SMP0048376,DrugBank
DB04160,SMP0048377,DrugBank
DB04160,SMP0048378,DrugBank
DB04160,SMP0048379,DrugBank
DB04160,SMP0048380,DrugBank
DB04160,SMP0048381,DrugBank
DB04160,SMP0048382,DrugBank
DB04160,SMP0048383,DrugBank
DB04160,SMP0048384,DrugBank
DB04160,SMP0048385,DrugBank
DB04160,SMP0048386,DrugBank
DB04160,SMP0048387,DrugBank
DB04160,SMP0048388,DrugBank
DB04160,SMP0048389,DrugBank
DB04160,SMP0048390,DrugBank
DB04160,SMP0048391,DrugBank
DB04160,SMP0048392,DrugBank
DB04160,SMP0048393,DrugBank
DB04160,SMP0048394,DrugBank
DB04160,SMP0048395,DrugBank
DB04160,SMP0048396,DrugBank
DB04160,SMP0048397,DrugBank
DB04160,SMP0048398,DrugBank
DB04160,SMP0048399,DrugBank
DB04160,SMP0048400,DrugBank
DB04160,SMP0048401,DrugBank
DB04160,SMP0048402,DrugBank
DB04160,SMP0048403,DrugBank
DB04160,SMP0048404,DrugBank
DB04160,SMP0048405,DrugBank
DB04160,SMP0048406,DrugBank
DB04160,SMP0048407,DrugBank
DB04160,SMP0048408,DrugBank
DB04160,SMP0048409,DrugBank
DB04160,SMP0048410,DrugBank
DB04160,SMP0048411,DrugBank
DB04160,SMP0048412,DrugBank
DB04160,SMP0048413,DrugBank
DB04160,SMP0048414,DrugBank
DB04160,SMP0048415,DrugBank
DB04160,SMP0048416,DrugBank
DB04160,SMP0048417,DrugBank
DB04160,SMP0048418,DrugBank
DB04160,SMP0048419,DrugBank
DB04160,SMP0048420,DrugBank
DB04160,SMP0048421,DrugBank
DB04160,SMP0048422,DrugBank
DB04160,SMP0048423,DrugBank
DB04160,SMP0048424,DrugBank
DB04160,SMP0048425,DrugBank
DB04160,SMP0048426,DrugBank
DB04160,SMP0048427,DrugBank
DB04160,SMP0048428,DrugBank
DB04160,SMP0048429,DrugBank
DB04160,SMP0048430,DrugBank
DB04160,SMP0048431,DrugBank
DB04160,SMP0048432,DrugBank
DB04160,SMP0048433,DrugBank
DB04160,SMP0048434,DrugBank
DB04160,SMP0048435,DrugBank
DB04160,SMP0048436,DrugBank
DB04160,SMP0048437,DrugBank
DB04160,SMP0048438,DrugBank
DB04160,SMP0048439,DrugBank
DB04160,SMP0048440,DrugBank
DB04160,SMP0048441,DrugBank
DB04160,SMP0048442,DrugBank
DB04160,SMP0048443,DrugBank
DB04160,SMP0048444,DrugBank
DB04160,SMP0048445,DrugBank
DB04160,SMP0048446,DrugBank
DB04160,SMP0048447,DrugBank
DB04160,SMP0048448,DrugBank
DB04160,SMP0048449,DrugBank
DB04160,SMP0048450,DrugBank
DB04160,SMP0048451,DrugBank
DB04160,SMP0048452,DrugBank
DB04160,SMP0048453,DrugBank
DB04160,SMP0048454,DrugBank
DB04160,SMP0048455,DrugBank
DB04160,SMP0048456,DrugBank
DB04160,SMP0048457,DrugBank
DB04160,SMP0048458,DrugBank
DB04160,SMP0048459,DrugBank
DB04160,SMP0048460,DrugBank
DB04160,SMP0048461,DrugBank
DB04160,SMP0048462,DrugBank
DB04160,SMP0048463,DrugBank
DB04160,SMP0048464,DrugBank
DB04160,SMP0048465,DrugBank
DB04160,SMP0048466,DrugBank
DB04160,SMP0048467,DrugBank
DB04160,SMP0048468,DrugBank
DB04160,SMP0048469,DrugBank
DB04160,SMP0048470,DrugBank
DB04160,SMP0048471,DrugBank
DB04160,SMP0048472,DrugBank
DB04160,SMP0048473,DrugBank
DB04160,SMP0048474,DrugBank
DB04160,SMP0048475,DrugBank
DB04160,SMP0048477,DrugBank
DB04160,SMP0048478,DrugBank
DB04160,SMP0048479,DrugBank
DB04160,SMP0048480,DrugBank
DB04160,SMP0048481,DrugBank
DB04160,SMP0048482,DrugBank
DB04160,SMP0048483,DrugBank
DB04160,SMP0048484,DrugBank
DB04160,SMP0048485,DrugBank
DB04160,SMP0048486,DrugBank
DB04160,SMP0048487,DrugBank
DB04160,SMP0048488,DrugBank
DB04160,SMP0048489,DrugBank
DB04160,SMP0048490,DrugBank
DB04160,SMP0048491,DrugBank
DB04160,SMP0048492,DrugBank
DB04160,SMP0048493,DrugBank
DB04160,SMP0048494,DrugBank
DB04160,SMP0048495,DrugBank
DB04160,SMP0048496,DrugBank
DB04160,SMP0048497,DrugBank
DB04160,SMP0048498,DrugBank
DB04160,SMP0048499,DrugBank
DB04160,SMP0048500,DrugBank
DB04160,SMP0048501,DrugBank
DB04160,SMP0048502,DrugBank
DB04160,SMP0048503,DrugBank
DB04160,SMP0048504,DrugBank
DB04160,SMP0048505,DrugBank
DB04160,SMP0048506,DrugBank
DB04160,SMP0048507,DrugBank
DB04160,SMP0048508,DrugBank
DB04160,SMP0048509,DrugBank
DB04160,SMP0048510,DrugBank
DB04160,SMP0048511,DrugBank
DB04160,SMP0048512,DrugBank
DB04160,SMP0048513,DrugBank
DB04160,SMP0048514,DrugBank
DB04160,SMP0048515,DrugBank
DB04160,SMP0048516,DrugBank
DB04160,SMP0048517,DrugBank
DB04160,SMP0048518,DrugBank
DB04160,SMP0048519,DrugBank
DB04160,SMP0048520,DrugBank
DB04160,SMP0048521,DrugBank
DB04160,SMP0048522,DrugBank
DB04160,SMP0048523,DrugBank
DB04160,SMP0048524,DrugBank
DB04160,SMP0048525,DrugBank
DB04160,SMP0048526,DrugBank
DB04160,SMP0048527,DrugBank
DB04160,SMP0048528,DrugBank
DB04160,SMP0048529,DrugBank
DB04160,SMP0048530,DrugBank
DB04160,SMP0048531,DrugBank
DB04160,SMP0048532,DrugBank
DB04160,SMP0048533,DrugBank
DB04160,SMP0048534,DrugBank
DB04160,SMP0048535,DrugBank
DB04160,SMP0048536,DrugBank
DB04160,SMP0048537,DrugBank
DB04160,SMP0048538,DrugBank
DB04160,SMP0048539,DrugBank
DB04160,SMP0048540,DrugBank
DB04160,SMP0048541,DrugBank
DB04160,SMP0048542,DrugBank
DB04160,SMP0048543,DrugBank
DB04160,SMP0048544,DrugBank
DB04160,SMP0048545,DrugBank
DB04160,SMP0048546,DrugBank
DB04160,SMP0048547,DrugBank
DB04160,SMP0048548,DrugBank
DB04160,SMP0048549,DrugBank
DB04160,SMP0048550,DrugBank
DB04160,SMP0048551,DrugBank
DB04160,SMP0048552,DrugBank
DB04160,SMP0048553,DrugBank
DB04160,SMP0048554,DrugBank
DB04160,SMP0048555,DrugBank
DB04160,SMP0048556,DrugBank
DB04160,SMP0048557,DrugBank
DB04160,SMP0048558,DrugBank
DB04160,SMP0048559,DrugBank
DB04160,SMP0048560,DrugBank
DB04160,SMP0048561,DrugBank
DB04160,SMP0048562,DrugBank
DB04160,SMP0048563,DrugBank
DB04160,SMP0048564,DrugBank
DB04160,SMP0048565,DrugBank
DB04160,SMP0048566,DrugBank
DB04160,SMP0048567,DrugBank
DB04160,SMP0048568,DrugBank
DB04160,SMP0048569,DrugBank
DB04160,SMP0048570,DrugBank
DB04160,SMP0048571,DrugBank
DB04160,SMP0048572,DrugBank
DB04160,SMP0048573,DrugBank
DB04160,SMP0048574,DrugBank
DB04160,SMP0048575,DrugBank
DB04160,SMP0048576,DrugBank
DB04160,SMP0048577,DrugBank
DB04160,SMP0048578,DrugBank
DB04160,SMP0048579,DrugBank
DB04160,SMP0048580,DrugBank
DB04160,SMP0048581,DrugBank
DB04160,SMP0048582,DrugBank
DB04160,SMP0048583,DrugBank
DB04160,SMP0048584,DrugBank
DB04160,SMP0048585,DrugBank
DB04160,SMP0048586,DrugBank
DB04160,SMP0048587,DrugBank
DB04160,SMP0048588,DrugBank
DB04160,SMP0048589,DrugBank
DB04160,SMP0048590,DrugBank
DB04160,SMP0048591,DrugBank
DB04160,SMP0048592,DrugBank
DB04160,SMP0048593,DrugBank
DB04160,SMP0048594,DrugBank
DB04160,SMP0048595,DrugBank
DB04160,SMP0048596,DrugBank
DB04160,SMP0048597,DrugBank
DB04160,SMP0048598,DrugBank
DB04160,SMP0048599,DrugBank
DB04160,SMP0048600,DrugBank
DB04160,SMP0048601,DrugBank
DB04160,SMP0048602,DrugBank
DB04160,SMP0048603,DrugBank
DB04160,SMP0048604,DrugBank
DB04160,SMP0048605,DrugBank
DB04160,SMP0048606,DrugBank
DB04160,SMP0048607,DrugBank
DB04160,SMP0048608,DrugBank
DB04160,SMP0048609,DrugBank
DB04160,SMP0048610,DrugBank
DB04160,SMP0048611,DrugBank
DB04160,SMP0048612,DrugBank
DB04160,SMP0048613,DrugBank
DB04160,SMP0048614,DrugBank
DB04160,SMP0048615,DrugBank
DB04160,SMP0048616,DrugBank
DB04160,SMP0048617,DrugBank
DB04160,SMP0048618,DrugBank
DB04160,SMP0048619,DrugBank
DB04160,SMP0048620,DrugBank
DB04160,SMP0048621,DrugBank
DB04160,SMP0048622,DrugBank
DB04160,SMP0048623,DrugBank
DB04160,SMP0048624,DrugBank
DB04160,SMP0048625,DrugBank
DB04160,SMP0048626,DrugBank
DB04160,SMP0048627,DrugBank
DB04160,SMP0048628,DrugBank
DB04160,SMP0048629,DrugBank
DB04160,SMP0048630,DrugBank
DB04160,SMP0048631,DrugBank
DB04160,SMP0048632,DrugBank
DB04160,SMP0048633,DrugBank
DB04160,SMP0048634,DrugBank
DB04160,SMP0048635,DrugBank
DB04160,SMP0048636,DrugBank
DB04160,SMP0048637,DrugBank
DB04160,SMP0048638,DrugBank
DB04160,SMP0048639,DrugBank
DB04160,SMP0048640,DrugBank
DB04160,SMP0048641,DrugBank
DB04160,SMP0048642,DrugBank
DB04160,SMP0048643,DrugBank
DB04160,SMP0048644,DrugBank
DB04160,SMP0048645,DrugBank
DB04160,SMP0048646,DrugBank
DB04160,SMP0048647,DrugBank
DB04160,SMP0048648,DrugBank
DB04160,SMP0048649,DrugBank
DB04160,SMP0048650,DrugBank
DB04160,SMP0048651,DrugBank
DB04160,SMP0048652,DrugBank
DB04160,SMP0048653,DrugBank
DB04160,SMP0048654,DrugBank
DB04160,SMP0048655,DrugBank
DB04160,SMP0048656,DrugBank
DB04160,SMP0048657,DrugBank
DB04160,SMP0048658,DrugBank
DB04160,SMP0048659,DrugBank
DB04160,SMP0048660,DrugBank
DB04160,SMP0048661,DrugBank
DB04160,SMP0048662,DrugBank
DB04160,SMP0048663,DrugBank
DB04160,SMP0048664,DrugBank
DB04160,SMP0048665,DrugBank
DB04160,SMP0048666,DrugBank
DB04160,SMP0048667,DrugBank
DB04160,SMP0048668,DrugBank
DB04160,SMP0048669,DrugBank
DB04160,SMP0048670,DrugBank
DB04160,SMP0048671,DrugBank
DB04160,SMP0048672,DrugBank
DB04160,SMP0048673,DrugBank
DB04160,SMP0048674,DrugBank
DB04160,SMP0048675,DrugBank
DB04160,SMP0048676,DrugBank
DB04160,SMP0048677,DrugBank
DB04160,SMP0048678,DrugBank
DB04160,SMP0048679,DrugBank
DB04160,SMP0048680,DrugBank
DB04160,SMP0048681,DrugBank
DB04160,SMP0048682,DrugBank
DB04160,SMP0048683,DrugBank
DB04160,SMP0048684,DrugBank
DB04160,SMP0048685,DrugBank
DB04160,SMP0048686,DrugBank
DB04160,SMP0048687,DrugBank
DB04160,SMP0048688,DrugBank
DB04160,SMP0048689,DrugBank
DB04160,SMP0048690,DrugBank
DB04160,SMP0048691,DrugBank
DB04160,SMP0048692,DrugBank
DB04160,SMP0048693,DrugBank
DB04160,SMP0048694,DrugBank
DB04160,SMP0048695,DrugBank
DB04160,SMP0048696,DrugBank
DB04160,SMP0048697,DrugBank
DB04160,SMP0048698,DrugBank
DB04160,SMP0048699,DrugBank
DB04160,SMP0048700,DrugBank
DB04160,SMP0048701,DrugBank
DB04160,SMP0048702,DrugBank
DB04160,SMP0048703,DrugBank
DB04160,SMP0048704,DrugBank
DB04160,SMP0048705,DrugBank
DB04160,SMP0048706,DrugBank
DB04160,SMP0048707,DrugBank
DB04160,SMP0048708,DrugBank
DB04160,SMP0048709,DrugBank
DB04160,SMP0048710,DrugBank
DB04160,SMP0048711,DrugBank
DB04160,SMP0048712,DrugBank
DB04160,SMP0048713,DrugBank
DB04160,SMP0048714,DrugBank
DB04160,SMP0048715,DrugBank
DB04160,SMP0048716,DrugBank
DB04160,SMP0048717,DrugBank
DB04160,SMP0048718,DrugBank
DB04160,SMP0048719,DrugBank
DB04160,SMP0048720,DrugBank
DB04160,SMP0048721,DrugBank
DB04160,SMP0048722,DrugBank
DB04160,SMP0048723,DrugBank
DB04160,SMP0048724,DrugBank
DB04160,SMP0048725,DrugBank
DB04160,SMP0048726,DrugBank
DB04160,SMP0048727,DrugBank
DB04160,SMP0048728,DrugBank
DB04160,SMP0048729,DrugBank
DB04160,SMP0048730,DrugBank
DB04160,SMP0048731,DrugBank
DB04160,SMP0048732,DrugBank
DB04160,SMP0048733,DrugBank
DB04160,SMP0048734,DrugBank
DB04160,SMP0048735,DrugBank
DB04160,SMP0048736,DrugBank
DB04160,SMP0048737,DrugBank
DB04160,SMP0048738,DrugBank
DB04160,SMP0048739,DrugBank
DB04160,SMP0048740,DrugBank
DB04160,SMP0048741,DrugBank
DB04160,SMP0048742,DrugBank
DB04160,SMP0048743,DrugBank
DB04160,SMP0048744,DrugBank
DB04160,SMP0048745,DrugBank
DB04160,SMP0048746,DrugBank
DB04160,SMP0048747,DrugBank
DB04160,SMP0048748,DrugBank
DB04160,SMP0048749,DrugBank
DB04160,SMP0048750,DrugBank
DB04160,SMP0048751,DrugBank
DB04160,SMP0048752,DrugBank
DB04160,SMP0048753,DrugBank
DB04160,SMP0048754,DrugBank
DB04160,SMP0048755,DrugBank
DB04160,SMP0048756,DrugBank
DB04160,SMP0048757,DrugBank
DB04160,SMP0048758,DrugBank
DB04160,SMP0048759,DrugBank
DB04160,SMP0048760,DrugBank
DB04160,SMP0048761,DrugBank
DB04160,SMP0048762,DrugBank
DB04160,SMP0048763,DrugBank
DB04160,SMP0048764,DrugBank
DB04160,SMP0048765,DrugBank
DB04160,SMP0048766,DrugBank
DB04160,SMP0048767,DrugBank
DB04160,SMP0048768,DrugBank
DB04160,SMP0048769,DrugBank
DB04160,SMP0048770,DrugBank
DB04160,SMP0048771,DrugBank
DB04160,SMP0048772,DrugBank
DB04160,SMP0048773,DrugBank
DB04160,SMP0048774,DrugBank
DB04160,SMP0048775,DrugBank
DB04160,SMP0048776,DrugBank
DB04160,SMP0048777,DrugBank
DB04160,SMP0048778,DrugBank
DB04160,SMP0048779,DrugBank
DB04160,SMP0048780,DrugBank
DB04160,SMP0048781,DrugBank
DB04160,SMP0048782,DrugBank
DB04160,SMP0048783,DrugBank
DB04160,SMP0048784,DrugBank
DB04160,SMP0048785,DrugBank
DB04160,SMP0048786,DrugBank
DB04160,SMP0048787,DrugBank
DB04160,SMP0048788,DrugBank
DB04160,SMP0048789,DrugBank
DB04160,SMP0048790,DrugBank
DB04160,SMP0048791,DrugBank
DB04160,SMP0048792,DrugBank
DB04160,SMP0048793,DrugBank
DB04160,SMP0048794,DrugBank
DB04160,SMP0048795,DrugBank
DB04160,SMP0048796,DrugBank
DB04160,SMP0048797,DrugBank
DB04160,SMP0048798,DrugBank
DB04160,SMP0048799,DrugBank
DB04160,SMP0048800,DrugBank
DB04160,SMP0048801,DrugBank
DB04160,SMP0048802,DrugBank
DB04160,SMP0048803,DrugBank
DB04160,SMP0048804,DrugBank
DB04160,SMP0048805,DrugBank
DB04160,SMP0048806,DrugBank
DB04160,SMP0048807,DrugBank
DB04160,SMP0048808,DrugBank
DB04160,SMP0048809,DrugBank
DB04160,SMP0048810,DrugBank
DB04160,SMP0048811,DrugBank
DB04160,SMP0048812,DrugBank
DB04160,SMP0048813,DrugBank
DB04160,SMP0048814,DrugBank
DB04160,SMP0048815,DrugBank
DB04160,SMP0048816,DrugBank
DB04160,SMP0048817,DrugBank
DB04160,SMP0048818,DrugBank
DB04160,SMP0048819,DrugBank
DB04160,SMP0048820,DrugBank
DB04160,SMP0048821,DrugBank
DB04160,SMP0048822,DrugBank
DB04160,SMP0048823,DrugBank
DB04160,SMP0048824,DrugBank
DB04160,SMP0048825,DrugBank
DB04160,SMP0048826,DrugBank
DB04160,SMP0048827,DrugBank
DB04160,SMP0048828,DrugBank
DB04160,SMP0048829,DrugBank
DB04160,SMP0048830,DrugBank
DB04160,SMP0048831,DrugBank
DB04160,SMP0048832,DrugBank
DB04160,SMP0048833,DrugBank
DB04160,SMP0048834,DrugBank
DB04160,SMP0048835,DrugBank
DB04160,SMP0048836,DrugBank
DB04160,SMP0048837,DrugBank
DB04160,SMP0048838,DrugBank
DB04160,SMP0048839,DrugBank
DB04160,SMP0048840,DrugBank
DB04160,SMP0048841,DrugBank
DB04160,SMP0048842,DrugBank
DB04160,SMP0048843,DrugBank
DB04160,SMP0048844,DrugBank
DB04160,SMP0048845,DrugBank
DB04160,SMP0048846,DrugBank
DB04160,SMP0048847,DrugBank
DB04160,SMP0048848,DrugBank
DB04160,SMP0048849,DrugBank
DB04160,SMP0048850,DrugBank
DB04160,SMP0048851,DrugBank
DB04160,SMP0048852,DrugBank
DB04160,SMP0048853,DrugBank
DB04160,SMP0048854,DrugBank
DB04160,SMP0048855,DrugBank
DB04160,SMP0048856,DrugBank
DB04160,SMP0048857,DrugBank
DB04160,SMP0048858,DrugBank
DB04160,SMP0048859,DrugBank
DB04160,SMP0048860,DrugBank
DB04160,SMP0048861,DrugBank
DB04160,SMP0048862,DrugBank
DB04160,SMP0048863,DrugBank
DB04160,SMP0048864,DrugBank
DB04160,SMP0048865,DrugBank
DB04160,SMP0048866,DrugBank
DB04160,SMP0048867,DrugBank
DB04160,SMP0048868,DrugBank
DB04160,SMP0048869,DrugBank
DB04160,SMP0048870,DrugBank
DB04160,SMP0048871,DrugBank
DB04160,SMP0048872,DrugBank
DB04160,SMP0048873,DrugBank
DB04160,SMP0048874,DrugBank
DB04160,SMP0048875,DrugBank
DB04160,SMP0048876,DrugBank
DB04160,SMP0048877,DrugBank
DB04160,SMP0048878,DrugBank
DB04160,SMP0048879,DrugBank
DB04160,SMP0048880,DrugBank
DB04160,SMP0048881,DrugBank
DB04160,SMP0048882,DrugBank
DB04160,SMP0048883,DrugBank
DB04160,SMP0048884,DrugBank
DB04160,SMP0048885,DrugBank
DB04160,SMP0048886,DrugBank
DB04160,SMP0048887,DrugBank
DB04160,SMP0048888,DrugBank
DB04160,SMP0048889,DrugBank
DB04160,SMP0048890,DrugBank
DB04160,SMP0048891,DrugBank
DB04160,SMP0048892,DrugBank
DB04160,SMP0048893,DrugBank
DB04160,SMP0048894,DrugBank
DB04160,SMP0048895,DrugBank
DB04160,SMP0048896,DrugBank
DB04160,SMP0048897,DrugBank
DB04160,SMP0048898,DrugBank
DB04160,SMP0048899,DrugBank
DB04160,SMP0048900,DrugBank
DB04160,SMP0048901,DrugBank
DB04160,SMP0048902,DrugBank
DB04160,SMP0048903,DrugBank
DB04160,SMP0048904,DrugBank
DB04160,SMP0048905,DrugBank
DB04160,SMP0048906,DrugBank
DB04160,SMP0048907,DrugBank
DB04160,SMP0048908,DrugBank
DB04160,SMP0048909,DrugBank
DB04160,SMP0048910,DrugBank
DB04160,SMP0048911,DrugBank
DB04160,SMP0048912,DrugBank
DB04160,SMP0048913,DrugBank
DB04160,SMP0048914,DrugBank
DB04160,SMP0048915,DrugBank
DB04160,SMP0048916,DrugBank
DB04160,SMP0048917,DrugBank
DB04160,SMP0048918,DrugBank
DB04160,SMP0048919,DrugBank
DB04160,SMP0048920,DrugBank
DB04160,SMP0048921,DrugBank
DB04160,SMP0048922,DrugBank
DB04160,SMP0048923,DrugBank
DB04160,SMP0048924,DrugBank
DB04160,SMP0048925,DrugBank
DB04160,SMP0048926,DrugBank
DB04160,SMP0048927,DrugBank
DB04160,SMP0048928,DrugBank
DB04160,SMP0048929,DrugBank
DB04160,SMP0048930,DrugBank
DB04160,SMP0048931,DrugBank
DB04160,SMP0048932,DrugBank
DB04160,SMP0048933,DrugBank
DB04160,SMP0048934,DrugBank
DB04160,SMP0048935,DrugBank
DB04160,SMP0048936,DrugBank
DB04160,SMP0048937,DrugBank
DB04160,SMP0048938,DrugBank
DB04160,SMP0048939,DrugBank
DB04160,SMP0048940,DrugBank
DB04160,SMP0048941,DrugBank
DB04160,SMP0048942,DrugBank
DB04160,SMP0048943,DrugBank
DB04160,SMP0048944,DrugBank
DB04160,SMP0048945,DrugBank
DB04160,SMP0048946,DrugBank
DB04160,SMP0048947,DrugBank
DB04160,SMP0048948,DrugBank
DB04160,SMP0048949,DrugBank
DB04160,SMP0048950,DrugBank
DB04160,SMP0048951,DrugBank
DB04160,SMP0048952,DrugBank
DB04160,SMP0048953,DrugBank
DB04160,SMP0048954,DrugBank
DB04160,SMP0048955,DrugBank
DB04160,SMP0048956,DrugBank
DB04160,SMP0048957,DrugBank
DB04160,SMP0048958,DrugBank
DB04160,SMP0048959,DrugBank
DB04160,SMP0048960,DrugBank
DB04160,SMP0048961,DrugBank
DB04160,SMP0048962,DrugBank
DB04160,SMP0048963,DrugBank
DB04160,SMP0048964,DrugBank
DB04160,SMP0048965,DrugBank
DB04160,SMP0048966,DrugBank
DB04160,SMP0048967,DrugBank
DB04160,SMP0048968,DrugBank
DB04160,SMP0048969,DrugBank
DB04160,SMP0048970,DrugBank
DB04160,SMP0048971,DrugBank
DB04160,SMP0048972,DrugBank
DB04160,SMP0048973,DrugBank
DB04160,SMP0048974,DrugBank
DB04160,SMP0048975,DrugBank
DB04160,SMP0048976,DrugBank
DB04160,SMP0048977,DrugBank
DB04160,SMP0048978,DrugBank
DB04160,SMP0048979,DrugBank
DB04160,SMP0048980,DrugBank
DB04160,SMP0048981,DrugBank
DB04160,SMP0048982,DrugBank
DB04160,SMP0048983,DrugBank
DB04160,SMP0048984,DrugBank
DB04160,SMP0048985,DrugBank
DB04160,SMP0048986,DrugBank
DB04160,SMP0048987,DrugBank
DB04160,SMP0048988,DrugBank
DB04160,SMP0048989,DrugBank
DB04160,SMP0048990,DrugBank
DB04160,SMP0048991,DrugBank
DB04160,SMP0048992,DrugBank
DB04160,SMP0048993,DrugBank
DB04160,SMP0048994,DrugBank
DB04160,SMP0048995,DrugBank
DB04160,SMP0048996,DrugBank
DB04160,SMP0048997,DrugBank
DB04160,SMP0048998,DrugBank
DB04160,SMP0048999,DrugBank
DB04160,SMP0049000,DrugBank
DB04160,SMP0049001,DrugBank
DB04160,SMP0049002,DrugBank
DB04160,SMP0049003,DrugBank
DB04160,SMP0049004,DrugBank
DB04160,SMP0049005,DrugBank
DB04160,SMP0049006,DrugBank
DB04160,SMP0049007,DrugBank
DB04160,SMP0049008,DrugBank
DB04160,SMP0049009,DrugBank
DB04160,SMP0049010,DrugBank
DB04160,SMP0049011,DrugBank
DB04160,SMP0049012,DrugBank
DB04160,SMP0049013,DrugBank
DB04160,SMP0049014,DrugBank
DB04160,SMP0049015,DrugBank
DB04160,SMP0049016,DrugBank
DB04160,SMP0049017,DrugBank
DB04160,SMP0049018,DrugBank
DB04160,SMP0049019,DrugBank
DB04160,SMP0049020,DrugBank
DB04160,SMP0049021,DrugBank
DB04160,SMP0049022,DrugBank
DB04160,SMP0049023,DrugBank
DB04160,SMP0049024,DrugBank
DB04160,SMP0049025,DrugBank
DB04160,SMP0049026,DrugBank
DB04160,SMP0049027,DrugBank
DB04160,SMP0049028,DrugBank
DB04160,SMP0049029,DrugBank
DB04160,SMP0049030,DrugBank
DB04160,SMP0049031,DrugBank
DB04160,SMP0049032,DrugBank
DB04160,SMP0049033,DrugBank
DB04160,SMP0049034,DrugBank
DB04160,SMP0049035,DrugBank
DB04160,SMP0049036,DrugBank
DB04160,SMP0049037,DrugBank
DB04160,SMP0049038,DrugBank
DB04160,SMP0049039,DrugBank
DB04160,SMP0049040,DrugBank
DB04160,SMP0049041,DrugBank
DB04160,SMP0049042,DrugBank
DB04160,SMP0049043,DrugBank
DB04160,SMP0049044,DrugBank
DB04160,SMP0049045,DrugBank
DB04160,SMP0049046,DrugBank
DB04160,SMP0049047,DrugBank
DB04160,SMP0049048,DrugBank
DB04160,SMP0049049,DrugBank
DB04160,SMP0049050,DrugBank
DB04160,SMP0049051,DrugBank
DB04160,SMP0049052,DrugBank
DB04160,SMP0049053,DrugBank
DB04160,SMP0049054,DrugBank
DB04160,SMP0049055,DrugBank
DB04160,SMP0049056,DrugBank
DB04160,SMP0049057,DrugBank
DB04160,SMP0049058,DrugBank
DB04160,SMP0049059,DrugBank
DB04160,SMP0049060,DrugBank
DB04160,SMP0049061,DrugBank
DB04160,SMP0049062,DrugBank
DB04160,SMP0049063,DrugBank
DB04160,SMP0049064,DrugBank
DB04160,SMP0049065,DrugBank
DB04160,SMP0049066,DrugBank
DB04160,SMP0049067,DrugBank
DB04160,SMP0049068,DrugBank
DB04160,SMP0049069,DrugBank
DB04160,SMP0049070,DrugBank
DB04160,SMP0049071,DrugBank
DB04160,SMP0049072,DrugBank
DB04160,SMP0049073,DrugBank
DB04160,SMP0049074,DrugBank
DB04160,SMP0049075,DrugBank
DB04160,SMP0049076,DrugBank
DB04160,SMP0049077,DrugBank
DB04160,SMP0049078,DrugBank
DB04160,SMP0049079,DrugBank
DB04160,SMP0049080,DrugBank
DB04160,SMP0049081,DrugBank
DB04160,SMP0049082,DrugBank
DB04160,SMP0049083,DrugBank
DB04160,SMP0049084,DrugBank
DB04160,SMP0049085,DrugBank
DB04160,SMP0049086,DrugBank
DB04160,SMP0049087,DrugBank
DB04160,SMP0049088,DrugBank
DB04160,SMP0049089,DrugBank
DB04160,SMP0049090,DrugBank
DB04160,SMP0049091,DrugBank
DB04160,SMP0049092,DrugBank
DB04160,SMP0049093,DrugBank
DB04160,SMP0049094,DrugBank
DB04160,SMP0049095,DrugBank
DB04160,SMP0049096,DrugBank
DB04160,SMP0049097,DrugBank
DB04160,SMP0049098,DrugBank
DB04160,SMP0049099,DrugBank
DB04160,SMP0049100,DrugBank
DB04160,SMP0049101,DrugBank
DB04160,SMP0049102,DrugBank
DB04160,SMP0049103,DrugBank
DB04160,SMP0049104,DrugBank
DB04160,SMP0049105,DrugBank
DB04160,SMP0049106,DrugBank
DB04160,SMP0049107,DrugBank
DB04160,SMP0049108,DrugBank
DB04160,SMP0049109,DrugBank
DB04160,SMP0049110,DrugBank
DB04160,SMP0049111,DrugBank
DB04160,SMP0049112,DrugBank
DB04160,SMP0049113,DrugBank
DB04160,SMP0049114,DrugBank
DB04160,SMP0049115,DrugBank
DB04160,SMP0049116,DrugBank
DB04160,SMP0049117,DrugBank
DB04160,SMP0049118,DrugBank
DB04160,SMP0049119,DrugBank
DB04160,SMP0049120,DrugBank
DB04160,SMP0049121,DrugBank
DB04160,SMP0049122,DrugBank
DB04160,SMP0049123,DrugBank
DB04160,SMP0049124,DrugBank
DB04160,SMP0049125,DrugBank
DB04160,SMP0049126,DrugBank
DB04160,SMP0049127,DrugBank
DB04160,SMP0049128,DrugBank
DB04160,SMP0049129,DrugBank
DB04160,SMP0049130,DrugBank
DB04160,SMP0049131,DrugBank
DB04160,SMP0049132,DrugBank
DB04160,SMP0049133,DrugBank
DB04160,SMP0049134,DrugBank
DB04160,SMP0049135,DrugBank
DB04160,SMP0049136,DrugBank
