umls_cui,name,meddra_type,source
C0152006,Vitreous opacities,LLT,SIDER
C0423281,Anterior chamber flare,LLT,SIDER
C0423282,Anterior chamber cell,LLT,SIDER
C0859229,Migration of implant,LLT,SIDER
C1096278,Anterior chamber inflammation,LLT,SIDER
C1535948,Retinal aneurysm,LLT,SIDER
C1608942,Complication of device insertion,LLT,SIDER
C1608950,Device dislocation,LLT,SIDER
C0022410,Joint instability,LLT,SIDER
C0234916,Rash follicular,LLT,SIDER
C0860453,Loss of skin markings,LLT,SIDER
C0277884,Blood pressure systolic increased,LLT,SIDER
C0751900,Motor tic,LLT,SIDER
C0178417,Anhedonia,LLT,SIDER
C0234967,Choreoathetoid movements,LLT,SIDER
C0238051,Vasculitis cerebral,LLT,SIDER
C0376297,Cardiac death,LLT,SIDER
C0556446,Drug craving,LLT,SIDER
C0600104,Compulsions,LLT,SIDER
C0016751,Fructose intolerance,LLT,SIDER
C0235050,Tingling skin,LLT,SIDER
C0241166,Skin tightness,LLT,SIDER
C0263492,Ingrown hair,LLT,SIDER
C0549150,Pseudofolliculitis barbae,LLT,SIDER
C0877197,Numbness lips,LLT,SIDER
C1274926,Stinging skin,LLT,SIDER
C0235113,Emotional poverty,LLT,SIDER
C0270971,Floppy infant,LLT,SIDER
C0541819,Burning rectal,LLT,SIDER
C0751476,Retching reflex decreased,LLT,SIDER
C0856984,Hyperexcitation,LLT,SIDER
C1262144,Increased bronchial secretion,LLT,SIDER
C0011880,Diabetic ketoacidosis,LLT,SIDER
C0038534,Subconjunctival hemorrhage,LLT,SIDER
C0239987,Immunoglobulin G low,LLT,SIDER
C0267953,Pancreatic necrosis,LLT,SIDER
C0438434,Scotoma annular,LLT,SIDER
C0013415,Dysthymic disorder,LLT,SIDER
C0019212,Hepatorenal syndrome,LLT,SIDER
C0151464,Injection site abscess,LLT,SIDER
C0339293,Corneal perforation,LLT,SIDER
C0560024,Swelling of eyelid,LLT,SIDER
C0740471,Creatinine abnormal NOS,LLT,SIDER
C0852875,Eye allergy,LLT,SIDER
C0856099,Hemorrhoids aggravated,LLT,SIDER
C1302752,Abrasion NOS,LLT,SIDER
C1535849,Application site induration,LLT,SIDER
C1608953,Intestinal diaphragm disease,LLT,SIDER
C0017650,Globus hystericus,LLT,SIDER
C0948023,Urine phosphate increased,LLT,SIDER
C0040414,Tongue hairy,LLT,SIDER
C0033797,Pseudodementia,LLT,SIDER
C0034931,Reflex sympathetic dystrophy,LLT,SIDER
C0235238,Cycloplegia,LLT,SIDER
C0269993,Suppressed lactation,LLT,SIDER
C0338591,Transient global amnesia,LLT,SIDER
C0857257,Bloated feeling,LLT,SIDER
C1522058,Coagulation necrosis,LLT,SIDER
C0151891,Retinal depigmentation,LLT,SIDER
C1142357,Symptomatic hyperlactatemia,LLT,SIDER
C0020541,Portal hypertension,LLT,SIDER
C0858708,Itch burning,LLT,SIDER
C0151664,Gastrointestinal perforation,LLT,SIDER
C0238124,Necrotising fasciitis,LLT,SIDER
C0857035,Acute anaphylaxis,LLT,SIDER
C0086168,Dissociation,LLT,SIDER
C0274727,Digoxin toxicity,LLT,SIDER
C0546959,Atrial tachycardia,LLT,SIDER
C0600125,Electrocardiogram PR prolongation,LLT,SIDER
C0857457,Digoxin effect,LLT,SIDER
C1698480,Supraventricular tachyarrhythmia,LLT,SIDER
C2004435,Intestinal ischaemia,LLT,SIDER
C0010073,Arteriospasm coronary,LLT,SIDER
C0014863,Oesophageal spasm,LLT,SIDER
C0027960,Nevus,LLT,SIDER
C0239340,Edema of lower extremities,LLT,SIDER
C0242698,Left ventricular dysfunction,LLT,SIDER
C0270729,Drug-induced parkinsonism,LLT,SIDER
C0428908,Sinoatrial node dysfunction,LLT,SIDER
C0578454,Neck swelling,LLT,SIDER
C0857331,Acute liver damage,LLT,SIDER
C1536074,Osteoarticular pain,LLT,SIDER
C2242583,Acute liver injury,LLT,SIDER
C0079027,Intraoperative hemorrhage,LLT,SIDER
C0750197,Sustained ventricular tachycardia,LLT,SIDER
C0917805,Transient cerebral ischemia,LLT,SIDER
C0919620,Electrocardiogram ST-T change,LLT,SIDER
C1540600,Seizure cerebral,LLT,SIDER
C0242453,Prostatism,LLT,SIDER
C0264909,Defect conduction intraventricular,LLT,SIDER
C0861149,Proarrhythmic effect,LLT,SIDER
C0038435,Stress,LLT,SIDER
C0231230,Fatigability,LLT,SIDER
C0004352,Autism,LLT,SIDER
C0015624,Fanconi syndrome,LLT,SIDER
C0023186,Learning disorder,LLT,SIDER
C0024138,Discoid lupus erythematosus,LLT,SIDER
C0032460,Polycystic ovaries,LLT,SIDER
C0232940,Amenorrhea secondary,LLT,SIDER
C0235946,Cerebral atrophy,LLT,SIDER
C0236101,Neonatal and infancy disorder,LLT,SIDER
C0270823,"Petit mal status, epileptic",LLT,SIDER
C0272315,Coagulation factor decreased,LLT,SIDER
C0438235,Liver function test normal,LLT,SIDER
C0542224,Spots before eyes,LLT,SIDER
C0553681,Hypofibrinogenaemia,LLT,SIDER
C0740279,Cerebellar atrophy,LLT,SIDER
C1167709,Epidermal necrosis,LLT,SIDER
C1510586,Autism spectrum disorder,LLT,SIDER
C1868980,Pharmacokinetic interaction,LLT,SIDER
C0022906,Lacrimal duct obstruction,LLT,SIDER
C0151738,Large intestine perforation,LLT,SIDER
C0155919,Acute pulmonary oedema,LLT,SIDER
C0206063,Radiation pneumonitis,LLT,SIDER
C0343387,Neutropenic enterocolitis,LLT,SIDER
C0596240,Cancer pain,LLT,SIDER
C1167686,Nail toxicity,LLT,SIDER
C1167779,Neutropenic infection,LLT,SIDER
C1167791,Skin toxicity,LLT,SIDER
C1262013,Recall phenomenon,LLT,SIDER
C2364164,Fluid imbalance,LLT,SIDER
C0476281,Non-cardiac chest pain,LLT,SIDER
C0497364,Localized rash,LLT,SIDER
C0684249,Carcinoma of lung,LLT,SIDER
C0851362,General disorders and administration site conditions,,SIDER
C3495917,Advanced breast cancer,LLT,SIDER
C0003813,Sinus arrhythmia,LLT,SIDER
C0236141,Electrocardiogram abnormal specific,LLT,SIDER
C0749249,Wide complex tachycardia,LLT,SIDER
C0859350,Serum transaminase increased,LLT,SIDER
C0877038,Electrocardiogram poor R-wave progression,LLT,SIDER
C0857980,Serum prolactin increased,LLT,SIDER
C0003860,Arteritis,LLT,SIDER
C0004063,Assault,LLT,SIDER
C0041782,Deficiency anaemia,LLT,SIDER
C0221395,Erythropenia,LLT,SIDER
C0233569,Physical wandering,LLT,SIDER
C0235117,Withdrawal emotional,LLT,SIDER
C0241379,Increased thirst,LLT,SIDER
C2004521,Anaemia vitamin B12 deficiency,LLT,SIDER
C0162279,Choroidal detachment,LLT,SIDER
C0221725,Bronchial obstruction,LLT,SIDER
C0857073,Cold hands & feet,LLT,SIDER
C1112366,Eyelid irritation,LLT,SIDER
C1142349,Eyelid pain,LLT,SIDER
C0085580,Essential hypertension,LLT,SIDER
C0235357,Tooth hypoplasia,LLT,SIDER
C0235756,Semen abnormal,LLT,SIDER
C0403673,Retrograde ejaculation,LLT,SIDER
C0001546,Adjustment disorder,LLT,SIDER
C0006144,Breast cyst,LLT,SIDER
C0017572,Gingival recession,LLT,SIDER
C0027438,Nasopharyngeal disorder,LLT,SIDER
C0393759,Transient insomnia,LLT,SIDER
C0438173,Electrocardiogram QRS complex abnormal,LLT,SIDER
C0456511,Sleep paralysis,LLT,SIDER
C0751249,Chronic insomnia,LLT,SIDER
C0847403,Infective tenosynovitis,LLT,SIDER
C0853857,Cellulitis staphylococcal,LLT,SIDER
C0854985,Lung adenocarcinoma stage I,LLT,SIDER
C0858751,Lip blister,LLT,SIDER
C0877027,Joint range of motion decreased,LLT,SIDER
C0919892,Blood pressure inadequately controlled,LLT,SIDER
C0948376,Electrocardiogram ST-T segment abnormal,LLT,SIDER
C1112436,QRS axis abnormal,LLT,SIDER
C0475746,Light anaesthesia,LLT,SIDER
C0853777,Blood albumin decreased,LLT,SIDER
C0855625,Bilirubin conjugated increased,LLT,SIDER
C0857322,Anemic,LLT,SIDER
C0031133,Vermiculation,LLT,SIDER
C0152196,Spasm of accommodation,LLT,SIDER
C0003119,Anophthalmos,LLT,SIDER
C0015663,Fasting,LLT,SIDER
C0023794,Lipidosis,LLT,SIDER
C0162824,Photocontact dermatitis,LLT,SIDER
C0281863,Hepatitis C antibody positive,LLT,SIDER
C1735646,Rash recurrent,LLT,SIDER
C0085383,Hypocapnia,LLT,SIDER
C0241950,Intestinal infarction,LLT,SIDER
C0277899,Pulse absent,LLT,SIDER
C0008149,Chlamydial infection,LLT,SIDER
C0232599,Bilious vomiting,LLT,SIDER
C0700639,Congenital hypertrophic pyloric stenosis,LLT,SIDER
C0232861,Penile discharge,LLT,SIDER
C0239376,Pain of lower extremities,LLT,SIDER
C1142383,Breast tension,LLT,SIDER
C1328561,Postmenopausal spotting,LLT,SIDER
C1368065,Vascular purpura,LLT,SIDER
C0017567,Gingival hypertrophy,LLT,SIDER
C0029396,Ectopic ossification,LLT,SIDER
C0149911,Hypercalcaemia of malignancy,LLT,SIDER
C0302313,Osteolytic lesion,LLT,SIDER
C1868919,Upper abdominal discomfort,LLT,SIDER
C0153676,Lung cancer metastatic,LLT,SIDER
C0920103,Haematotoxicity,LLT,SIDER
C1142520,Nail pigmentation,LLT,SIDER
C1735348,Anal irritation,LLT,SIDER
C0003469,Anxiety disorder,LLT,SIDER
C0005001,Benign prostatic hypertrophy,LLT,SIDER
C0267055,Erosive oesophagitis,LLT,SIDER
C0271468,Eustachian tube disorder,LLT,SIDER
C0424813,Orbital oedema,LLT,SIDER
C0005818,Platelet disorder,LLT,SIDER
C0014065,Encephalocele,LLT,SIDER
C0032045,Placental disorder,LLT,SIDER
C0038644,Sudden infant death syndrome,LLT,SIDER
C0158687,Congenital genital malformation,LLT,SIDER
C0235487,Embolism limb,LLT,SIDER
C0235880,Mononeuritis,LLT,SIDER
C0236003,Mucosal swelling,LLT,SIDER
C0236106,Photosensitivity allergic reaction,LLT,SIDER
C0855791,Mean cell volume increased,LLT,SIDER
C1384597,Acquired megacolon,LLT,SIDER
C0019559,Coxalgia,LLT,SIDER
C1096286,Transaminases decreased,LLT,SIDER
C0004153,Atherosclerosis,LLT,SIDER
C0151765,Liver fatty deposition,LLT,SIDER
C0451641,Urolithiasis,LLT,SIDER
C0856597,Pulmonary alveolitis,LLT,SIDER
C0010263,Cramp of limb,LLT,SIDER
C0040997,Trigeminal neuralgia,LLT,SIDER
C0005424,Biliary tract disorder,LLT,SIDER
C0011127,Decubitus ulcer,LLT,SIDER
C0018674,Head injury,LLT,SIDER
C0027609,Drug withdrawal syndrome neonatal,LLT,SIDER
C0034886,Proctalgia,LLT,SIDER
C0041671,Attention deficit disorder,LLT,SIDER
C0080233,Tooth loss,LLT,SIDER
C0150055,Chronic pain,LLT,SIDER
C0151585,Deafness permanent,LLT,SIDER
C0151586,Partial permanent deafness,LLT,SIDER
C0151589,Partial transitory deafness,LLT,SIDER
C0151694,Hemorrhage of colon,LLT,SIDER
C0151821,Accidental overdose,LLT,SIDER
C0184567,Acute pain,LLT,SIDER
C0221047,Bradycardia-tachycardia syndrome,LLT,SIDER
C0232849,Bladder pain,LLT,SIDER
C0263530,Nail longitudinal striations,LLT,SIDER
C0266998,Oral soft tissue disorder NOS,LLT,SIDER
C0267033,Lip ulceration,LLT,SIDER
C0341012,Oral herpes,LLT,SIDER
C0392378,Gingival ulceration,LLT,SIDER
C0521492,Application site ulcer,LLT,SIDER
C0522063,Impaired gastric emptying,LLT,SIDER
C0549385,Feeling of body temperature change,LLT,SIDER
C0549452,Localised skin reaction,LLT,SIDER
C0740852,Upper airway obstruction,LLT,SIDER
C0853939,Oral mucosal discolouration,LLT,SIDER
C0853942,Tongue blistering,LLT,SIDER
C0860752,Lactate increased,LLT,SIDER
C0919599,Application site eczema,LLT,SIDER
C0919671,Subileus,LLT,SIDER
C0919894,Nasal mucosal disorder,LLT,SIDER
C0948070,Rhinalgia,LLT,SIDER
C0949070,Upper respiratory tract congestion,LLT,SIDER
C1112257,Oral pustule,LLT,SIDER
C1263846,Attention deficit/hyperactivity disorder,LLT,SIDER
C1392046,Cardiovascular insufficiency,LLT,SIDER
C1696685,Intentional drug misuse,LLT,SIDER
C1739422,Opioid naive,LLT,SIDER
C1868790,Intranasal hypoaesthesia,LLT,SIDER
C0035457,Perennial allergic rhinitis,LLT,SIDER
C0033578,Neoplasm prostate,LLT,SIDER
C0162311,Androgenetic alopecia,LLT,SIDER
C0238033,Breast cancer male,LLT,SIDER
C0029574,Other dermatoses,LLT,SIDER
C0860646,Morbid dreams,LLT,SIDER
C0004030,Aspergillosis,LLT,SIDER
C0029119,Opportunistic mycosis,LLT,SIDER
C0023524,Progressive multifocal leukoencephalopathy,LLT,SIDER
C0151582,Urate crystalluria,LLT,SIDER
C0231666,Wrist drop,LLT,SIDER
C0236151,Renal function test abnormal,LLT,SIDER
C0242584,Autoimmune thrombocytopenia,LLT,SIDER
C0272126,Evans syndrome,LLT,SIDER
C1168174,Absolute neutrophil count decreased,LLT,SIDER
C0333650,Fat atrophy,LLT,SIDER
C0235093,Paralysis of bladder,LLT,SIDER
C0740409,Psychotic behaviour,LLT,SIDER
C0037268,Congenital skin disorder,LLT,SIDER
C0039235,Junctional tachycardia,LLT,SIDER
C0235546,Hypopnoea,LLT,SIDER
C0006905,Capillary fragility,LLT,SIDER
C0235318,Fullness abdominal,LLT,SIDER
C0235339,Mouth irritation,LLT,SIDER
C0858524,Tachycardia nervous,LLT,SIDER
C1735373,Acute uveitis,LLT,SIDER
C0011304,Demyelination,LLT,SIDER
C0155145,Chronic conjunctivitis,LLT,SIDER
C0234162,Dysmetria,LLT,SIDER
C0423172,Dacryocanaliculitis,LLT,SIDER
C0429029,Electrocardiogram ST segment,LLT,SIDER
C0520571,Biliary fibrosis,LLT,SIDER
C2752009,White matter lesion,LLT,SIDER
C0008449,Chondrodystrophy,LLT,SIDER
C0015923,Foetal alcohol syndrome,LLT,SIDER
C0020624,Hypomenorrhoea,LLT,SIDER
C0029191,Orchitis,LLT,SIDER
C0032519,Polymenorrhoea,LLT,SIDER
C0034067,Emphysema,LLT,SIDER
C0041976,Urethritis,LLT,SIDER
C0042376,Vascular headache,LLT,SIDER
C0151538,Buccoglossal syndrome,LLT,SIDER
C0151571,Corneal lesion,LLT,SIDER
C0151574,Cough decreased,LLT,SIDER
C0151702,Muscle haemorrhage,LLT,SIDER
C0151737,Intentional injury,LLT,SIDER
C0151752,Lactation female,LLT,SIDER
C0151996,Uterine fibroids enlarged,LLT,SIDER
C0155789,Oesophageal varices haemorrhage,LLT,SIDER
C0156394,Enlarged clitoris,LLT,SIDER
C0156543,Abortion,LLT,SIDER
C0233523,Antisocial behaviour,LLT,SIDER
C0312422,Blacked-out (not amnesia),LLT,SIDER
C0341164,Gastric ulcer haemorrhage,LLT,SIDER
C0427144,Toe walking,LLT,SIDER
C0542351,Battery,LLT,SIDER
C0854381,Genital haemorrhage,LLT,SIDER
C0858970,Carcinogenicity,LLT,SIDER
C0919591,Urogenital haemorrhage,LLT,SIDER
C0948011,Cervix haemorrhage uterine,LLT,SIDER
C1455705,Histiocytosis X of lung,LLT,SIDER
C2732728,Body height decreased,LLT,SIDER
C0151310,Paresthesia generalized,LLT,SIDER
C0009398,Defective colour vision,LLT,SIDER
C0428895,Labile blood pressure,LLT,SIDER
C1963946,Laryngeal dystonia,LLT,SIDER
C0701824,Staggering gait,LLT,SIDER
C0020581,Hyphaema,LLT,SIDER
C0034074,Pulmonary infarction,LLT,SIDER
C0027627,Metastasis,LLT,SIDER
C0038732,Sulphaemoglobinaemia,LLT,SIDER
C0235398,Diabetes mellitus exacerbated,LLT,SIDER
C0242788,Breast neoplasm NOS male,LLT,SIDER
C1384494,Metastatic carcinoma,LLT,SIDER
C0549293,Nasal soreness,LLT,SIDER
C0858684,Telangiectasis facial,LLT,SIDER
C0859871,Stinging of nose,LLT,SIDER
C1322253,Eczema infected,LLT,SIDER
C0001818,Agoraphobia,LLT,SIDER
C0020604,Hypochondriasis,LLT,SIDER
C0085136,Central nervous system neoplasm,LLT,SIDER
C0149707,Haematospermia,LLT,SIDER
C0151899,Syndrome screaming,LLT,SIDER
C0233697,Obsessive rumination,LLT,SIDER
C0235774,Somnolence neonatal,LLT,SIDER
C0240322,Menstruation delayed,LLT,SIDER
C0919661,Heart alternation,LLT,SIDER
C1704212,Embolus,LLT,SIDER
C1704373,Compulsive personality disorder,LLT,SIDER
C1868709,Activation syndrome,LLT,SIDER
C0042847,Vitamin B12 deficiency,LLT,SIDER
C0233818,Judgement impaired,LLT,SIDER
C1536696,Overactivity,LLT,SIDER
C1096646,Transaminitis,LLT,SIDER
C0239093,Conjunctival irritation,LLT,SIDER
C0151580,Crystalluria calcium,LLT,SIDER
C0151595,Digitalis intoxication (NOS),LLT,SIDER
C0740304,COPD exacerbation,LLT,SIDER
C0151472,Albumin globulin ratio abnormal,LLT,SIDER
C2240374,Eosinophil count increased,LLT,SIDER
C0010266,Cranial nerve disorder,LLT,SIDER
C0036749,Serositis,LLT,SIDER
C0040586,Tracheobronchitis,LLT,SIDER
C0149744,Oral lesion,LLT,SIDER
C0232203,Atrial rhythm,LLT,SIDER
C0423636,Cardiac pain,LLT,SIDER
C0853087,Nail abnormality NOS,LLT,SIDER
C0861120,Albumin urine increased,LLT,SIDER
C0158369,Swelling of limb,LLT,SIDER
C0162627,Skin bacterial infection,LLT,SIDER
C0587246,Limb paresis,LLT,SIDER
C0700363,Rhythm idioventricular,LLT,SIDER
C0920114,Urinary sediment abnormal,LLT,SIDER
C0079773,Cutaneous T-cell lymphoma,LLT,SIDER
C0277589,Found dead (cause undetermined),LLT,SIDER
C0949091,Candida sepsis,LLT,SIDER
C1096243,Central line infection,LLT,SIDER
C1444565,Cardiopulmonary failure,LLT,SIDER
C0151614,Electrolyte depletion,LLT,SIDER
C0220983,Metabolic alkalosis,LLT,SIDER
C0264939,Polyangiitis,LLT,SIDER
C0398623,Thrombophilia,LLT,SIDER
C0401151,Chronic diarrhea,LLT,SIDER
C0853277,Pseudo-Bartter syndrome,LLT,SIDER
C1535893,Orthostatic intolerance,LLT,SIDER
C1619727,Decompensated cirrhosis,LLT,SIDER
C0007863,Occipital neuralgia,LLT,SIDER
C0008513,Chorioretinitis,LLT,SIDER
C0011884,Diabetic retinopathy,LLT,SIDER
C0023223,Leg ulcer,LLT,SIDER
C0024305,Non-Hodgkin's lymphoma,LLT,SIDER
C0027429,Nasal obstruction,LLT,SIDER
C0151541,Capillary fragility increased,LLT,SIDER
C0151946,Pulmonary thrombosis,LLT,SIDER
C0221237,Angular cheilitis,LLT,SIDER
C0221244,Dandruff,LLT,SIDER
C0232267,Pericardial rub,LLT,SIDER
C0236018,Aura,LLT,SIDER
C0282005,Scrotal swelling,LLT,SIDER
C0438242,Blood urea abnormal,LLT,SIDER
C0541881,Difficulty focusing eyes,LLT,SIDER
C0553668,Labored breathing,LLT,SIDER
C0595861,Parasuicide,LLT,SIDER
C0740447,Diabetic peripheral neuropathy,LLT,SIDER
C0849835,Lip haemorrhage,LLT,SIDER
C0877314,Blood glucose fluctuation,LLT,SIDER
C1168225,Inner ear infection,LLT,SIDER
C1282799,Penile swelling,LLT,SIDER
C0011269,Vascular dementia,LLT,SIDER
C0024050,Lower gastrointestinal haemorrhage,LLT,SIDER
C0018129,Transplant rejection,LLT,SIDER
C0032787,Postoperative complications NOS,LLT,SIDER
C0038941,Postoperative wound infection,LLT,SIDER
C0235855,Sepsis secondary,LLT,SIDER
C0521501,Injection site thrombosis,LLT,SIDER
C0742006,Catheter infection,LLT,SIDER
C0742007,Catheter sepsis,LLT,SIDER
C0853750,Blood magnesium decreased,LLT,SIDER
C0000932,Traffic accident,LLT,SIDER
C0152063,Streptobacillary fever,LLT,SIDER
C0221021,Microangiopathic haemolytic anaemia,LLT,SIDER
C0273115,Traumatic lung injury,LLT,SIDER
C0700078,Tendon reflex decreased,LLT,SIDER
C0748318,Progressive renal failure,LLT,SIDER
C0858307,Bilirubin normal,LLT,SIDER
C1142072,Oral toxicity,LLT,SIDER
C1609536,Allergic bronchospasm,LLT,SIDER
C1704437,Respiratory distress syndrome,LLT,SIDER
C0085693,Acute appendicitis,LLT,SIDER
C0151640,Fertility male decreased,LLT,SIDER
C0242420,Retinal oedema,LLT,SIDER
C0857323,Angioedema of larynx,LLT,SIDER
C1610056,Antinuclear antibody increased,LLT,SIDER
C0015668,Fat necrosis,LLT,SIDER
C0235282,Ear roaring,LLT,SIDER
C0235905,Myasthenia gravis-like syndrome,LLT,SIDER
C0001973,Alcoholism,LLT,SIDER
C0004691,Balanoposthitis,LLT,SIDER
C0020617,Hypoglycaemic coma,LLT,SIDER
C0158775,Spine malformation,LLT,SIDER
C0232570,Epigastric fullness,LLT,SIDER
C0233417,Poor concentration,LLT,SIDER
C0235832,Hernia congenital,LLT,SIDER
C0235922,Breast neoplasm benign female,LLT,SIDER
C0241137,Pallor of skin,LLT,SIDER
C0241832,Cerebrovascular insufficiency,LLT,SIDER
C0497538,Benign gastrointestinal neoplasm,LLT,SIDER
C0745153,Hypoglycaemic episode,LLT,SIDER
C0857093,Elevated liver enzyme levels,LLT,SIDER
C0271710,Hypoglycemic reaction,LLT,SIDER
C0858217,Gastrointestinal fullness,LLT,SIDER
C0021847,Intestinal pseudo-obstruction,LLT,SIDER
C0426498,Tongue dry,LLT,SIDER
C0695236,Tracheostomy infection,LLT,SIDER
C0859032,Moaning,LLT,SIDER
C1096275,Increased viscosity of bronchial secretion,LLT,SIDER
C0151563,Coagulation time prolonged,LLT,SIDER
C1697642,Puncture site pain,LLT,SIDER
C0175683,Argininosuccinate synthetase deficiency,LLT,SIDER
C0085621,Spastic paralysis,LLT,SIDER
C0002624,Retrograde amnesia,LLT,SIDER
C0005687,Bladder distension,LLT,SIDER
C0751837,Ataxic gait,LLT,SIDER
C0858950,Mental aberration,LLT,SIDER
C0221733,Paradoxical pressor response,LLT,SIDER
C0262977,Skin depigmentation,LLT,SIDER
C0263437,Acne infantile,LLT,SIDER
C1167675,Application site folliculitis,LLT,SIDER
C1735864,Administration site infection,LLT,SIDER
C2586050,Oesophagitis ulcerative,LLT,SIDER
C0549262,Rebound effect,LLT,SIDER
C0004763,Barrett's oesophagus,LLT,SIDER
C0008039,Cheyne-Stokes respiration,LLT,SIDER
C0013220,Drug tolerance,LLT,SIDER
C0014869,Reflux esophagitis,LLT,SIDER
C0020429,Hyperpathia,LLT,SIDER
C0026825,Muscle tone flaccid,LLT,SIDER
C0032768,Post herpetic neuralgia,LLT,SIDER
C0040210,VT,LLT,SIDER
C0041974,Urethral stenosis,LLT,SIDER
C0220650,Brain cancer metastatic,LLT,SIDER
C0232452,Cutis anserina,LLT,SIDER
C0235194,Tranquillisation excessive,LLT,SIDER
C0311394,Walking disability,LLT,SIDER
C0741453,Bedridden,LLT,SIDER
C0852913,Blood amylase increased,LLT,SIDER
C0853946,Pain worsened,LLT,SIDER
C0854121,Gastrointestinal motility disorder,LLT,SIDER
C1135120,Breakthrough pain,LLT,SIDER
C1269955,Tumour invasion,LLT,SIDER
C1321581,Bezoar,LLT,SIDER
C0152191,Central scotoma,LLT,SIDER
C0263358,Erythema annulare centrifugum,LLT,SIDER
C0332579,Lividity,LLT,SIDER
C0333244,Edema transient,LLT,SIDER
C0422974,Halo vision,LLT,SIDER
C1963822,Mucosal pigmentation,LLT,SIDER
C3160840,Macular pigmentation,LLT,SIDER
C0034561,Dermatitis radiation NOS,LLT,SIDER
C0085273,Erythema infectiosum,LLT,SIDER
C0221470,Aphagia,LLT,SIDER
C0235988,Serum iron decreased,LLT,SIDER
C0280100,Solid tumour,LLT,SIDER
C0858867,Reticulocytopenia,LLT,SIDER
C1142305,Melanonychia,LLT,SIDER
C1260402,Splenic sequestration,LLT,SIDER
C0038379,Strabismus,LLT,SIDER
C0152173,Ventricular flutter,LLT,SIDER
C0152219,Cyclophoria,LLT,SIDER
C0232695,Bowel sounds decreased,LLT,SIDER
C0263355,Rash scarlatiniform,LLT,SIDER
C0549363,Hot dry skin,LLT,SIDER
C0677600,Stridor inspiratory,LLT,SIDER
C0751535,Cardiac syncope,LLT,SIDER
C0854165,Conjunctivitis papillary,LLT,SIDER
C1994994,Excessive thirst,LLT,SIDER
C0004626,Pneumonia bacterial,LLT,SIDER
C0006287,Bronchopulmonary dysplasia,LLT,SIDER
C0017657,Glomerulitis,LLT,SIDER
C0023529,Periventricular leukomalacia,LLT,SIDER
C0025309,Meningoencephalitis,LLT,SIDER
C0026272,Mixed connective tissue disease,LLT,SIDER
C0235446,Azotaemia of renal origin,LLT,SIDER
C0240059,Intraventricular haemorrhage,LLT,SIDER
C0241742,Wound haemorrhage,LLT,SIDER
C0270934,Toxic neuropathy,LLT,SIDER
C0424444,Teeth clenching,LLT,SIDER
C0853068,Glomerular filtration rate decreased,LLT,SIDER
C2609264,Color vision change,LLT,SIDER
C0234983,Delirium toxic,LLT,SIDER
C0392185,Repetitive speech,LLT,SIDER
C0028778,Obstruction,LLT,SIDER
C0340515,Myocardial depression,LLT,SIDER
C0919666,Venipuncture site hemorrhage,LLT,SIDER
C1868879,Endotracheal tube obstruction,LLT,SIDER
C0542051,Instability vasomotor,LLT,SIDER
C1963921,Chemical phlebitis,LLT,SIDER
C0002891,Anaemia neonatal,LLT,SIDER
C0013528,Echolalia,LLT,SIDER
C0015970,Fever of unknown origin,LLT,SIDER
C0023487,Acute promyelocytic leukaemia,LLT,SIDER
C0030793,Pelvic neoplasm,LLT,SIDER
C0035579,Rickets,LLT,SIDER
C0085615,Bundle branch block right,LLT,SIDER
C0155773,Portal vein thrombosis,LLT,SIDER
C0238621,Aminoaciduria,LLT,SIDER
C0473237,Frank hematuria,LLT,SIDER
C0743072,Psychosis depressive,LLT,SIDER
C0853021,Blood oestrogen decreased,LLT,SIDER
C0853973,Blood gonadotrophin increased,LLT,SIDER
C0855335,Electrocardiogram ST segment abnormal,LLT,SIDER
C0859037,Feeling of residual urine,LLT,SIDER
C0877854,Cerebral arteriosclerosis,LLT,SIDER
C1095923,Febrile bone marrow aplasia,LLT,SIDER
C1411873,Ovulation disorder,LLT,SIDER
C1527410,Renal rickets,LLT,SIDER
C2945586,Bladder irritation,LLT,SIDER
C0238242,Lithium toxicity,LLT,SIDER
C0031037,Periarthritis,LLT,SIDER
C0037997,Spleen disorder,LLT,SIDER
C0151683,Neutrophil count increased,LLT,SIDER
C0277525,Gastric flu,LLT,SIDER
C0684275,Haemophilia,LLT,SIDER
C0740435,Bilirubin unconjugated increased,LLT,SIDER
C0860803,Glucose increased,LLT,SIDER
C1280433,Lipoatrophy,LLT,SIDER
C1387528,Acute haemolytic anaemia,LLT,SIDER
C0038013,Ankylosing spondylitis,LLT,SIDER
C0221722,Muscle movement involuntary,LLT,SIDER
C0234656,Periorbital pain,LLT,SIDER
C0234962,Pulmonary vasculitis,LLT,SIDER
C0235884,Gastric perforation,LLT,SIDER
C0267380,Ileitis regional,LLT,SIDER
C1504411,Post procedural oedema,LLT,SIDER
C0085617,Arterial spasm,LLT,SIDER
C0234507,Anosognosia,LLT,SIDER
C0238201,Iodism,LLT,SIDER
C0919702,Ventricular hypokinesia,LLT,SIDER
C0009492,Compartment syndrome,LLT,SIDER
C0040127,Thyrotoxic crisis,LLT,SIDER
C0235074,Tongue paralysis,LLT,SIDER
C0235552,Subglottic edema,LLT,SIDER
C0521481,Oedema mucosal,LLT,SIDER
C0750426,White blood cell count increased,LLT,SIDER
C0851664,Bullous conditions,,SIDER
C1504363,Body temperature fluctuation,LLT,SIDER
C1504537,Vegetative dystonia,LLT,SIDER
C0002949,Artery dissection,LLT,SIDER
C0024003,Lordosis,LLT,SIDER
