smpdb_id,name,category,enzymes,source
SMP0052742,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-17:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052743,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-17:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052744,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-17:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052745,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-17:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052746,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-17:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052747,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-17:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052748,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-17:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052749,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-17:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052750,"Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052751,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052752,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052753,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052754,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052755,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052756,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052757,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052758,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052759,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052760,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052761,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052762,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052763,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052764,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052765,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052766,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052767,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-21:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052768,"Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052769,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052770,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052771,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052772,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052773,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052774,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052775,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052776,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052777,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052778,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052779,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052780,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052781,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052782,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052783,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052784,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052785,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/a-25:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052786,"Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052787,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052788,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052789,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052790,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052791,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052792,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052793,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052794,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052795,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052796,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052797,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052798,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052799,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052800,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052801,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052802,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052803,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-12:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052804,"Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052805,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052806,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052807,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052808,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052809,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052810,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052811,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052812,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052813,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052814,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052815,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052816,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052817,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052818,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052819,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052820,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052821,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-13:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052822,"Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052823,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052824,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052825,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052826,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052827,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052828,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052829,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052830,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052831,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052832,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052833,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052834,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052835,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052836,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052837,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052838,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052839,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-14:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052840,"Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052841,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052842,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052843,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052844,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052845,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052846,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052847,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052848,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052849,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052850,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052851,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052852,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052853,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052854,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052855,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052856,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052857,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-15:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052858,"Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052859,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052860,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052861,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052862,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052863,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052864,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052865,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052866,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052867,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052868,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052869,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052870,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052871,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052872,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0052873,Cardiolipin Biosynthesis CL(i-12:0/i-17:0/i-16:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
